Kennedy, Sara Beaumont (Cannon)	Kennedy, Sara Beaumont Cannon	Kennedy, Sara Beaumont (Cannon)
Kennedy, Sidney R. (Sidney Robinson)	Kennedy, Sidney R. (Sidney Robinson)	Kennedy, Sidney R
Ketcham, Wilmot Alexander	Ketcham, Wilmot Alexander	Ketcham,Wilmot Alexander
Aksakov, S. T. (Sergeĭ Timofeevich)	Aksakov, S. T	Aksakov, S. T. (Sergeĭ Timofeevich)	Aksakov, S. T. (Sergeĭ Timofeevich)	Aksakov, S. T (Sergeĭ Timofeevich)
Miller, George Amos, Bishop	Miller, George Amos, bp	Miller, George Amos, Bishop
Miller, Harriet (Mann)	Miller, Harriet (Mann)	Miller, Harriet Mann
Milne, A. A. (Alan Alexander)	Milne, A. A	Milne, A. A. (Alan Alexander)	Milne, A. A (Alan Alexander)
Michener, James A. (James Albert)	Michener, James A. (James Albert)	Michener, James A (James Albert)
Miller, Alice Duer, Mrs	Miller, Alice Duer	Miller, Alice Duer, Mrs
Mitton, G. E. (Geraldine Edith)	Mitton, G. E	Mitton, G. E. (Geraldine Edith)
Minney, R. J. (Rubeigh James)	Minney, R. J. (Rubeigh James)	Minney, R. J	Minney, R. J (Rubeigh James)
Mitchell, Lucy (Sprague)	Mitchell, Lucy Sprague	Mitchell, Lucy (Sprague)
Mihesuah, Devon A. (Devon Abbott)	Mihesuah, Devon A (Devon Abbott)	Mihesuah, Devon A. (Devon Abbott)
Mitchell, William, Sir	Mitchell, William, Sir	Mitchell, William
Mitchell, W. O. (William Ormond)	Mitchell, W. O (William Ormond)	Mitchell, W. O. (William Ormond)
Miln, Louise (Jordan), Mrs	Miln, Louise Jordan	Miln, Louise (Jordan)	Miln, Louise (Jordan), Mrs	Miln, Louise Jordan, Mrs
Mitchell, S. Weir (Silas Weir)	Mitchell, S. Weir	Mitchell, S. Weir (Silas Weir)
Milman, E. A. (Edward Augustus)	Milman, E. A. (Edward Augustus)	Milman, E. A
Miller, D. L, Mrs	Miller, D. L, Mrs	Miller, D. L
Miller, Helen (Topping)	Miller, Helen (Topping)	Miller, Helen Topping
Squire, John Collings, Sir	Squire, John Collings	Squire, John Collings, Sir
Eydoux-D??mians, M.	Eydoux-D??mians, M. [from old catalog]	Eydoux-D??mians, M
Cunningham, H. S. (Henry Stewart), Sir	Cunningham, H. S. (Henry Stewart), Sir	Cunningham, H. S
Cunninghame Graham, R. B. (Robert Bontine)	Cunninghame Graham, R. B	Cunninghame Graham, R. B (Robert Bontine)	Cunninghame Graham, R. B. (Robert Bontine)
Cunningham, J. W. (John William)	Cunningham, J. W	Cunningham, J. W. (John William)
Cummins, Maria S. (Maria Susanna)	Cummins, Maria S	Cummins, Maria S. (Maria Susanna)
Cutting, Mary Stewart Doubleday	Cutting, Mary Stewart	Cutting, Mary Stewart Doubleday
Tolkien, J. R. R. (John Ronald Reuel)	Tolkien, J. R. R (John Ronald Reuel)	Tolkien, J. R. R. (John Ronald Reuel)
Tomlinson, Everett T. (Everett Titsworth)	Tomlinson, Everett T	Tomlinson, Everett T.,$1859-1931	Tomlinson, Everett T. (Everett Titsworth)
Townsend, Edward W. (Edward Waterman)	Townsend, Edward W (Edward Waterman)	Townsend, Edward W. (Edward Waterman)	Townsend, Edward W
Tomlinson, H. M. (Henry Major)	Tomlinson, H. M (Henry Major)	Tomlinson, H. M	Tomlinson, H. M. (Henry Major)
Swettenham, Frank Athelstane, Sir	Swettenham, Frank Athelstane	Swettenham, Frank Athelstane, Sir
Sweetser, Kate Dickinson	Sweetser, Kate Dickinson	Sweetser, Kate Dickinson. [from old catalog]
Swinton, E. D. (Ernest Dunlop)	Swinton, E. D. (Ernest Dunlop)	Swinton, E. D (Ernest Dunlop)
Swanson, Neil H. (Neil Harmon)	Swanson, Neil H. (Neil Harmon)	Swanson, Neil H (Neil Harmon)
Whiteing, Richard	Whiteing, Richard	Whiteing,Richard
Whitaker, R. H. (Robert H.)	Whitaker, R. H. (Robert H.)	Whitaker, R. H
White, Fred M. (Fred Merrick)	White, Fred M	White, Fred M. (Fred Merrick)
Whitechurch, Victor L. (Victor Lorenzo)	Whitechurch, Victor L. (Victor Lorenzo)	Whitechurch, Victor L
White, E. B. (Elwyn Brooks)	White, E. B (Elwyn Brooks)	White, E. B. (Elwyn Brooks)
White, Nelia (Gardner), Mrs	White, Nelia Gardner	White, Nelia (Gardner), Mrs	White, Nelia Gardner, Mrs
Wheeler, William Lamont, Mrs	Wheeler, William Lamont	Wheeler, William Lamont, Mrs
White, Theodore H. (Theodore Harold)	White, Theodore H (Theodore Harold)	White, Theodore H. (Theodore Harold)
White, T. H. (Terence Hanbury)	White, T. H. (Terence Hanbury)	White, T. H (Terence Hanbury)
Whyte-Melville, G. J. (George John)	Whyte-Melville, G. J. (George John)	Whyte-Melville, G. J
Whitney, A. D. T. (Adeline Dutton Train)	Whitney, A. D. T. (Adeline Dutton Train)	Whitney, A. D. T
freifrau von, Tautphœus, Jemima (Montgomery)	freifrau von, Tautphœus, Jemima Montgomery	freifrau von, Tautphœus, Jemima (Montgomery)
friherrinna, Aminoff, Constance Léonie Caroline Borgström	friherrinna, Aminoff, Constance Leonie Caroline Borgström	friherrinna, Aminoff, Constance Léonie Caroline Borgström
Edwards, H. Sutherland (Henry Sutherland)	Edwards, H. Sutherland	Edwards, H. Sutherland (Henry Sutherland)
Dilke, Charles Wentworth, Sir	Dilke, Charles Wentworth	Dilke, Charles Wentworth, Sir
Dillon, Henry Augustus Dillon-Lee	Dillon, Henry Augustus	Dillon, Henry Augustus Dillon-Lee
Dixon, Pierson, Sir	Dixon, Pierson	Dixon, Pierson, Sir
Dimock, A. W. (Anthony Weston)	Dimock, A. W	Dimock, A. W. (Anthony Weston)
Dillon, Mary (Mary C. Johnson)	Dillon, Mary C. Johnson	Dillon, Mary C. (Johnson)	Dillon, Mary C. Johnson, Mrs	Dillon, Mary (Mary C. Johnson)
Divine, A. D. (Arthur Durham)	Divine, A. D. (Arthur Durham)	Divine, A. D (Arthur Durham)
Diaz, Mrs. Abby Morton	Diaz, Mrs. Abby Morton	Diaz, Abby Morton
Dickinson, Anna E. (Anna Elizabeth)	Dickinson, Anna E. (Anna Elizabeth)	Dickinson, Anna E
Austin, F. Britten (Frederick Britten)	Austin, F. Britten	Austin, F. Britten (Frederick Britten)
Austin, Jane G. (Jane Goodwin)	Austin, Jane G. (Jane Goodwin)	Austin, Jane G
Urbino, L. B. (Levina Buoncuore)	Urbino, L. B. (Levina Buoncuore)	Urbino, L. B
Blox, John E.	Blox, John E	Blox, John E.]
Blythe, Samuel G. (Samuel George)	Blythe, Samuel G. (Samuel George)	Blythe, Samuel G
Blessington, Marguerite, Countess of	Blessington, Marguerite, Countess of	Blessington, Marguerite
Blackmore, R. D. (Richard Dooddridge)	Blackmore, R. D (Richard Doddridge)	Blackmore, R. D	Blackmore, R. D. (Richard Doddridge)	Blackmore, R. D. (Richard Dooddridge)
Bloundelle-Burton, John Edward	Bloundelle-Burton, John	Bloundelle-Burton, John Edward
Blackford, (Martha), Mrs	Blackford, Martha	Blackford, (Martha), Mrs
Blavatsky, H. P. (Helena Petrovna)	Blavatsky, H. P. (Helena Petrovna)	Blavatsky, H. P
Bleek, W. H. I. (Wilhelm Heinrich Immanuel)	Bleek, W. H. I. (Wilhelm Heinrich Immanuel)	Bleek, W. H. I (Wilhelm Heinrich Immanuel)
Oxley, James MacDonald	Oxley, James MacDonald	Oxley, James Macdonald
Oxley, J. Macdonald (James Macdonald)	Oxley, J. Macdonald (James Macdonald)	Oxley, J. Macdonald
condesa de, Pardo Bazán, Emilia	condesa de, Pardo Bazán, Emilia	condesa de, Pardo Bazán, Emilia
comtesse de, Genlis, Stéphanie Félicité	comtesse de, Genlis, Stéphanie Félicité	comtesse de, Genlis, Stéphanie Félicité
Wright, J. W. (Jacob William)	Wright, J. W	Wright, J. W. (Jacob William)
Wright, Mary (Tappan), Mrs	Wright, Mary (Tappan), Mrs	Wright, Mary Tappan	Wright, Mary Tappan, Mrs
Kuprin, A. I. (Aleksandr Ivanovich)	Kuprin, A. I	Kuprin, A. I (Aleksandr Ivanovich)	Kuprin, A. I. (Aleksandr Ivanovich)
Kuzmin, M. A. (Mikhail Alekseevich)	Kuzmin, M. A (Mikhail Alekseevich)	Kuzmin, M. A. (Mikhail Alekseevich)
Kuncewiczowa, Maria Szczepańska	Kuncewiczowa, Maria Szczepańska	Kuncewiczowa, Maria Szczepańska
Ilsley, Charles P. (Charles Parker)	Ilsley, Charles P	Ilsley, Charles P. (Charles Parker)
Burnand, F. C. (Francis Cowley), Sir	Burnand, F. C	Burnand, F. C. (Francis Cowley), Sir	Burnand, F. C. (Francis Cowley)
Burgess, Thornton W. (Thornton Waldo)	Burgess, Thornton W	Burgess, Thornton W. (Thornton Waldo	Burgess, Thornton W. (Thornton Waldo)
Buckley, William F. (William Frank)	Buckley, William F (William Frank)	Buckley, William F. (William Frank)
Butler, William Francis, Sir	Butler, William Francis	Butler, William Francis, Sir
Burdett, C. D, Mrs	Burdett, C. D	Burdett, C. D, Mrs
Burrows, E, Mrs	Burrows, E	Burrows, E, Mrs
Burnett, Frances (Hodgson)	Burnett, Frances Hodgson	Burnett, Frances (Hodgson)
Bury, Charlotte Campbell, Lady	Bury, Charlotte Campbell	Bury, Charlotte Campbell, Lady
Burdette, Robert J. (Robert Jones)	Burdette, Robert J. (Robert Jones)	Burdette, Robert J
Burke, T. A. (Thomas A.)	Burke, T. A. (Thomas A.)	Burke, T. A
Buck, Pearl S. (Pearl Sydenstricker)	Buck, Pearl S. (Pearl Sydenstricker)	Buck, Pearl S (Pearl Sydenstricker)
Burgin, G. B. (George Brown)	Burgin, G. B	Burgin, G. B. (George Brown)
Bunner, H. C. (Henry Cuyler)	Bunner, H. C	Bunner, H. C. (Henry Cuyler)
Buckmaster, Henrietta, pseud	Buckmaster, Henrietta	Buckmaster, Henrietta, pseud
Idriess, Ion L. (Ion Llewellyn)	Idriess, Ion L (Ion Llewellyn)	Idriess, Ion L. (Ion Llewellyn)
Temple, Dorothy (Osborne)	Temple, Dorothy (Osborne)	Temple, Dorothy Osborne
Tencin, Claudine Alexandrine Guérin de	Tencin, Claudine Alexandrine Guérin de	Tencin, Claudine Alexandrine Guérin de
Findlater, Jane Helen	Findlater Jane Helen	Findlater, Jane Helen
Field, Isobel (Osbourne), Mrs	Field, Isobel Osbourne	Field, Isobel (Osbourne), Mrs
Fischer, Henry W. (Henry William)	Fischer, Henry W	Fischer, Henry W. (Henry William)
Fitchett, W. H. (William Henry)	Fitchett, W. H	Fitchett, W. H. (William Henry)
Finney, Charles G. (Charles Grandison)	Finney, Charles G (Charles Grandison)	Finney, Charles G. (Charles Grandison)
Fisher, Anne (Benson) Mrs	Fisher, Anne Benson	Fisher, Anne (Benson) Mrs
Fielding, H. (Harold)	Fielding, H	Fielding, H. (Harold)
Field, Henrietta (Dexter), Mrs	Field, Henrietta (Dexter)	Field, Henrietta (Dexter), Mrs
Dryer, Bernard V. (Bernard Victor)	Dryer, Bernard V (Bernard Victor)	Dryer, Bernard V. (Bernard Victor)
Drain, James A.	Drain, James A. [from old catalog]	Drain, James A
Elliot, Samuel H. (Samuel Hayes)	Elliot, Samuel H	Elliot, Samuel H. (Samuel Hayes)
Elliott, Lizzie P. (Lizzie Porterfield)	Elliott, Lizzie P. (Lizzie Porterfield)	Elliott, Lizzie P
Elson, William H. (William Harris)	Elson, William H	Elson, William H. (William Harris)
Ellwanger, George H. (George Herman)	Ellwanger, George H	Ellwanger, George H. (George Herman)
Ellis, J. Breckenridge (John Breckenridge)	Ellis, J. Breckenridge (John Breckenridge)	Ellis, J. Breckenridge
Vulliamy, C. E. (Colwyn Edward)	Vulliamy, C. E (Colwyn Edward)	Vulliamy, C. E. (Colwyn Edward)
Slosson, Annie (Trumbull), Mrs	Slosson, Annie (Trumbull), Mrs	Slosson, Annie Trumbull, Mrs	Slosson, Annie (Trumbull)	Slosson, Annie Trumbull
Slaughter, Frank G. (Frank Gill)	Slaughter, Frank G. (Frank Gill)	Slaughter, Frank G (Frank Gill)
Slaughter, Gertrude Elizabeth (Taylor)	Slaughter, Gertrude Elizabeth Taylor	Slaughter, Gertrude Elizabeth (Taylor)
Knipe, Emilie (Benson), Mrs	Knipe, Emilie (Benson), Mrs	Knipe, Emilie Benson
Tuckerman, Henry T. (Henry Theodore)	Tuckerman, Henry T. (Henry Theodore)	Tuckerman, Henry T (Henry Theodore)
Turczynowicz, Laura (Blackwell) de Gozdawa	Turczynowicz, Laura (Blackwell) de Gozdawa	Turczynowicz, Laura Blackwell de Gozdawa
Isaman, Sara (White)	Isaman, Sara (White)	Isaman, Sara White
Musick, John R. (John Roy)	Musick, John R	Musick, John R. (John Roy)	Musick, John R (John Roy)
Murray, Charles Augustus, Sir	Murray, Charles Augustus, Sir	Murray, Charles Augustus
Muse, Benjamin	Muse, Benjamin	Muse, Benjamin. [from old catalog]
Murray, W. H. H. (William Henry Harrison)	Murray, W. H. H	Murray, W. H. H. (William Henry Harrison)
Muddock, J. E. (Joyce Emmerson Preston)	Muddock, J. E. (Joyce Emmerson Preston)	Muddock, J. E. (Joyce Emmerson)
Scott, Evelyn, Mrs	Scott, Evelyn, Mrs	Scott, Evelyn
Scott-James, R. A. (Rolfe Arnold)	Scott-James, R. A. (Rolfe Arnold)	Scott-James, R. A
Schaeffer, L. M. (Luther Melanchthon)	Schaeffer, L. M. (Luther Melanchthon)	Schaeffer, L. M
Scully, W. C. (William Charles)	Scully, W. C	Scully, W. C. (William Charles)
Scott, Walter, Sir	Scott, Walter, Sir	Scott, Walter
Scott, J. D. (John Dick)	Scott, J. D (John Dick)	Scott, J. D. (John Dick)
Scudder, Horace Elisha	Scudder, Horace Elisha	Scudder, Horace Elisha. [from old catalog]
Schaeffer, Evelyn (Schuyler), Mrs	Schaeffer, Evelyn (Schuyler)	Schaeffer, Evelyn (Schuyler), Mrs
Schuyler, George S.   (George Samuel)	Schuyler, George S (George Samuel)	Schuyler, George S.   (George Samuel)
Schwarz, Leo W. (Leo Walder)	Schwarz, Leo W (Leo Walder)	Schwarz, Leo W. (Leo Walder)
Viramontes, Helena María	Viramontes, Helena Maria	Viramontes, Helena María
Viscount, Slim, William Joseph Slim	Viscount, Slim, William Slim	Viscount, Slim, William Joseph Slim
Roberts, Charles G. D., Sir	Roberts, Charles G. D	Roberts, Charles G. D, Sir	Roberts, Charles G. D., Sir
Rosenbach, A. S. W. (Abraham Simon Wolf)	Rosenbach, A. S. W. (Abraham Simon Wolf)	Rosenbach, A. S. W
Roland Wilkins. Wilkins, Louisa (Jebb), Mrs	Roland Wilkins. Wilkins, Louisa (Jebb), Mrs	Roland Wilkins. Wilkins, Louisa Jebb, Mrs
Roberts, S. C. (Sydney Castle)	Roberts, S. C (Sydney Castle)	Roberts, S. C. (Sydney Castle)
Robinson, Eliot H. (Eliot Harlow)	Robinson, Eliot H. (Eliot Harlow)	Robinson, Eliot H
Roe, Frances Marie Antoinette Mack	Roe, Frances Marie Antoinette Mack	Roe, Frances Marie Antoinette
Robinson, F. W. (Frederick William)	Robinson, F. W	Robinson, F. W. (Frederick William)
Root, Esther Sayles	Root, Esther Sayles	Root, Esther Sayles. [from old catalog]
Robinson, William J. (William Josephus)	Robinson, William J	Robinson, William J. (William Josephus)
Roberts, Charles George Douglas, Sir	Roberts, Charles George Douglas	Roberts, Charles George Douglas, Sir
Robinson, H. Perry (Harry Perry)	Robinson, H. Perry	Robinson, H. Perry (Harry Perry)
Roe, Vingie E. (Vingie Eve)	Roe, Vingie E	Roe, Vingie E. (Vingie Eve)
Roberts, C. E. Bechhofer (Carl Eric Bechhofer)	Roberts, C. E. Bechhofer (Carl Eric Bechhofer)	Roberts, C. E. Bechhofer
Robbins, Sarah Stuart, Mrs	Robbins, Sarah Stuart	Robbins, Sarah Stuart, Mrs
Southworth, S. A, Mrs	Southworth, S. A, Mrs	Southworth, S. A
Sothern, E. H. (Edward Hugh)	Sothern, E. H	Sothern, E. H. (Edward Hugh)
Somerville, E. Œ. (Edith Œnone)	Somerville, E. Œ. (Edith Œnone)	Somerville, E. Œ (Edith Œnone)
Soulié de Morant, G. (Georges)	Soulié de Morant, G (Georges)	Soulié de Morant, G. (Georges)
Wodehouse, P. G., (Pelham Grenville)	Wodehouse, P. G., (Pelham Grenville)	Wodehouse, P. G. (Pelham Grenville)	Wodehouse, P. G (Pelham Grenville)
Woolley, Leonard, Sir	Woolley, Leonard, Sir	Woolley, Leonard
Wood, J. G. (John George)	Wood, J. G	Wood, J. G. (John George)
Woodrow, Wilson, Mrs	Woodrow, Wilson, Mrs	Woodrow, Wilson
Wood, Edith (Elmer), Mrs	Wood, Edith (Elmer), Mrs	Wood, Edith Elmer
Wood, Edward D. (Edward Davis)	Wood, Edward D (Edward Davis)	Wood, Edward D. (Edward Davis)
Woodward, R. Pitcher (Robert Pitcher)	Woodward, R. Pitcher (Robert Pitcher)	Woodward, R. Pitcher. [from old catalog]
Powell, G. H. (George Herbert)	Powell, G. H. (George Herbert)	Powell, G. H
Power, M. S (Maurice S)	Power, M. S	Power, M. S (Maurice S)
Powell, Addison M. (Addison Monroe)	Powell, Addison M (Addison Monroe)	Powell, Addison M. (Addison Monroe)	Powell, Addison M
Pollock, Frederick, Sir	Pollock, Frederick	Pollock, Frederick, Sir
Ponder, S. E. G. (Stephen Einar Gilbert)	Ponder, S. E. G. (Stephen Einar Gilbert)	Ponder, S. E. G (Stephen Einar Gilbert)
Poynter, E. Frances (Eleanor Frances)	Poynter, E. Frances	Poynter, E. Frances (Eleanor Frances)
Post, Helen (Wilmans), Mrs	Post, Helen (Wilmans), Mrs	Post, Helen (Wilmans)
Porter, Eleanor H. (Eleanor Hodgman)	Porter, Eleanor H	Porter, Eleanor H. (Eleanor Hodgman)
Powers, J. F. (James Farl)	Powers, J. F (James Farl)	Powers, J. F. (James Farl)
Post, C. C. (Charles Clement)	Post, C. C. (Charles Clement)	Post, C. C
Porter, Rebecca N. (Rebecca Newman)	Porter, Rebecca N. (Rebecca Newman)	Porter, Rebecca N
Grigorovich, D. V. (Dmitriĭ Vasilʹevich)	Grigorovich, D. V. (Dmitriĭ Vasilʹevich)	Grigorovich, D. V (Dmitriĭ Vasilʹevich)
Griggs, S. E. (Stephen Elind)	Griggs, S. E	Griggs, S. E. (Stephen Elind)
Grant Watson, Elliot L. (Elliot Lovegood)	Grant Watson, Elliot L	Grant Watson, Elliot L. (Elliot Lovegood)
Grenfell, Wilfred Thomason, Sir	Grenfell, Wilfred Thomason	Grenfell, Wilfred Thomason, Sir
Grey, (Elizabeth Caroline), Mrs	Grey, Elizabeth Caroline	Grey, (Elizabeth Caroline), Mrs
Gratacap, L. P. (Louis Pope)	Gratacap, L. P. (Louis Pope)	Gratacap, L. P
Graves, Charles L. (Charles Larcom)	Graves, Charles L. (Charles Larcom)	Graves, Charles L
Grosvenor, Abbie (Johnston)	Grosvenor, Abbie Johnston	Grosvenor, Abbie (Johnston)
Greg, William R. (William Rathbone)	Greg, William R. (William Rathbone)	Greg, William R	Greg, William R. (William Rathbone
Griggs, Sutton E.   (Sutton Elbert)	Griggs, Sutton E (Sutton Elbert)	Griggs, Sutton E. (Sutton Elbert)	Griggs, Sutton E	Griggs, Sutton E.   (Sutton Elbert)
Grenfell, Anna Elizabeth Caldwell (MacClanahan)	Grenfell, Anna Elizabeth Caldwell (MacClanahan)	Grenfell, Anna Elizabeth Caldwell MacClanahan
Eastman, Mary H. (Mary Henderson)	Eastman, Mary H	Eastman, Mary H (Mary Henderson)	Eastman, Mary H. (Mary Henderson)
Eaton, Charlotte, Mrs	Eaton, Charlotte, Mrs	Eaton, Charlotte
O'Connor, T. P., Mrs	O'Connor, T. P	O'Connor, T. P., Mrs	O'Connor, T. P, Mrs
O'Brien, Edward J. (Edward Joseph)	O'Brien, Edward J. (Edward Joseph)	O'Brien, Edward J
O'Sullivan, Denis, Mrs	O'Sullivan, Denis	O'Sullivan, Denis, Mrs
Khosla, G. D. (Gopal Das)	Khosla, G. D. (Gopal Das)	Khosla, G. D (Gopal Das)
Baum, L. Frank (Lyman Frank)	Baum, L. Frank	Baum, L. Frank (Lyman Frank)
Bacon, Albion Fellows, Mrs	Bacon, Albion Fellows, Mrs	Bacon, Mrs. Albion Fellows
Banerjea, S. B.	Banerjea, S. B	Banerjea, S.B
Bartlett, Alice E. (Alice Elinor)	Bartlett, Alice E. (Alice Elinor)	Bartlett, Alice E
Barrett, William E.   (William Edmund)	Barrett, William E.   (William Edmund)	Barrett, William E (William Edmund)	Barrett, William E. (William Edmund)
Bain, F. W. (Francis William)	Bain, F. W	Bain, F. W (Francis William)	Bain, F. W. (Francis William)
Bacon, Josephine Dodge (Daskam), Mrs	Bacon, Josephine Dodge (Daskam), Mrs	Bacon, Josephine Dodge Daskam	Bacon, Mrs. Josephine Dodge Daskam
Ballantyne, R. M. (Robert Michael)	Ballantyne, R. M. (Robert Michael)	Ballantyne, R. M (Robert Michael)	Ballantyne, R. M
Bates, Josephine W. (Josephine White)	Bates, Josephine W. (Josephine White)	Bates, Josephine W
Bain, R. Nisbet (Robert Nisbet)	Bain, R. Nisbet	Bain, R. Nisbet (Robert Nisbet)
Barker, A. L. (Audrey Lillian)	Barker, A. L (Audrey Lillian)	Barker, A. L. (Audrey Lillian)
Barash, Asher	Barash, Asher	Barash ,Asher
Banks, G. Linnaeus (George Linnaeus), Mrs	Banks, G. Linnaeus (George Linnaeus), Mrs	Banks, G. Linnaeus
Barton, William Eleazar, 1861-1930	Barton, William Eleazar, 1861-1930	Barton, William Eleazar
Barbey d'Aurevilly, J. (Jules)	Barbey d'Aurevilly, J. (Jules)	Barbey d'Aurevilly, J (Jules)
Barclay, Hubert, Mrs	Barclay, Hubert	Barclay, Hubert, Mrs
Balfour, Andrew, Sir	Balfour, Andrew, Sir	Balfour, Andrew
Barnes, Josiah	Barnes, Josiah. [from old catalog]	Barnes, Josiah
Babelʹ, I. (Isaak)	Babelʹ, I. (Isaak)	Babelʹ, I (Isaak)
Bailey, James M. (James Montgomery)	Bailey, James M	Bailey, James M. (James Montgomery)
Bartlett, W. C. (William Chambers)	Bartlett, W. C. (William Chambers)	Bartlett, W. C
Bartley, Nalbro Isadorah, Mrs	Bartley, Nalbro Isadorah, Mrs	Bartley, Nalbro Isadorah
Bailey, H. C. (Henry Christopher)	Bailey, H. C	Bailey, H. C. (Henry Christopher)
Barclay, Florence L. (Florence Louisa)	Barclay, Florence L. (Florence Louisa)	Barclay, Florence L
Barnum, P. T. (Phineas Taylor)	Barnum, P. T. (Phineas Taylor)	Barnum, P. T
Baker, Samuel White, Sir	Baker, Samuel White, Sir	Baker, Samuel White
Baldwin, Joseph G. (Joseph Glover)	Baldwin, Joseph G. (Joseph Glover)	Baldwin, Joseph G
Barnes, Will C. (Will Croft)	Barnes, Will C	Barnes, Will C. (Will Croft)
Barbour, A. Maynard (Anna Maynard)	Barbour, A. Maynard (Anna Maynard)	Barbour, A. Maynard
Baring-Gould, S. (Sabine)	Baring-Gould, S	Baring-Gould, S. (Sabine)
Bayly, (Mary), Mrs	Bayly, (Mary), Mrs	Bayly, Mary
Bates, H. E. (Herbert Ernest)	Bates, H. E. (Herbert Ernest)	Bates, H. E (Herbert Ernest)
Bazhov, P. P. (Pavel Petrovich)	Bazhov, P. P. (Pavel Petrovich)	Bazhov, P. P (Pavel Petrovich)
Barrie, J. M. (James Matthew)	Barrie, J. M. (James Matthew)	Barrie, J. M (James Matthew)	Barrie, J. M
Bashford, H. H. Sir, (Henry Howarth)	Bashford, H. H. Sir, (Henry Howarth)	Bashford, H. H. (Henry Howarth), Sir
Bates, E. Katherine (Emily Katherine)	Bates, E. Katherine	Bates, E. Katherine (Emily Katherine)
Balzac, Honore   de	Balzac, Honore   de	Balzac, Honore de
Shane, Peggy (Smith)], Mrs	[Shane, Peggy (Smith)], Mrs	[Shane, Peggy (Smith)]
Reynolds, E. W. (Elhanan Winchester)	Reynolds, E. W	Reynolds, E. W. (Elhanan Winchester)
Reed, Earl H. (Earl Howell)	Reed, Earl H	Reed, Earl H. (Earl Howell)
Reeves, Ira L. (Ira Louis)	Reeves, Ira L. (Ira Louis)	Reeves, Ira L
Reynolds, George W. M. (George William MacArthur)	Reynolds, George W. M	Reynolds, George W. M. (George William MacArthur)
Reynolds, Baillie, Mrs	Reynolds, Baillie	Reynolds, Baillie, Mrs
Rees, Arthur J. (Arthur John)	Rees, Arthur J	Rees, Arthur J. (Arthur John)
Reeve, Arthur B. (Arthur Benjamin)	Reeve, Arthur B. (Arthur Benjamin)	Reeve, Arthur B
Reed, A. W. (Alexander Wyclif)	Reed, A. W (Alexander Wyclif)	Reed, A. W. (Alexander Wyclif)
Reeve, F. D. (Franklin D.)	Reeve, F. D (Franklin D.)	Reeve, F. D. (Franklin D.)
Synge, J. M. (John Millington)	Synge, J. M	Synge, J. M. (John Millington)
Underwood, Edna (Worthley), Mrs	Underwood, Edna (Worthley), Mrs	Underwood, Edna Worthley, Mrs	Underwood, Edna Worthley
Kaverin, V. (Veniamin)	Kaverin, V. (Veniamin)	Kaverin, V (Veniamin)
Kaberlein, Joseph J. (Joseph James)	Kaberlein, Joseph J. (Joseph James)	Kaberlein, Joseph J (Joseph James)
De Leon, T. C. (Thomas Cooper)	De Leon, T. C. (Thomas Cooper)	De Leon, T. C
De Saussure, N. B. (Nancy Bostick), Mrs	De Saussure, N. B	De Saussure, N. B. (Nancy Bostick), Mrs	De Saussure, N. B. Mrs (Nancy Bostick)
De Berard, Frederick B. (Frederick Brigham)	De Berard, Frederick B	De Berard, Frederick Brigham	De Berard, Frederick B. (Frederick Brigham)
Deming, Therese (Osterheld), Mrs	Deming, Therese (Osterheld)	Deming, Therese (Osterheld), Mrs
De Kroyft, Helen (Aldrich), Mrs	De Kroyft, Helen (Aldrich)	De Kroyft, Helen (Aldrich), Mrs	De Kroyft, Helen Aldrich
Denison, Mary A. (Mary Andrews)	Denison, Mary A. (Mary Andrews)	Denison, Mary A
Dell, Ethel M. (Ethel May)	Dell, Ethel M. (Ethel May)	Dell, Ethel M
De La Pasture, Henry, Mrs	De La Pasture, Henry, Mrs	De La Pasture, Henry
Faversham, Julie (Opp)	Faversham, Julie (Opp)	Faversham, Julie Opp
Farrell, James T. (James Thomas)	Farrell, James T. (James Thomas)	Farrell, James T (James Thomas)
Faure, Raoul C. (Raoul Cohen)	Faure, Raoul C (Raoul Cohen)	Faure, Raoul C. (Raoul Cohen)
Farrar, Charles A. J. (Charles Alden John)	Farrar, Charles A. J	Farrar, Charles A. J. (Charles Alden John)
Fay, Theodore S. (Theodore Sedgwick)	Fay, Theodore S. (Theodore Sedgwick)	Fay, Theodore S
Farjeon, B. L. (Benjamin Leopold)	Farjeon, B. L. (Benjamin Leopold)	Farjeon, B. L
Farnham, Eliza W. (Eliza Wood)	Farnham, Eliza W	Farnham, Eliza W. (Eliza Wood)
Farrar, F. W. (Frederic William)	Farrar, F. W (Frederic William)	Farrar, F. W	Farrar, F. W. (Frederic William)
Ervine, St. John G. (St. John Greer)	Ervine, St. John G	Ervine, St. John G. (St. John Greer)
Veresaev, V. V. (Vikentiĭ Vikentʹevich)	Veresaev, V. V (Vikentiĭ Vikentʹevich)	Veresaev, V. V. (Vikentii Vikentevich)	Veresaev, V. V. (Vikentiĭ Vikentʹevich)	Veresaev, V. V
Warfield, Catherine Ann (Catherine Ann Ware)	Warfield, Catherine Ann (Catherine Ann)	Warfield, Catherine Ann Ware	Warfield, Catherine Ann (Catherine Ann Ware)
Watson, Augusta (Campbell), Mrs	Watson, Augusta (Campbell), Mrs	Watson, Augusta Campbell
