Brooks, Charles S. (Charles Stephen)	Brooks, Charles S	Brooks, Charles S. (Charles Stephen)
Broster, D. K. (Dorothy Kathleen)	Broster, D. K. (Dorothy Kathleen)	Broster, D. K
Brown, A. E. (Abram English)	Brown, A. E (Abram English)	Brown, A. E	Brown, A. E. (Abram English)
Braddon, M. E. (Mary Elizabeth)	Braddon, M. E (Mary Elizabeth)	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)
Brink, André P. (André Philippus)	Brink, André P (André Philippus)	Brink, André P. (André Philippus)
Brereton, F. S. (Frederick Sadleir)	Brereton, F. S. (Frederick Sadleir)	Brereton, F. S
Branner, H. C. (Hans Christian)	Branner, H. C. (Hans Christian)	Branner, H. C (Hans Christian)
Bronson, Wilfrid S. (Wilfrid Swancourt)	Bronson, Wilfrid S (Wilfrid Swancourt)	Bronson, Wilfrid S. (Wilfrid Swancourt)
Bruckberger, R.-L. (Raymond-Léopold)	Bruckberger, R.-L. (Raymond-Léopold)	Bruckberger, R.-L. (Raymond-Léopold)
Brown, james	Brown, james	Brown, James
Britton, Alfred Dudley	Britton, Alfred Dudley, [from old catalog]	Britton, Alfred Dudley
Bridges, John A. (John Affleck)	Bridges, John A. (John Affleck)	Bridges, John A
Brainerd, Eleanor (Hoyt), Mrs	Brainerd, Eleanor Hoyt	Brainerd, Eleanor (Hoyt), Mrs	Brainerd, Eleanor (Hoyt)
Brydges, Egerton, Sir	Brydges, Egerton	Brydges, Egerton, Sir
Bradley-Birt, F. B. (Francis Bradley)	Bradley-Birt, F. B	Bradley-Birt, F. B. (Francis Bradley)
Brooks, Elbridge S. (Elbridge Streeter)	Brooks, Elbridge S. (Elbridge Streeter)	Brooks, Elbridge S
Braithwaite, E. R. (Edward Ricardo)	Braithwaite, E. R (Edward Ricardo)	Braithwaite, E. R. (Edward Ricardo)
Brimblecom, Charles E.	Brimblecom, Charles E	Brimblecom, Charles E. [from old catalog]
Bradley, Mary E. (Mary Emily)	Bradley, Mary E	Bradley, Mary E. (Mary Emily)
Brown, H. E. (Helen E.)	Brown, H. E	Brown, H. E. (Helen E.)
Brush, Christine C. (Christine Chaplin)	Brush, Christine C	Brush, Christine C. (Christine Chaplin)
Bruce, H. Addington (Henry Addington)	Bruce, H. Addington (Henry Addington)	Bruce, H. Addington
Bradby, G. F. (Godfrey Fox)	Bradby, G. F. (Godfrey Fox)	Bradby, G. F
Brookfield, Charles H. E (Charles Hallam Elton)	Brookfield, Charles H. E	Brookfield, Charles H. E (Charles Hallam Elton)
Brock, Carey, Mrs	Brock, Carey	Brock, Carey, Mrs
Sanchez, Nellie (Van de Grift), Mrs	Sanchez, Nellie Van de Grift	Sanchez, Nellie (Van de Grift), Mrs
Sangster, Margaret E. (Margaret Elizabeth)	Sangster, Margaret E	Sangster, Margaret E. (Margaret Elizabeth)
Sampson, Mrs. Emma (Speed)	Sampson, Mrs. Emma (Speed)	Sampson, Emma Speed
Sackville-West, V. (Victoria)	Sackville-West, V. (Victoria)	Sackville-West, V	Sackville-West, V (Victoria)
Safroni-Middleton, A (Arnold)	Safroni-Middleton, A	Safroni-Middleton, A (Arnold)
Sargent, Lucius M. (Lucius Manlius)	Sargent, Lucius M	Sargent, Lucius M. (Lucius Manlius)
Sawyer, Caroline M. (Caroline Mehetabel)	Sawyer, Caroline M. (Caroline Mehetabel)	Sawyer, Caroline M
Salisbury, Harrison E. (Harrison Evans)	Salisbury, Harrison E. (Harrison Evans)	Salisbury, Harrison E (Harrison Evans)
Saint, More, Thomas, Sir	Saint, More, Thomas, Sir	Saint, More, Thomas
Sayers, Dorothy L. (Dorothy Leigh)	Sayers, Dorothy L (Dorothy Leigh)	Sayers, Dorothy L. (Dorothy Leigh)
Samuels, Edward A. (Edward Augustus)	Samuels, Edward A. (Edward Augustus)	Samuels, Edward A
Savinkov, B. V. (Boris Viktorovich)	Savinkov, B. V	Savinkov, B. V. (Boris Viktorovich)
Sawhney, S. P.	Sawhney, S P	Sawhney, S. P
Sarma, D. S. (Dittakavi Subrahmanya)	Sarma, D. S (Dittakavi Subrahmanya)	Sarma, D. S. (Dittakavi Subrahmanya)
Sanders, Charles W. (Charles Walton)	Sanders, Charles W. (Charles Walton)	Sanders, Charles W
Sabin, Edwin L. (Edwin Legrand)	Sabin, Edwin L	Sabin, Edwin L. (Edwin Legrand)
Salinger, J. D. (Jerome David)	Salinger, J. D (Jerome David)	Salinger, J. D. (Jerome David)
Sadhu, S. L. (Shyam Lal)	Sadhu, S. L (Shyam Lal)	Sadhu, S. L. (Shyam Lal)
Sawyer, Josephine Caroline	Sawyer, Josephine Caroline	Sawyer, Josephine Carolyn
Sandys, Edwyn	Sandys, Edwyn	Sandys, Edwyn. [from old catalog]
Patterson, J. H. (John Henry)	Patterson, J. H. (John Henry)	Patterson, J. H
Packard, Frank L. (Frank Lucius)	Packard, Frank L. (Frank Lucius)	Packard, Frank L
Paternoster, G. Sidney (George Sidney)	Paternoster, G. Sidney (George Sidney)	Paternoster, G. Sidney
Parker, Gilbert, Sir	Parker, Gilbert	Parker, Gilbert, Sir
Paull, H. B, Mrs	Paull, H. B	Paull, H. B, Mrs
Parmenter, Christine (Whiting), Mrs	Parmenter, Christine (Whiting), Mrs	Parmenter, Christine Whiting	Parmenter, Christine (Whiting) Mrs
Patterson, J. E. (John Edward)	Patterson, J. E	Patterson, J. E. (John Edward)
Patch, Edith M. (Edith Marion)	Patch, Edith M	Patch, Edith M. (Edith Marion)
Pattillo, T. R.	Pattillo, T R	Pattillo, T. R
Paoli, Xavier	Paoli Xavier	Paoli, Xavier
Packard, E. P. W. (Elizabeth Parsons Ware)	Packard, E. P. W	Packard, E. P. W. (Elizabeth Parsons Ware)
Paddock, A. G, Mrs	Paddock, A. G, Mrs	Paddock, A. G
Patton, Carl S. (Carl Safford)	Patton, Carl S. (Carl Safford)	Patton, Carl S (Carl Safford)
Paull, Minnie E. (Kenney)	Paull, Minnie E. Kenney	Paull, Minnie E. (Kenney)
Palangyo, Peter K. (Peter Kishili)	Palangyo, Peter K	Palangyo, Peter K. (Peter Kishili)
Paterson, A. B. (Andrew Barton)	Paterson, A. B. (Andrew Barton)	Paterson, A. B
Paton, Margaret (Whitecross)	Paton, Margaret (Whitecross)	Paton, Margaret Whitecross
Pakington, Humphrey, baron Hampton	Pakington, Humphrey, Hon	Pakington, Humphrey, baron Hampton
Yaşar, Kemal	Yaşar, Kemal	Yaşar Kemal
Wynne, Madeline (Yale), Mrs	Wynne, Madeline Yale	Wynne, Madeline (Yale), Mrs	Wynne, Madeline (Yale)
Wylie, I. A. R. (Ida Alexa Ross)	Wylie, I. A. R. (Ida Alexa Ross)	Wylie, I. A. R	Wylie, I. A. R (Ida Alexa Ross)
Wyneken, L. Ernest (Leopold Ernest)	Wyneken, L. Ernest	Wyneken, L. Ernest (Leopold Ernest)
Morgan, J. H. (John Hartman)	Morgan, J. H	Morgan, J. H. (John Hartman)
Mottram, R. H. (Ralph Hale)	Mottram, R. H. (Ralph Hale)	Mottram, R. H (Ralph Hale)
Molloy, J. Fitzgerald (Joseph Fitzgerald)	Molloy, J. Fitzgerald	Molloy, J. Fitzgerald (Joseph Fitzgerald)
Montague, C. E. (Charles Edward)	Montague, C. E. (Charles Edward)	Montague, C. E	Montague, C. E (Charles Edward)
Moore, H. J, Mrs	Moore, H. J	Moore, H. J, Mrs
Montagu, Mary Wortley, Lady	Montagu, Mary Wortley, Lady	Montagu, Mary Wortley
Morgan, Beatrice (Burton) Mrs	Morgan, Beatrice (Burton) Mrs	Morgan, Beatrice Burton
Molesworth, Mrs	Molesworth	Molesworth, Mrs
Morris, Harrison S. (Harrison Smith)	Morris, Harrison S	Morris, Harrison S. (Harrison Smith)
Montgomery, Rutherford G. (Rutherford George)	Montgomery, Rutherford George	Montgomery, Rutherford G. (Rutherford George)
Montgomery, L. M. (Lucy Maud)	Montgomery, L. M (Lucy Maud)	Montgomery, L. M	Montgomery, L. M. (Lucy Maud)
Moore, T. Sturge (Thomas Sturge)	Moore, T. Sturge (Thomas Sturge)	Moore, T. Sturge
Moffat, Edward S. (Edward Stewart)	Moffat, Edward S. (Edward Stewart)	Moffat, Edward S
Morris, I. V. (Ira Victor)	Morris, I. V. (Ira Victor)	Morris, I. V (Ira Victor)
Moore, G. Greville (George Greville)	Moore, G. Greville	Moore, G. Greville (George Greville)
More, Thomas, Sir, Saint	More, Thomas, Saint	More, Thomas, Sir, Saint
Byron-Curtiss, A. L. (Arthur Lester)	Byron-Curtiss, A. L	Byron-Curtiss, A. L. (Arthur Lester)
Byatt, A. S. (Antonia Susan)	Byatt, A. S (Antonia Susan)	Byatt, A. S. (Antonia Susan)
Byng, Lucy Margaret (Greenly) Schomberg, Mrs	Byng, Lucy Margaret (Greenly) Schomberg	Byng, Lucy Margaret (Greenly) Schomberg, Mrs
Fuller, John G. (John Grant)	Fuller, John G (John Grant)	Fuller, John G. (John Grant)
Fullerton, Georgiana Charlotte Seveson-Gower, Lady	Fullerton, Georgiana Charlotte Seveson-Gower	Fullerton, Georgiana Charlotte Seveson-Gower, Lady
Furmanov, Dm. (Dmitriĭ)	Furmanov, Dm (Dmitriĭ)	Furmanov, Dm. (Dmitriĭ)	Furmanov, Dm. (Dmitriĭ)
Fullerton, Hugh S. (Hugh Stuart)	Fullerton, Hugh S	Fullerton, Hugh S. (Hugh Stuart)
Fuessle, Newton A. (Newton Augustus)	Fuessle, Newton A	Fuessle, Newton A. (Newton Augustus)
Myers, L. H. (Leopold Hamilton)	Myers, L. H. (Leopold Hamilton)	Myers, L. H (Leopold Hamilton)
Myers, P. Hamilton (Peter Hamilton)	Myers, P. Hamilton	Myers, P. Hamilton (Peter Hamilton)
Yeats, W. B. (William Butler)	Yeats, W. B (William Butler)	Yeats, W. B. (William Butler)	Yeats, W. B
Uttley, Alison, Mrs	Uttley, Alison, Mrs	Uttley, Alison
Pierce, Gilbert A. (Gilbert Ashville)	Pierce, Gilbert A. (Gilbert Ashville)	Pierce, Gilbert A
Pieyre de Mandiargues, André	Pieyre de Mandiargues, André	Pieyre de Mandiargues, André
Pinkerton, Kathrene Sutherland (Gedney)	Pinkerton, Kathrene Sutherland (Gedney)	Pinkerton, Kathrene Sutherland Gedney
Pisemskiĭ, A. F. (Alekseĭ Feofilaktovich)	Pisemskiĭ, A. F. (Alekseĭ Feofilaktovich)	Pisemskiĭ, A. F (Alekseĭ Feofilaktovich)
Pierce, Ruth, Mrs	Pierce, Ruth, Mrs	Pierce, Ruth
Oliphant, Mrs. (Margaret)	Oliphant, Mrs. (Margaret)	Oliphant, (Margaret), Mrs
Goodwin, H. B. (Hannah Bradbury)	Goodwin, H. B	Goodwin, H. B. (Hannah Bradbury)
Gorgas, Annie Gaskin (Stewart)	Gorgas, Annie Gaskin Stewart	Gorgas, Annie Gaskin (Stewart)
Gore, J. Rogers (John Rogers)	Gore, J. Rogers	Gore, J. Rogers (John Rogers)
Gorbatov, Boris Leontʹevich	Gorbatov, Boris Leontʹevich	Gorbatov, Boris Leontevich
Goff, H. N. K. (Harriet Newell Kneeland)	Goff, H. N. K. (Harriet Newell Kneeland)	Goff, H. N. K
Goodwin, Maud Wilder, Mrs	Goodwin, Maud Wilder, Mrs	Goodwin, Maud Wilder
Goodrich, Samuel G. (Samuel Griswold)	Goodrich, Samuel G	Goodrich, Samuel G. (Samuel Griswold)
Gowen, Herbert H. (Herbert Henry)	Gowen, Herbert H. (Herbert Henry)	Gowen, Herbert H (Herbert Henry)
Goodwin, C. C. (Charles Carroll)	Goodwin, C. C. (Charles Carroll)	Goodwin, C. C
Kinkaid, Mary Holland (McNeish), Mrs	Kinkaid, Mary Holland McNeish	Kinkaid, Mary Holland (McNeish), Mrs
Kirkland, Caroline M. (Caroline Matilda)	Kirkland, Caroline M	Kirkland, Caroline M (Caroline Matilda)	Kirkland, Caroline M. (Caroline Matilda)
Kingsley, Florence (Morse), Mrs	Kingsley, Florence Morse	Kingsley, Florence (Morse)	Kingsley, Florence (Morse), Mrs	Kingsley, Florence Morse, Mrs
Kincaid, C. A. (Charles Augustus)	Kincaid, C. A	Kincaid, C. A. (Charles Augustus)
Kimball, Richard B. (Richard Burleigh)	Kimball, Richard B	Kimball, Richard B. (Richard Burleigh)
Kimball, James Newton	Kimball, James Newton	Kimball, James Newton. [from old catalog]
Kinzie, John H., Mrs	Kinzie, John H, Mrs	Kinzie, John H., Mrs	Kinzie, John H
Fosdick, W. W. (William Whiteman)	Fosdick, W. W. (William Whiteman)	Fosdick, W. W
Fortescue, J. W. (John William), Sir	Fortescue, J. W. (John William), Sir	Fortescue, J. W
Fowler, W. Warde (William Warde)	Fowler, W. Warde (William Warde)	Fowler, W. Warde
Forster, E. M. (Edward Morgan)	Forster, E. M. (Edward Morgan)	Forster, E. M (Edward Morgan)
Foster, R. F. (Robert Frederick)	Foster, R. F	Foster, R. F. (Robert Frederick)
Foote, Mary (Hallock), Mrs	Foote, Mary (Hallock), Mrs	Foote, Mary Hallock
Forester, C. S. (Cecil Scott)	Forester, C. S. (Cecil Scott)	Forester, C. S (Cecil Scott)
Foster, Charles J. (Charles James)	Foster, Charles J	Foster, Charles J. (Charles James)
Fowler, Nathaniel C. (Nathaniel Clark)	Fowler, Nathaniel C. (Nathaniel Clark)	Fowler, Nathaniel C
baroness, Calabrella, E. C. de	baroness, Calabrella, E. C. de	baroness Calabrella, E. C. de
baron de, Lamothe-Langon, Étienne Léon	baron de, Lamothe-Langon, Étienne Léon	baron de, Lamothe-Langon, Étienne Léon	baron de, Lamothe-Langon, Etienne-Léon
baronne, Aimery de Pierrebourg, Marguerite (Thomas-Galline)	baronne, Aimery de Pierrebourg, Marguerite Thomas-Galline	baronne, Aimery de Pierrebourg, Marguerite (Thomas-Galline)
Atkinson, Eleanor (Stockhouse), Mrs	Atkinson, Eleanor (Stackhouse)	Atkinson, Mrs. Eleanor Stackhouse	Atkinson, Eleanor (Stockhouse), Mrs	Atkinson, Eleanor (Stackhouse), Mrs
Atkinson, J. C. (John Christopher)	Atkinson, J. C	Atkinson, J. C. (John Christopher)
Jerome, Jerome K. (Jerome Klapka)	Jerome, Jerome K (Jerome Klapka)	Jerome, Jerome K	Jerome, Jerome K. (Jerome Klapka)
Jefferson, Robert L. (Robert Louis)	Jefferson, Robert L	Jefferson, Robert L. (Robert Louis)
Jensen, Johannes V. (Johannes Vilhelm)	Jensen, Johannes V (Johannes Vilhelm)	Jensen, Johannes V. (Johannes Vilhelm)
Jelliffe, Belinda Dobson, Mrs	Jelliffe, Belinda Dobson	Jelliffe, Belinda Dobson, Mrs
Jenkin, C. (Camilla)	Jenkin, C. (Camilla)	Jenkin, C, Mrs	Jenkin, C
Jennings, John A. (John Andrew)	Jennings, John A. (John Andrew)	Jennings, John A
Jesse, F. Tennyson (Fryniwyd Tennyson)	Jesse, F. Tennyson (Fryniwyd Tennyson)	Jesse, F. Tennyson
Ryan, P. F. William (Patrick Francis William)	Ryan, P. F. William (Patrick Francis William)	Ryan, P. F. William	Ryan, P.F. William
Plympton, A. G. (Almira George)	Plympton, A. G	Plympton, A. G. (Almira George)
Plaatje, Sol. T. (Solomon Tshekisho)	Plaatje, Sol. T. (Solomon Tshekisho)	Plaatje, Sol. T (Solomon Tshekisho)
Gilbreth, Frank B. (Frank Bunker)	Gilbreth, Frank B. (Frank Bunker)	Gilbreth, Frank B (Frank Bunker)
Gilmore, James R. (James Roberts)	Gilmore, James R. (James Roberts)	Gilmore, James R
Gilliam, E. W. (Edward Winslow)	Gilliam, E. W	Gilliam, E. W. (Edward Winslow)
Gibbs, A. Hamilton (Arthur Hamilton)	Gibbs, A. Hamilton (Arthur Hamilton)	Gibbs, A. Hamilton
Gilbert, W. S. (William Schwenck)	Gilbert, W. S. (William Schwenck)	Gilbert, W. S
Gillie, R. C. (Robert Calder)	Gillie, R. C. (Robert Calder)	Gillie, R. C
Gilman, Caroline (Howard)	Gilman, Caroline Howard	Gilman, Caroline (Howard)
Gibson, Charles B. (Charles Bernard)	Gibson, Charles B	Gibson, Charles B. (Charles Bernard)
Gielow, Martha S. (Martha Sawyer)	Gielow, Martha S	Gielow, Martha S. (Martha Sawyer)
Gilder, Jeannette L. (Jeannette Leonard)	Gilder, Jeannette L	Gilder, Jeannette L. (Jeannette Leonard)
Dorsey, George A. (George Amos)	Dorsey, George A (George Amos)	Dorsey, George A. (George Amos)	Dorsey, George A
Douglas, Lloyd C. (Lloyd Cassel)	Douglas, Lloyd C. (Lloyd Cassel)	Douglas, Lloyd C (Lloyd Cassel)
Downing, Margaret B. (Margaret Brent)	Downing, Margaret B. (Margaret Brent)	Downing, Margaret B (Margaret Brent)
Doyle, Arthur Conan, Sir	Doyle, Arthur Conan, Sir	Doyle, Arthur Conan
Doty, Madeleine Z. (Madeleine Zabriskie)	Doty, Madeleine Z. (Madeleine Zabriskie)	Doty, Madeleine Z
Donleavy, J. P. (James Patrick)	Donleavy, J. P. (James Patrick)	Donleavy, J. P (James Patrick)
Dougall, L. (Lily)	Dougall, L. (Lily)	Dougall, L (Lily)
Dorrance, Ethel Arnold Smith, Mrs	Dorrance, Ethel Arnold Smith, Mrs	Dorrance, Ethel Arnold Smith
Douglas, Robert K. (Robert Kennaway), Sir	Douglas, Robert K	Douglas, Robert K. (Robert Kennaway), Sir
Doyle, C. W. (Charles William)	Doyle, C. W	Doyle, C. W. (Charles William)
Donovan, Frances R, Mrs	Donovan, Frances R	Donovan, Frances R, Mrs
Johnstone, C. I. (Christian Isobel)	Johnstone, C. I	Johnstone, C. I. (Christian Isobel)
Johnston, Annie F. (Annie Fellows)	Johnston, Annie F (Annie Fellows)	Johnston, Annie F. (Annie Fellows)	Johnston, Annie F
Johnston, W. J. (William John)	Johnston, W. J	Johnston, W. J. (William John)
Johnston, J. P. (James Perry)	Johnston, J. P. (James Perry)	Johnston, J. P
Jones, J. B. (John Beauchamp)	Jones, J. B. (John Beauchamp)	Jones, J. B
Jones, Henry, Sir	Jones, Henry	Jones, Henry, Sir
Joshi, V. K. (Virendra Kumar)	Joshi, V. K. (Virendra Kumar)	Joshi, V. K (Virendra Kumar)
Jones, T. E. (Theodore Eldon)	Jones, T. E	Jones, T. E. (Theodore Eldon)
Joyce, P. W. (Patrick Weston)	Joyce, P. W	Joyce, P. W. (Patrick Weston)
Johnson, Charles (Charles Richard)	Johnson, Charles (Charles Richard)	Johnson, Charles Richard
Otis, Harrison Gray, Mrs	Otis, Harrison Gray	Otis, Harrison Gray, Mrs
Trowbridge, W. R. H. (William Rutherford Hayes)	Trowbridge, W. R. H. (William Rutherford Hayes)	Trowbridge, W. R. H
Trevelyan, L. R, Mrs	Trevelyan, L. R	Trevelyan, L. R, Mrs
Trevelyan, George Otto, Sir	Trevelyan, George Otto, Sir	Trevelyan, George Otto
Trowbridge, J. T. (John Townsend)	Trowbridge, J. T. (John Townsend)	Trowbridge, J. T
Short, Raymond W. (Raymond Wright)	Short, Raymond W (Raymond Wright)	Short, Raymond W. (Raymond Wright)
Sharber, Kate Trimble, Mrs	Sharber, Kate Trimble, Mrs	Sharber, Kate Trimble
Sheringham, H. T. (Hugh Tempest)	Sheringham, H. T	Sheringham, H. T. (Hugh Tempest)
Shillaber, B. P. (Benjamin Penhallow)	Shillaber, B. P. (Benjamin Penhallow)	Shillaber, B. P
Shiel, M. P. (Matthew Phipps)	Shiel, M. P. (Matthew Phipps)	Shiel, M. P	Shiel, M. P (Matthew Phipps)
Shoemaker, Henry W. (Henry Wharton)	Shoemaker, Henry W (Henry Wharton)	Shoemaker, Henry W. (Henry Wharton)	Shoemaker, Henry W
Sherriff, R. C. (Robert Cedric)	Sherriff, R. C (Robert Cedric)	Sherriff, R. C. (Robert Cedric)
Sheldon, Georgie, Mrs	Sheldon, Georgie, Mrs	Sheldon, Georgie
Shriner, Charles A. (Charles Anthony)	Shriner, Charles A	Shriner, Charles A. (Charles Anthony)
Shepherd, William G. (William Gunn)	Shepherd, William G. (William Gunn)	Shepherd, William G
Sherwood, (Mary Martha), 1775-1851, Mrs	Sherwood, (Mary Martha), Mrs	Sherwood, (Mary Martha), 1775-1851, Mrs	Sherwood, Mary Martha
Shioya, Sakae	Shioya, Sakae. [from old catalog]	Shioya, Sakae
Shorthouse, J. H. (Joseph Henry)	Shorthouse, J. H	Shorthouse, J.H	Shorthouse, J. H. (Joseph Henry)	Shorthouse, J. H (Joseph Henry)
Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich)	Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich)	Shishkov, V. I͡A (Vi͡acheslav I͡Akovlevich)
Shafer, Sara Andrew, Mrs	Shafer, Sara Andrew	Shafer, Sara Andrew, Mrs
Shelton, F. W. (Frederick William)	Shelton, F. W	Shelton, F. W. (Frederick William)
Shute, Henry A. (Henry Augustus)	Shute, Henry A	Shute, Henry A. (Henry Augustus)	Shute, Henry A (Henry Augustus)
Sherwood, M. E. W. (Mary Elizabeth Wilson)	Sherwood, M. E. W	Sherwood, M. E. W. (Mary Elizabeth Wilson)
Shedd, George C. (George Clifford)	Shedd, George C. (George Clifford)	Shedd, George C
Shaw, Edward R (Edward Richard)	Shaw, Edward R (Edward Richard)	Shaw, Edward R
Shoemaker, Charles C. (Charles Chalmers)	Shoemaker, Charles C	Shoemaker, Charles C. (Charles Chalmers)
Shawmeker, Harvey	Shawmeker, Harvey. [from old catalog]	Shawmeker, Harvey
Ravage, M. E. (Marcus Eli)	Ravage, M. E (Marcus Eli)	Ravage, M. E. (Marcus Eli)	Ravage, M. E
Rattray, R. S. (Robert Sutherland)	Rattray, R. S. (Robert Sutherland)	Rattray, R. S (Robert Sutherland)
Rafy, K U, Mrs	Rafy, K U	Rafy, K U, Mrs
Ramsay, Robert L., (Robert Lee)	Ramsay, Robert L	Ramsay, Robert L., (Robert Lee)
Racovița, Elena (von Dönniges)	Racovița, Elena (von Dönniges)	Racovița, Elena (von Dönniges)
Rand, Edward A. (Edward Augustus)	Rand, Edward A. (Edward Augustus)	Rand, Edward A
Rak, Mary Kidder, Mrs	Rak, Mary Kidder, Mrs	Rak, Mary Kidder
Rawnsley, H. D. (Hardwicke Drummond)	Rawnsley, H. D. (Hardwicke Drummond)	Rawnsley, H. D
Ramuz, C. F. (Charles Ferdinand)	Ramuz, C. F. (Charles Ferdinand)	Ramuz, C. F (Charles Ferdinand)
Ramarau, Rama V. M. G.	Ramarau, Rama V M G	Ramarau, Rama V. M. G
Raj Rao, R. (Ramachandrapurapu)	Raj Rao, R. (Ramachandrapurapu)	Raj Rao, R (Ramachandrapurapu)
Lovecraft, H. P. (Howard Phillips)	Lovecraft, H. P (Howard Phillips)	Lovecraft, H. P. (Howard Phillips)
Long, William J. (William Joseph)	Long, William J	Long, William J. (William Joseph)
Lockwood, Frank, Sir	Lockwood, Frank	Lockwood, Frank, Sir
Lodge, James, Mrs	Lodge, James	Lodge, James, Mrs
Lockhart, J. G. (John Gibson)	Lockhart, J. G. (John Gibson)	Lockhart, J. G
Loch, Joice Nankivell	Loch, Joice Nankivell	Loch, Joice NanKivell
Lowenberg, I., Mrs	Lowenberg, I., Mrs	Lowenberg, I, Mrs
Voynich, E. L. (Ethel Lillian)	Voynich, E. L	Voynich, E. L. (Ethel Lillian)
Van Vogt, A. E. (Alfred Elton)	Van Vogt, A. E. (Alfred Elton)	Van Vogt, A. E (Alfred Elton)
Vandercook, John W. (John Womack)	Vandercook, John W (John Womack)	Vandercook, John W. (John Womack)
Van de Water, Virginia Belle (Terhune)	Van de Water, Virginia Belle (Terhune)	Van de Water, Virginia Terhune
Van den Heever, C. M. (Christiaan Maurits)	Van den Heever, C. M. (Christiaan Maurits)	Van den Heever, C. M (Christiaan Maurits)
Vaizey, George de Horne, Mrs	Vaizey, George de Horne, Mrs	Vaizey, George de Horne
Van Dyke, Theodore S. (Theodore Strong)	Van Dyke, Theodore S	Van Dyke, Theodore S. (Theodore Strong)
Van Zile, Edward S. (Edward Sims)	Van Zile, Edward S	Van Zile, Edward S. (Edward Sims)
Crosland, Newton, Mrs	Crosland, Newton	Crosland, Newton, Mrs
Crockett, S. R. (Samuel Rutherford)	Crockett, S. R	Crockett, S. R. (Samuel Rutherford)
Crawford, F. Marion (Francis Marion)	Crawford, F. Marion	Crawford, F. Marion (Francis Marion)
Cruz, Roman A. de la	Cruz, Roman A. de la	Cruz, Roman A de la
Crawford, M. MacDermot (Mary MacDermot)	Crawford, M. MacDermot (Mary MacDermot)	Crawford, M. MacDermot
Craik, Georgiana M. (Georgiana Marion)	Craik, Georgiana M. (Georgiana Marion)	Craik, Georgiana M
Crumpton, H. J. (Hezekiah John)	Crumpton, H. J	Crumpton, H. J. (Hezekiah John)
Croker, B. M. (Bithia Mary)	Croker, B. M. (Bithia Mary)	Croker, B. M
Crandall, Lathan A. (Lathan Augustus)	Crandall, Lathan A. (Lathan Augustus)	Crandall, Lathan A
Crowninshield, Schuyler, Mrs	Crowninshield, Schuyler	Crowninshield, Schuyler, Mrs
Craik, Dinah Maria (Mulock), Mrs	Craik, Dinah Maria Mulock	Craik, Dinah Maria (Mulock), Mrs
Crake, A. D. (Augustine David)	Crake, A. D. (Augustine David)	Crake, A. D
Cronin, A. J. (Archibald Joseph)	Cronin, A. J. (Archibald Joseph)	Cronin, A. J (Archibald Joseph)
Creyke, Walter, Mrs	Creyke, Walter, Mrs	Creyke, Walter
Crawford, Lucy, Mrs	Crawford, Lucy	Crawford, Lucy, Mrs
Tiernan, Frances Christine (Fisher), Mrs	Tiernan, Frances Christine (Fisher)	Tiernan, Frances Christine (Fisher), Mrs
Sullivan, May Kellogg, Mrs	Sullivan, May Kellogg	Sullivan, May Kellogg, Mrs
Sulzberger, C. L. (Cyrus Leo)	Sulzberger, C. L. (Cyrus Leo)	Sulzberger, C. L (Cyrus Leo)
Summers, Florence Elizabeth	Summers, Florence Elizabeth	Summers, Florence Elizabeth. [from old catalog]
Arthur, T. S. (Timothy Shay)	Arthur, T. S	Arthur, T. S (Timothy Shay)	Arthur, T. S. (Timothy Shay)
Art︠s︡ybashev, M. (Mikhail)	Art︠s︡ybashev, M. (Mikhail)	Art︠s︡ybashev, M (Mikhail)
Arnold, Edwin Lester Londen	Arnold, Edwin Lester Londen	Arnold, Edwin Lester Linden
Art͡sybashev, M. (Mikhail)	Art͡sybashev, M. (Mikhail)	Art͡sybashev, M (Mikhail)
Glascock, W. N. (William Nugent)	Glascock, W. N. (William Nugent)	Glascock, W. N
Gleig, G. R. (George Robert)	Gleig, G. R. (George Robert)	Gleig, G. R
G. S. Lee,, Lee, Jennette Barbour (Perry), Mrs	G. S. Lee, Lee, Jennette Barbour Perry, Mrs	G. S. Lee, Lee, Jennette Barbour (Perry), Mrs	G. S. Lee,, Lee, Jennette Barbour (Perry), Mrs
Orton, J. R. (Jason Rockwood)	Orton, J. R	Orton, J. R. (Jason Rockwood)
Young, Laura DeHart	Young, Laura DeHart	Young, Laura Dehart
Yonge, Charlotte M. (Charlotte Mary)	Yonge, Charlotte M. (Charlotte Mary)	Yonge, Charlotte M	Yonge, Charlotte M (Charlotte Mary)
Young, E. H. (Emily Hilda)	Young, E. H (Emily Hilda)	Young, E. H. (Emily Hilda)
Davies, W. H. (William Henry)	Davies, W. H. (William Henry)	Davies, W. H
Davis, M. E. M. (Mollie Evelyn Moore)	Davis, M. E. M. (Mollie Evelyn Moore)	Davis, M. E. M
Davis, J. Frank, (James Francis)	Davis, J. Frank, (James Francis)	Davis, J. Frank (James Francis)
Dasent, George Webbe, Sir	Dasent, George Webbe, Sir	Dasent, George Webbe
Daniels, Mabel W. (Mabel Wheeler)	Daniels, Mabel W	Daniels, Mabel W. (Mabel Wheeler)
