HTid,recordid,OCLC,LOCnum,author,imprint,date,enumcron,materialtype,subjects,genres,title,firstpub,Hackettlist,NumInList,Jgenre,Present
coo.31924013532035,11250423,9166250,<blank>,"Parker, Gilbert,",Leipzig;Heinemann and Balestier;1901.,1901,<blank>,monograph,<blank>,Not fiction;biog?,The right of way,1901,190,4,fic,
mdp.39015063945763,449578,3082974,<blank>,"Parker, Gilbert,",New York;Grosset & Dunlap;c1901,1901,<blank>,monograph,<blank>,Fiction,The right of way;,1901,1901,4,fic,
nyp.33433082266325,114430,270677,<blank>,"Bacheller, Irving,",Boston;Lothrop publishing company;c1900,1900,<blank>,,<blank>,Fiction,Eben Holden;,1900,1901,5,fic,
nc01.ark:/13960/t41r7kk60,114430,270677,<blank>,"Bacheller, Irving,",Boston;Lothrop publishing company;c1900,1900,<blank>,,<blank>,Fiction,Eben Holden;,1900,1901,5,fic,y
mdp.39015059389364,114430,270677,<blank>,"Bacheller, Irving,",Boston;Lothrop publishing company;c1900,1900,<blank>,,<blank>,Fiction,Eben Holden;,1900,1901,5,fic,
mdp.39015059389356,114430,270677,<blank>,"Bacheller, Irving,",Boston;Lothrop publishing company;c1900,1900,<blank>,,<blank>,Fiction,Eben Holden;,1900,1901,5,fic,
nyp.33433074864814,8667319,5805904,<blank>,"Glyn, Elinor,",Leipzig;B. Tauchnitz;1901.,1901,<blank>,monograph,English fiction,Fiction,The visits of Elizabeth,1900,1901,6,fic,y
uc2.ark:/13960/t08w39n2k,7666328,2391684,<blank>,"MacGrath, Harold,",New York;Grosset and Dunlap;c1901.,1901,<blank>,monograph,<blank>,Unknown,The puppet crown,1901,1901,7,fic,y
mdp.39015031297982,2905004,359762,PZ3.H498Li,"Hewlett, Maurice,","New York;The Macmillan Company;London;Macmillan & Co., ltd.;1900.",1900,<blank>,monograph,Fiction;Richard;King of England;1157-1199;I,Fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
uc2.ark:/13960/t5x63jg14,7688947,4118090,<blank>,"Hewlett, Maurice,",London;Macmillan;c1900.,1900,<blank>,monograph,Fiction;Richard;King of England;1157-1199;I,Fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
mdp.39015031235503,589785,11084385,<blank>,"Hewlett, Maurice,","New York;The Macmillan company;London;Macmillan & co., ltd.;1901.",1901,<blank>,monograph,Fiction;Richard;King of England;1157-1199;I,Fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,y
nyp.33433074863071,589785,11084385,<blank>,"Hewlett, Maurice,","New York;The Macmillan company;London;Macmillan & co., ltd.;1901.",1901,<blank>,monograph,Fiction;Richard;King of England;1157-1199;I,Fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
uc1.b3322767,7915395,22458035,<blank>,"Hewlett, Maurice,","New York;Charles Scribner's Sons;1909, c1900.",1909,<blank>,monograph,<blank>,Not fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
uc2.ark:/13960/t7qn66z22,7915395,22458035,<blank>,"Hewlett, Maurice,","New York;Charles Scribner's Sons;1909, c1900.",1909,<blank>,monograph,<blank>,Not fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
uc1.b3322486,7915296,28754674,<blank>,"Hewlett, Maurice,",London;Macmillan;1912 c1900.,1912,<blank>,monograph,Fiction;Richard;King of England;1157-1199;I,Not fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
uc2.ark:/13960/t03x8bs9v,7915296,28754674,<blank>,"Hewlett, Maurice,",London;Macmillan;1912 c1900.,1912,<blank>,monograph,Fiction;Richard;King of England;1157-1199;I,Not fiction,The life and death of Richard Yea-and-Nay,1900,1901,8,fic,
mdp.39015030760691,631194,33600432,PZ3.M139Gr2,"McCutcheon, George Barr,",New York;Grosset & Dunlap;c1901,1901,<blank>,monograph,<blank>,Fiction,Graustark,1901,1901,9,fic,
uc2.ark:/13960/t19k4644f,631194,33600432,PZ3.M139Gr2,"McCutcheon, George Barr,",New York;Grosset & Dunlap;c1901,1901,<blank>,monograph,<blank>,Fiction,Graustark,1901,1901,9,fic,
uc1.b4102521,5806133,289215,PZ3.M139GrPS3525.A187,"McCutcheon, George Barr,","Chicago, Ill.;H.S. Stone and Co.;1901.",1901,<blank>,monograph,<blank>,Fiction,Graustark,1901,1901,9,fic,y
uc2.ark:/13960/t7jq0x33w,5806133,289215,PZ3.M139GrPS3525.A187,"McCutcheon, George Barr,","Chicago, Ill.;H.S. Stone and Co.;1901.",1901,<blank>,monograph,<blank>,Fiction,Graustark,1901,1901,9,fic,
nyp.33433076075575,5806133,289215,PZ3.M139GrPS3525.A187,"McCutcheon, George Barr,","Chicago, Ill.;H.S. Stone and Co.;1901.",1901,<blank>,monograph,<blank>,Fiction,Graustark,1901,1901,9,fic,
uc2.ark:/13960/t7gq6sr2x,5806133,289215,PZ3.M139GrPS3525.A187,"McCutcheon, George Barr,","Chicago, Ill.;H.S. Stone and Co.;1901.",1901,<blank>,monograph,<blank>,Fiction,Graustark,1901,1901,9,fic,
pst.000006097509,9430266,60846627,<blank>,"McCutcheon, George Barr,",Stone;1901.,1901,<blank>,monograph,<blank>,Not fiction,Graustark,1901,1901,9,fic,
uc2.ark:/13960/t2s46h987,7666912,1898311,<blank>,"McCutcheon, George Barr,",New York;C. Scribner's Sons;1916.,1916,<blank>,monograph,<blank>,Unknown,Graustark,1901,1901,9,fic,
nyp.33433082266333,8656871,7445999,<blank>,"Bacheller, Irving,",New York;Harper & Brothers;1904.,1904,<blank>,monograph,History;War of 1812;Fiction;United States,Fiction,D'ri and I,1901,1901,10,fic,
mdp.39015013148062,114429,271000,PZ3.B123D'r,"Bacheller, Irving,",Boston;Lothrop Pub. Co.;c1901,1901,<blank>,monograph,<blank>,Fiction,D'ri and I;,1901,1901,10,fic,
mdp.39015059387673,114429,271000,PZ3.B123D'r,"Bacheller, Irving,",Boston;Lothrop Pub. Co.;c1901,1901,<blank>,monograph,<blank>,Fiction,D'ri and I;,1901,1901,10,fic,
nyp.33433082266341,114429,271000,PZ3.B123D'r,"Bacheller, Irving,",Boston;Lothrop Pub. Co.;c1901,1901,<blank>,monograph,<blank>,Fiction,D'ri and I;,1901,1901,10,fic,
uc2.ark:/13960/t9h41m46t,114429,271000,PZ3.B123D'r,"Bacheller, Irving,",Boston;Lothrop Pub. Co.;c1901,1901,<blank>,monograph,<blank>,Fiction,D'ri and I;,1901,1901,10,fic,y
uva.x030749360,9775987,84546620,PZ3.B123DÂ·r,"Bacheller, Irving,",Boston;Lothrop publishing company;c1901,1901,<blank>,monograph,<blank>,Not fiction,DÂ·ri and I,1901,1901,10,fic,
