HTid,recordid,OCLC,LOCnum,author,imprint,date,enumcron,materialtype,subjects,genres,title,firstpub,Hackettlist,NumInList,Jgenre,Present
nyp.33433074841747,6533491,1465555,<blank>,"Daviess, Maria Thompson,",Indianapolis;Bobbs-Merrill;c1912,1912,<blank>,monograph,<blank>,Not fiction,The melting of Molly,1912,1912,4,fic,
uc2.ark:/13960/t00z7447x,6533491,1465555,<blank>,"Daviess, Maria Thompson,",Indianapolis;Bobbs-Merrill;c1912,1912,<blank>,monograph,<blank>,Not fiction,The melting of Molly,1912,1912,4,fic,y
mdp.39015021275840,242293,291016,PZ3.N524Hoo,"Nicholson, Meredith,",Boston;New York;Houghton Mifflin company;1912.,1912,<blank>,monograph,<blank>,Fiction,A Hoosier chronicle,1912,1912,5,fic,
nyp.33433076023195,242293,291016,PZ3.N524Hoo,"Nicholson, Meredith,",Boston;New York;Houghton Mifflin company;1912.,1912,<blank>,monograph,<blank>,Fiction,A Hoosier chronicle,1912,1912,5,fic,y
uc2.ark:/13960/t0gt5gb6g,242293,291016,PZ3.N524Hoo,"Nicholson, Meredith,",Boston;New York;Houghton Mifflin company;1912.,1912,<blank>,monograph,<blank>,Fiction,A Hoosier chronicle,1912,1912,5,fic,
mdp.39015004283514,1189055,1220257,PZ3.W9324Wi,"Wright, Harold Bell,",Chicago;The Book supply company;1911,1911,<blank>,monograph,<blank>,Not fiction,The winning of Barbara Worth,1911,1912,6,fic,
nyp.33433074797402,1189055,1220257,PZ3.W9324Wi,"Wright, Harold Bell,",Chicago;The Book supply company;1911,1911,<blank>,monograph,<blank>,Not fiction,The winning of Barbara Worth,1911,1912,6,fic,
uc2.ark:/13960/t6tx36f8h,1189055,1220257,PZ3.W9324Wi,"Wright, Harold Bell,",Chicago;The Book supply company;1911,1911,<blank>,monograph,<blank>,Not fiction,The winning of Barbara Worth,1911,1912,6,fic,y
njp.32101021588114,8886593,1319290,<blank>,"Wright, Harold Bell,",New York;A. L. Burt company;1911,1911,<blank>,monograph,<blank>,Not fiction,The winning of Barbara Worth,1911,1912,6,fic,
mdp.39015063943107,783838,18268306,<blank>,"Kester, Vaughan,",New York;Grosset & Dunlap;1912,1912,<blank>,monograph,<blank>,Fiction,The just and the unjust,1912,1912,7,fic,
uc1.b3579112,6678329,284961,PZ3.K489Ju,"Kester, Vaughan,",Indianapolis;The Bobbs-Merrill Company;c1912,1912,<blank>,monograph,<blank>,Fiction,The just and the unjust,1912,1912,7,fic,y
nyp.33433076088826,6678329,284961,PZ3.K489Ju,"Kester, Vaughan,",Indianapolis;The Bobbs-Merrill Company;c1912,1912,<blank>,monograph,<blank>,Fiction,The just and the unjust,1912,1912,7,fic,
uc2.ark:/13960/t56d5zw09,6678329,284961,PZ3.K489Ju,"Kester, Vaughan,",Indianapolis;The Bobbs-Merrill Company;c1912,1912,<blank>,monograph,<blank>,Fiction,The just and the unjust,1912,1912,7,fic,
uc2.ark:/13960/t76t0hf4t,7646553,213517014,PS3503.E1135N48,"Beach, Rex,",New York;Harper;1912.,1912,<blank>,monograph,<blank>,Not fiction,The net,1912,1912,8,fic,
uc2.ark:/13960/t0xp6v81r,7652135,4290008,<blank>,"Beach, Rex,",New York;A. L. Burt;1912.,1912,<blank>,monograph,<blank>,Fiction,The net,1912,1912,8,fic,y
umn.31951002059669y,11408247,5110654,<blank>,"Beach, Rex,",New York;P. E. Collier;c1912,1912,<blank>,monograph,<blank>,Not fiction,The net,1912,1912,8,fic,
mdp.39015012334739,326059,10114747,<blank>,"Sedgwick, Anne Douglas,",New York;Grosset & Dunlap;1911,1911,<blank>,monograph,<blank>,Fiction,Tante,1911,1912,9,fic,
uc1.b4437805,326059,10114747,<blank>,"Sedgwick, Anne Douglas,",New York;Grosset & Dunlap;1911,1911,<blank>,monograph,<blank>,Fiction,Tante,1911,1912,9,fic,
nyp.33433075746465,8667365,12183952,<blank>,"Sedgwick, Anne Douglas,","New York;The Century co.;1912, c1911.",1912,<blank>,monograph,<blank>,Fiction,Tante,1911,1912,9,fic,y
uc2.ark:/13960/t7jq0vb0r,8667365,12183952,<blank>,"Sedgwick, Anne Douglas,","New York;The Century co.;1912, c1911.",1912,<blank>,monograph,<blank>,Fiction,Tante,1911,1912,9,fic,
uc2.ark:/13960/t9t14vb9r,7657326,11482112,PZ3.E474Fr,"Ellis, J. Breckenridge",Indianapolis;The Bobbs-Merrill company;c1912,1912,<blank>,monograph,<blank>,Fiction,Fran,1912,1912,10,fic,y
nyp.33433074851845,7657326,11482112,PZ3.E474Fr,"Ellis, J. Breckenridge",Indianapolis;The Bobbs-Merrill company;c1912,1912,<blank>,monograph,<blank>,Fiction,Fran,1912,1912,10,fic,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
