HTid,recordid,OCLC,LOCnum,author,imprint,date,enumcron,materialtype,subjects,genres,title,firstpub,Hackettlist,NumInList,Jgenre,Present
uc2.ark:/13960/t6542kk8n,6498876,758057,PZ3.R524S,"Rives, Hallie Erminie,",Indianapolis;The Bobbs-Merrill Company;1907,1907,<blank>,monograph,<blank>,Fiction,Satan Sanderson,1907,1907,6,fic,y
uc2.ark:/13960/t55d8p01n,7645992,1161146,PZ3.M139Da,"McCutcheon, George Barr,","New York;Dodd, Mead and Company;1907.",1907,<blank>,monograph,<blank>,Fiction,The daughter of Anderson Crow,1907,1907,7,fic,y
nyp.33433076075609,7645992,1161146,PZ3.M139Da,"McCutcheon, George Barr,","New York;Dodd, Mead and Company;1907.",1907,<blank>,monograph,<blank>,Fiction,The daughter of Anderson Crow,1907,1907,7,fic,
nyp.33433074809470,6501707,9811758,PZ3.C355Youn 2,"Chambers, Robert W.",New York;D. Appleton and Company;1907.,1907,<blank>,monograph,<blank>,Not fiction,The younger set,1907,1907,8,fic,y
umn.31951002045107u,11678572,56929611,PS1284.Y68 1907,"Chambers, Robert W.",New York;D. Appleton;1907.,1907,<blank>,monograph,<blank>,Not fiction,The younger set,1907,1907,8,fic,
uc2.ark:/13960/t0rr1qh7c,11714773,4241346,PZ3.C355Youn 2,"Chambers, Robert W.",New York;D. Appleton and Company;1907.,1907,<blank>,monograph,<blank>,Not fiction,The younger set,1907,1907,8,fic,
pst.000006672539,9441902,83941597,<blank>,"Connor, Ralph,",Revell;c1906].,1906,<blank>,monograph,<blank>,Not fiction,The doctor,1906,1907,9,fic,
mdp.39015059377948,116189,364491,<blank>,"Connor, Ralph,",New York;Chicago [etc.;F. H. Revell company;c1906,1906,<blank>,monograph,<blank>,Fiction,The doctor;,1906,1907,9,fic,y
nyp.33433074864509,116189,364491,<blank>,"Connor, Ralph,",New York;Chicago [etc.;F. H. Revell company;c1906,1906,<blank>,monograph,<blank>,Fiction,The doctor;,1906,1907,9,fic,
uc2.ark:/13960/t15m62b3v,7666326,4327931,<blank>,"MacGrath, Harold,",New York;Grosset & Dunlap;c1906.,1906,<blank>,monograph,<blank>,Fiction,Half a rogue,1906,1907,10,fic,y
wu.89100298850,7666326,4327931,<blank>,"MacGrath, Harold,",New York;Grosset & Dunlap;c1906.,1906,<blank>,monograph,<blank>,Fiction,Half a rogue,1906,1907,10,fic,
