docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
nyp.33433074837471	Beatty, John	Beatty, John	1828-1914.	1883	1883	s	1883	    	Philadelphia;J.B. Lippincott & Co.;1883.	1883		Fiction				12999798.0	ohu	8657971	1	2	2			The Belle o'Becket's lane. | An American novel / | $c: by John Beatty		True	The Belle o'Becket's lane. An American novel
mdp.39015063170917	Black, William	Black, William	1841-1898.	1883	1883	s	1883	    	London;Macmillan and Co.;1883.	1883		Fiction|NotFiction				13290115.0	enk	5224927	2	8	7	v.1	1.0	Shandon bells; | a novel.		True	Shandon bells; a novel
uc2.ark+=13960=t5q815650	Hawthorne, Nathaniel	Hawthorne, Nathaniel	1804-1864.	1883	1864	s	1883	    	Cambridge;Printed at the Riverside Press;1883.	1883						20652726.0	enk	7661922	1	1	1	v.04	4.0	The complete works of Nathaniel Hawthorne		True	The complete works of Nathaniel Hawthorne
uiuo.ark+=13960=t8ff3q63g	Turner, O. E	Turner, O. E		1883	1883	s	1883	    	Chicago;O.E. Hammond;1883.	1883			Illinois|Stiles, Charles|Chicago|b. 1862|Case studies|1850-1882|Stiles, Madeline|Trials (Murder)|Murders			13694035.0	ilu	8723588	1	1	1			Sturla-Stiles tragedy		True	Sturla-Stiles tragedy
uiuo.ark+=13960=t58d0ck8t	Hatton, Joseph	Hatton, Joseph	1841-1907.	1883	1883	s	1883	    	London;Chapman & Hall, Limited, 11, Henrietta St., Covent Garden;1883.	1883						22688241.0	enk	8721662	2	4	4	v.1	1.0	A modern Ulysses		True	A modern Ulysses
uiuo.ark+=13960=t3611j83v	Carter, Mary Elizabeth	Carter, Mary Elizabeth		1883	1883	s	1883	    	London;R. Bentley;1883.	1883			823J945			22479946.0	enk	8720796	1	3	3	v.2	2.0	Juliet		True	Juliet
uc2.ark+=13960=t12n5208t	Pansy	Pansy	1841-1930.	1883	1883	 	1883	    	Boston;Lothrop Pub. Co.;c1883.	1883						2936969.0	mau	7682327	1	1	1			Ester Ried yet speaking		True	Ester Ried yet speaking
wu.89098877244	Austin, Jane G. (Jane Goodwin)	Austin, Jane G. (Jane Goodwin)	1831-1894.	1883	1883	s	1883	    	Boston;J.R. Osgood;1883.	1883		NotFiction	Description and travel	Nantucket (Mass.)	F72.N2A9	2726237.0	mau	5789542	3	5	5			Nantucket scraps: | being the experiences of an off-islander, in season and out of season, among a passing people, | $c: by Jane G. Austin.		True	Nantucket scraps: being the experiences of an off-islander, in season and out of season, among a passing people
uc2.ark+=13960=t7zk58f5q	Douglas, Amanda Minnie	Douglas, Amanda Minnie	1831-1916.	1883	1883	s	1883	    	Boston;Lee and Shepard;New York;C. T. Dillingham;1883.	1883					PZ3.D746Wh	5246076.0	mau	6501560	2	3	2			Whom Kathie married		True	Whom Kathie married
njp.32101067706976	Black, William	Black, William	1841-1898.	1883	1883	s	1883	    	N.Y.;Lovell Co.;1883	1883	v. 1. Daughter of Heth: White wings.--v. 2. In silk attire: Macleod of Dave.--v. 3. Kilmeny: Sabina Zembra.--v. 4. Monarch of Mincing Lane: Green pastures and Piccadilly.--v. 5. Wise women of Invernness: Strange adventures of a house boat.--v. 6. Yolande: The four Macnicols and other tales: Marriage of Moira Fergus.--v. 7. Sunrise: In far Lochaber.--v. 8. The beautiful wretch: Princess of Thule.--v. 9. Shandon bells: White heather.--v. 10. Madcap violet : Three feathers.--v. 11. Strange adventu	NotFiction				43367110.0	nyu	8964869	1	1	1	vol.4	4.0	[Works]	Monarch of Mincing Lane: Green pastures and Piccadilly	True	Monarch of Mincing Lane: Green pastures and Piccadilly
uiuo.ark+=13960=t9f47xn9c	Banks, G. Linnaeus	Banks, G. Linnaeus (George Linnaeus), Mrs	1821-1897.	1884	1884	s	1884	    	London;F.V. White;1884.	1884						20608153.0	enk	8723646	1	3	3	v.1	1.0	Sybilla and other stories		True	Sybilla and other stories
nc01.ark+=13960=t2p565t87	Gerrish, Theodore	Gerrish, Theodore		1884	1884	s	1884	    	Bangor, Me.;O.F. Knowles & Co.;1884.	1884			United States|Civil War, 1861-1865|Fiction|History			16313761.0	meu	10940290	1	1	1			Will Newton, the young volunteer		True	Will Newton, the young volunteer
uc2.ark+=13960=t6542jv7b	Finley, Martha	Finley, Martha	1828-1909.	1884	1884	s	1884	    	New York;Dodd, Mead;c1884.	1884						8404199.0	nyu	7658779	1	1	1			Mildred at home		True	Mildred at home
uiuo.ark+=13960=t4sj2464k	Tabor, Eliza	Tabor, Eliza		1884	1884	s	1884	    	London;Hurst and Blackett;1884.	1884						38681243.0	enk	8720851	1	3	3	v.3	3.0	Lady Lowater's companion		True	Lady Lowater's companion
mdp.39015030744984	Hearn, Lafcadio	Hearn, Lafcadio	1850-1904.	1884	1884	s	1884	    	Boston;New York;Houghton, Mifflin and company;c1884	1884		Bibliographies|Fiction				561461.0	mau	436141	1	3	3			Stray leaves from strange literature; | stories reconstructed from the Anvari-Soheïli, Baitál, Pachísí, Mahabharata, Pantchatantra-Gulistan, Talmud, Kalewala, etc. | $c: By Lafcadio Hearn.		True	Stray leaves from strange literature; stories reconstructed from the Anvari-Soheïli, Baitál, Pachísí, Mahabharata, Pantchatantra-Gulistan, Talmud, Kalewala, etc
nyp.33433084129984	Barr, Amelia Edith Huddleston	Barr, Amelia Edith Huddleston	1831-1919.	1884	1884	s	1884	    	New York;Dodd, Mead;c1884.	1884		Fiction				20986952.0	nyu	8659003	1	3	3			The Hallam succession, | $c: by Amelia E. Barr.		True	The Hallam succession
loc.ark+=13960=t2z329j73	France, Lewis B	France, Lewis B	1833-1907.	1884	1884	s	1884	    	Denver;Chain, Hardy & co.;1884.	1884		NotFiction	Colorado|Fishing		SH441.F81	1979334.0	cou	9575165	1	2	2			With rod and line in Colorado waters		True	With rod and line in Colorado waters
mdp.39015033665715				1884	1884	s	1884	    	London [etc.;Williams and Norgate;1884.	1884		NotFiction	Agnosticism		BL2775.A45 (Houdini Coll.)	40695966.0	enk	1401531	1	1	1			An agnostic's progress from the known to the unknown.		True	An agnostic's progress from the known to the unknown
uiuo.ark+=13960=t7mp5kr2z	Mills, John	Mills, John	-approximately 1885.	1884	1884	s	1884	    	London;Hurst and Blackett;1884.	1884						4725693.0	enk	8722046	1	3	3	v.2	2.0	On the spur of the moment		True	On the spur of the moment
uiuo.ark+=13960=t08w42t7q	Venn, Susannah C	Venn, Susannah C		1884	1884	s	1884	    	London;R. Bentley;1884.	1884						13383512.0	enk	8719171	1	3	3	v.2	2.0	The Dailys of Sodden Fen		True	The Dailys of Sodden Fen
uc2.ark+=13960=t7mp50w55	Ohnet, Georges	Ohnet, Georges	1848-1918.	1884	1884	s	1884	    	London;Vizetelly & Co.;1884.	1884						33397310.0	enk	6544767	2	2	2			The ironmaster		True	The ironmaster
mdp.39015063542172	Collins, Wilkie	Collins, Wilkie	1824-1889.	1884	1884	s	1884	    	London;Chatto & Windus;1884.	1884		Fiction|NotFiction	823C69I			11825184.0	enk	122805	2	3	3	v.3	3.0	I say no.		True	I say no
uiuo.ark+=13960=t2p567h62	Whelpton, Edwin	Whelpton, Edwin		1884	1884	s	1884	    	London;Smith, Elder;1884.	1884						48816690.0	enk	8721502	1	3	3	v.3	3.0	Meadow sweet; or, The wooing of Iphis;		True	Meadow sweet; or, The wooing of Iphis;
njp.32101065835371	Mrs., Sadlier, J	Sadlier, J, Mrs	1820-1903.	1885	1885	s	1885	    	New York, Montreal;D.&J. Sadlier;1885.	1885		Fiction				8540519.0	nyu	9246422	1	1	1			The old house by the Boyne ; or, Recollections of an Irish borough / | $c: by Mrs. J. Sadlier.		True	The old house by the Boyne ; or, Recollections of an Irish borough
inu.30000121043115				1885	1885	m	1885	1888	Denver, Col.;Burton Club;1885-1888	1885-1888		NotFiction				8163245.0	cou	6945476	1	1	1	v.13	13.0	Plain and literal translation of the Arabian nights entertainments; | now entituled the book of the Thousand nights and a night ... | $c: by Richard F. Burton.		True	Plain and literal translation of the Arabian nights entertainments; now entituled the book of the Thousand nights and a night
uc1.b3322034	Hollis, Margery	Hollis, Margery		1885	1885	s	1885	    	London;R. Bentley and Son;1885.	1885		Fiction			PZ3.A632	22038041.0	enk	7915119	1	3	3	v. 3	3.0	Anthony Fairfax : | a novel.		True	Anthony Fairfax : a novel
uc1.b3579101	Keenan, Henry F. (Henry Francis)	Keenan, Henry F. (Henry Francis)	b. 1850.	1885	1885	s	1885	    	New York;Cassell & company, limited;1885.	1885		Fiction			PZ3.K25T	5260762.0	nyu	6678321	1	1	1			Trajan: | the history of a sentimental young man, with some episodes in the comedy of many lives' errors.  A novel. | $c: By Henry F. Keenan.		True	Trajan: the history of a sentimental young man, with some episodes in the comedy of many lives' errors.  A novel
wu.89098013311	Brownell, Henrietta M. K	Brownell, Henrietta M. K		1885	1885	s	1885	    	New York;The Catholic Publication Society Co.;1885.	1885		Fiction	Fiction	Bristol (R.I. : Town)	PZ3.B823	7062666.0	nyu	5946266	1	1	1			God's way: man's way; | a story of Bristol / | $c: by Henrietta M. K. Brownell.		True	God's way: man's way; a story of Bristol
mdp.39015063963816	Quincy, Edmund	Quincy, Edmund	1808-1877.	1885	1877	s	1885	    	Boston;J. R. Osgood and company;1885.	1885		NotFiction			PZ3.Q435W 4	1214680.0	mau	781598	2	2	2			Wensley, | and other stories, | $c: by Edmund Quincy; ed. by his son, Edmund Quincy.		True	Wensley, and other stories
wu.89098878499	Champney, Elizabeth W. (Elizabeth Williams)	Champney, Elizabeth W. (Elizabeth Williams)	1850-1922.	1885	1885	s	1885	    	Boston;Estes and Lauriat, Publishers;1885.	1885		Peru|NotFiction|Travel literature|South America	Description and travel	South America|Peru|Amazon River		2130264.0	xx 	5789623	2	2	2			"Three Vassar girls in South America : | a holiday trip of three college girls through the southern continent, up the Amazon, down the Madeira, across the Andes, and up the Pacific coast to Panama / | $c: by Lizzie W. Champney ; illustrated by ""Champ"" and others."		True	Three Vassar girls in South America : a holiday trip of three college girls through the southern continent, up the Amazon, down the Madeira, across the Andes, and up the Pacific coast to Panama
mdp.49015000940776	Sanborn, Kate	Sanborn, Kate	1839-1917.	1885	1885	s	1885	    	New York;London;Funk & Wagnalls;1885.	1885		NotFiction	Women|Wit and humor			2286077.0	nyu	4476721	1	3	3			The wit of women / | $c: by Kate Sanborn.		True	The wit of women
uiuo.ark+=13960=t8tb1rt9g	Price, Eleanor C	Price, Eleanor C		1885	1885	s	1885	    	London;Chatto & Windus;1885.	1885						21225761.0	enk	8719970	1	3	3	v.3	3.0	Gerald		True	Gerald
uiuo.ark+=13960=t40s0339r	Cleland, Robert	Cleland, Robert		1885	1885	s	1885	    	London;F. V. White;1885.	1885						5430526.0	enk	8722923	1	3	3	v.2	2.0	A rich man's relatives		True	A rich man's relatives
uc1.b3048114	Du Boisgobey, Fortune	Du Boisgobey, Fortune	1821-1891.	1885	1885	q	1880	1889	London;Vizetelly;188-]-	"<estimate=""[188-]-"">"	v. 1, pt. 1. The old age of Lecoq, the detective, and an omnibus mystery -- v. 2. In the Serpents' coils -- v. 3, pt. 1. The day of reckoning -- v. 4. The severed hand -- v. 5. Bertha's secret -- v. 6. Who died last?   -- v. 8. The Matapan affair -- v. 9. A fight for a fortune -- v. 10, pt. 1. The golden pig -- v. 11. Prehy Babiole -- v. 12. The thumb stroke -- v. 13, pt. 1-2. The coral pin -- v. 14. The jailer's pretty wife -- v. 15. The angel of the chimes -- v. 16, pt. 1. His great revenge -	Fiction				18953936.0	enk	7328911	1	1	1	v. 3	3.0	Sensational novels.	The day of reckoning	True	The day of reckoning
njp.32101074864156	Smith, Boston W	Smith, Boston W	d. 1908.	1885	1885	s	1885	    	Philadelphia;American Baptist publication society;c1885	1885	Spring zephyrs.--Summer winds.--Autumn gales.--Wintry blasts.	Fiction			PZ3.S6436S	7288227.0	pau	9024523	1	1	1			"Spicy breezes from Minnesota prairies. | $c: By Boston W. Smith, (""Uncle Boston."")"		True	Spicy breezes from Minnesota prairies
njp.32101067630218	Boyle, Frederick	Boyle, Frederick	b. 1841.	1885	1885	s	1885	    	London;Richard Bentley and Son;1885.	1885		Fiction				13266482.0	enk	8961245	1	6	6	v.3	3.0	A good hater / | $c: by Frederick Boyle.		True	A good hater
uc2.ark+=13960=t7vm49d1s	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1886	1886	 	1886	    	London;J. and R. Maxwell;1886	1886						364129924.0	   	7695258	1	1	1			Under the red flag, and other tales		True	Under the red flag, and other tales
uc2.ark+=13960=t75t3k50z	Eliot, George	Eliot, George	1819-1880.	1886	1880	s	1886	    	Boston;Estes and Lauriat;1886.	1886						8061861.0	mau	7687642	1	1	1	v.01	1.0	The works of George Eliot		True	The works of George Eliot
nyp.33433034411045	Mrs., Wood, Henry	Wood, Ellen	1814-1887.	1886	1886	s	1886	    	London;R. Bentley & Son;1886.	1886	Eleventh edition.	Fiction	English fiction			38466667.0	enk	8609596	1	1	1			A life's secret. | A novel. | $c: By Mrs. Henry Wood ...		True	A life's secret. A novel
uc1.b3325717	Mrs. Oliphant, (Margaret)	Oliphant, Mrs. (Margaret)	1828-1897.	1886	1886	s	1886	    	London;W. Blackwood;1886.	1886		NotFiction				3578604.0	stk	6131808	2	4	4	v. 1	1.0	A House divided against itself / | $c: by Mrs. Oliphant. | $n: 1		True	A House divided against itself
uiuo.ark+=13960=t86h55c3c	Author of Rare pale Margaret	Author of Rare pale Margaret		1886	1886	s	1886	    	London;S. Low, Marston, Searle & Rivington;1886.	1886			823P772			22774743.0	enk	8722391	1	3	3	v.1	1.0	Pomegranate seed		True	Pomegranate seed
uc2.ark+=13960=t6445pw6s	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1886	1886	s	1886	    	London;John and Robert Maxwell;1886?	1886			Mistaken identity|Inheritance and succession|Fiction|London (England)|18th century|History|Orphans			5573207.0	enk	7686145	1	3	3	v.2	2.0	Mohawks		True	Mohawks
uc1.$b387308	Gaboriau, Emile	Gaboriau, Emile	1832-1873.	1886	1873	s	1886	    	London;Vizetelly & Co.;1886.	1886		NotFiction				18935502.0	enk	9262234	2	4	2			The count's millions.		True	The count's millions
uc2.ark+=13960=t4th8d47p	Longfellow, Henry Wadsworth	Longfellow, Henry Wadsworth	1807-1882.	1886	1882	m	1886	1891	New York;Houghton Mifflin;c1886-91.	1886-1891						4534113.0	nyu	7666014	1	1	1	v.08	8.0	The works of Henry Wadsworth Longfellow		True	The works of Henry Wadsworth Longfellow
uc2.ark+=13960=t5n874t8r				1886	1886	m	1886	1888	S.l.;Printed by the Burton Club for private subscribers only;1886?-1888?	1886						33821928.0	cou	7685345	1	1	1	v.001	1.0	Supplemental nights to the Book of the thousand nights and a night		True	Supplemental nights to the Book of the thousand nights and a night
uiuo.ark+=13960=t9g44zz14	Grey, Oliver	Grey, Oliver		1886	1886	s	1886	    	London;Remington;1886.	1886			823B8133V			22203927.0	enk	8724116	1	3	3	v.2	2.0	A virgin widow		True	A virgin widow
uc1.32106007688648	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1886	1863	s	1886	    	New York;G. Routledge;1886.	1886	The people's edition.|With 325 illustrations by the author, DuMaurier, Cruikshank, Leech, Millais, Barnard and others.	NotFiction				254823136.0	   	7127402	1	1	1	v.8	8.0	Complete works.		True	Complete works
uc2.ark+=13960=t24b2zs6k	Bishop, Putnam P	Bishop, Putnam P		1886	1886	 	1886	    	New York;G.P. Putnam's Sons;1886.	1886						1701017.0	nyu	7653390	3	3	3			The psychologist		True	The psychologist
uc1.32106011701288	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1886	1863	s	1886	    	New York;G. Routledge;1886.	1886	The people's edition.|With 325 illustrations by the author, DuMaurier, Cruikshank, Leech, Millais, Barnard and others.	NotFiction				254823136.0	   	7127402	1	1	1	v.5	5.0	Complete works.		True	Complete works
uiuo.ark+=13960=t0jt08879	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1887	1887	s	1887	    	London;Spencer Blackett;1887?	1887					PR4989.M4L54	6617109.0	enk	8721197	1	4	4	v.2	2.0	Like and unlike		True	Like and unlike
uc1.b3561869	Eggleston, Edward	Eggleston, Edward	1837-1902.	1887	1887	c	1887	    	New York;Century Co.;c1887, c1901.	1887		Fiction|Biography|NotFiction	Fiction|Lincoln, Abraham|1809-1865				   	10118695	1	4	2			The Graysons; | a story of Abraham Lincoln. | $c: With illus. by Allegra Eggleston.		True	The Graysons; a story of Abraham Lincoln
uiuo.ark+=13960=t9p27d018	Salter, Peter King	Salter, Peter King		1887	1887	s	1887	    	London;R. Bentley;1887.	1887						13310208.0	enk	8724260	1	3	3	v.1	1.0	Whitepatch		True	Whitepatch
njp.32101068174737	Jameson, Margaret	Jameson, Margaret		1887	1887	s	1887	    	London;Tinsley Brothers;1887.	1887		Fiction				22269957.0	enk	8968914	1	3	3	vol.1	1.0	Training : | a tale of North-country life / | $c: by Margaret Jameson.		True	Training : a tale of North-country life
wu.89098014749	Champney, Elizabeth W. (Elizabeth Williams)	Champney, Elizabeth W. (Elizabeth Williams)	1850-1922.	1887	1887	s	1887	    	Boston;Estes and Lauriat;c1887.	1887		Juvenile audience|Fiction	Indians of North America|Juvenile fiction|1600-1750|Wars|To 1763 (New France)|Juvenile fiction|Colonial period, ca. 1600-1775|History	Canada|New England		2773888.0	mau	5946512	1	1	1			"Great-grandmother's girls in New France : | The history of little Eunice Williams / | $c: by Lizzie W. Champney ; fully illustrated by ""Champ"" and others."		True	Great-grandmother's girls in New France : The history of little Eunice Williams
uva.x000529713	Hugo, Victor	Hugo, Victor	1802-1885.	1887	1885	m	1887	1894	Boston;Little, Brown;1887-94	1887-1894		Fiction				10748645.0	mau	9792973	1	3	3	V.4	4.0	Romances.		True	Romances
uiuo.ark+=13960=t6n01hh52	Westbury, Hugh	Westbury, Hugh		1887	1887	s	1887	    	London;New York;Macmillan;1887.	1887						41488092.0	enk	8719865	1	3	3	v.2	2.0	Frederick Hazzleden		True	Frederick Hazzleden
uc1.b3327086	Robinson, Rowland Evans	Robinson, Rowland Evans	1833-1900.	1887	1887	s	1887	    	New York;Forest and stream publishing co.;1887.	1887		Fiction|NotFiction				8036754.0	nyu	7923025	1	2	2			Uncle Lisha's shop. | Life in a corner of Yankeeland. | $c: By Rowland E. Robinson.		True	Uncle Lisha's shop. Life in a corner of Yankeeland
njp.32101067644748	Fogerty, J	Fogerty, J		1887	1887	s	1887	    	London;Hurst;1887.	1887						13244554.0	enk	8961906	1	2	2	v.1	1.0	Caterina / | $c: by the author of 'Lauterdale'		True	Caterina
njp.32101067630317	Boyeson, Hjalmar Hjorth	Boyeson, Hjalmar Hjorth	1848-1895.	1887	1887	s	1887	    	New York;Scribner's;1887.	1887	5th ed.	Fiction				7448386.0	nyu	8961249	1	1	1			Gunnar : | a tale of Norse life / | $c: by Hjalmar Hjorth Boyeson.		True	Gunnar : a tale of Norse life
uc2.ark+=13960=t2n58dq5s	Mulholland, Clara	Mulholland, Clara		1887	1887	s	1887	    	Boston;T.B. Noonan;1887.	1887						18219743.0	mau	7668404	1	1	1			Percy's revenge		True	Percy's revenge
nyp.33433074902408	Molloy, J. Fitzgerald (Joseph Fitzgerald)	Molloy, J. Fitzgerald (Joseph Fitzgerald)	1858-1908.	1887	1887	s	1887	    	London;Ward & Downey;1887.	1887		Fiction	Irish fiction			37278598.0	enk	8691130	1	3	3	v. 3	3.0	A modern magician. | A romance. | $c: By J. Fitzgerald Molloy ...		True	A modern magician. A romance
uc1.b4105203	Hardy, Thomas	Hardy, Thomas	1840-1928.	1887	1887	s	1887	    	London;New York;Macmillan and co.;1887.	1887		NotFiction|Novel|Pastoral fiction|Love stories|Fiction|Bibliographies|Psychological fiction	19th century|Social life and customs|Fiction|Fiction|Forests and forestry|Social classes|Social life and customs|Arranged marriage|Triangles (Interpersonal relations)	Dorset (England)	PR4750.W7 1887a	2386036.0	enk	6156216	2	24	7	v.3	3.0	The woodlanders, | $c: by Thomas Hardy.		True	The woodlanders
nc01.ark+=13960=t02z1vc0q	Norton, Frances Marie	Norton, Frances Marie		1888	1888	s	1888	    	Chicago.;Frances Mari?? Norton, Publisher;1888.	1888					PS2479.N25S73 1888	8671112.0	ilu	8889498	2	2	2			The Stalwarts, or, Who were to blame?		True	The Stalwarts, or, Who were to blame?
uc2.ark+=13960=t06w98k3d	Baumbach, Rudolf	Baumbach, Rudolf	1840-1905.	1888	1888	 	1888	    	New York;T. Y. Crowell;c1888	1888						2969990.0	nyu	7646545	1	1	1			Summer legends		True	Summer legends
loc.ark+=13960=t31266p0b	Hunter, George	Hunter, George	b. 1835.	1888	1887	r	1888	1887	Battle Creek, Mich.;Review and Herald;1888.	1888		NotFiction	Washington (State)|Pacific Coast Indians, Wars with, 1847-1865|Northwest, Pacific|Social life and customs|Politics and government|Wars, 1877|Nez Percé Indians|Nez Perc???? Indians		F852.H945	4934776.0	miu	9602848	1	2	2			Reminiscences of an old timer		True	Reminiscences of an old timer
uc2.ark+=13960=t4gm8939w	Tourg??e, Albion Winegar	Tourgée, Albion Winegar		1888	1888	s	1888	    	New York;Fords, Howard, & Hulbert;1888.	1888		Fiction			PZ3.T64Bl	4671145.0	nyu	1187404	2	3	3			Black ice		True	Black ice
mdp.39015033419766	Ohnet, Georges	Ohnet, Georges	1848-1918.	1888	1888	s	1888	    	Chicago;New York;Rand, McNally & company;1888.	1888		Fiction|UnknownGenre	French fiction			67894157.0	ilu	1799486	1	2	2			The ironmaster; | or, Love and pride, | $c: by Georges Ohnet.		True	The ironmaster; or, Love and pride
njp.32101047683477	Lansing, Jenny H. Stickney	Lansing, Jenny H. Stickney	1840-	1888	1888	m	1888	1892	Boston;Ginn & Co.;1888-92.	1888-1892			Readers and speakers|1870-1950		PE117.L364	4782458.0	mau	10249174	1	2	2	3rd	3.0	A first[-fifth] reader / | $c: Stickney.		True	A first[-fifth] reader
uiuo.ark+=13960=t2891v87m	Thomson, Joseph	Thomson, Joseph	1858-1895.	1888	1888	s	1888	    	London;Sampson Low, Marston, Searle, & Rivington;1888.	1888						12025530.0	enk	6131515	1	1	1	v.2	2.0	Ulu		True	Ulu
wu.89062856570	Barnes Emily R. (Emily Ripley)	Barnes Emily R. (Emily Ripley)	1800-	1888	1888	s	1888	    	Boston;G. H. Ellis;1888.	1888		History|ContainsBiogMaterial|NotFiction	fast/NIC/NAC|fast|(OCoLC)fst01222428|Walpole|History|1712-1777)|Bellows family (Benjamin Bellows	Walpole (N.H.)|New Hampshire	CS71.B461888	4116688.0	mau	5712866	1	1	1			Narratives, traditions and personal reminiiscences connected with the early history of the Bellows family, | and of the village of Walpole, N.H. | $c: By Mrs. Emily R. Barnes ...		True	Narratives, traditions and personal reminiiscences connected with the early history of the Bellows family, and of the village of Walpole, N.H
uc1.b3327330	Saltus, Edgar	Saltus, Edgar	1855-1921.	1888	1888	s	1888	    	Chicago;New York;San Francisco;Belford, Clarke & company;c1888	1888		Fiction			PZ3.S18Ed	1188286.0	ilu	325841	2	2	2			Eden, | an episode, | $c: by Edgar Saltus ...		True	Eden, an episode
dul1.ark+=13960=t3zs3df24	De Mille, James	De Mille, James	1833-1880.	1888	1880	s	1888	    	New York;Harper & Brothers;1888.	1888		Fiction|Science fiction	Utopias|Science fiction, Canadian|Sea stories|19th century		PS1534.D35S8	4355055.0	nyu	7509390	1	3	2			A strange manuscript found in a copper cylinder		True	A strange manuscript found in a copper cylinder
uiuo.ark+=13960=t1gj04449	Schl?_tel, A. E	Schl?_tel, A. E		1888	1888	s	1888	    	London;Griffith, Farran, Okeden & Welsh;1888.	1888						22350533.0	enk	8724269	1	3	3	v.1	1.0	Who is Vera?		True	Who is Vera?
nyp.33433006216364	Reeder, A. P	Reeder, A. P		1888	1888	s	1888	    	San Francisco;Carson;1888.	1888		Fiction					cau	8612034	1	2	2			Around the golden deep : | a romance of the Sierras | $c: by A.P. Reeder		True	Around the golden deep : a romance of the Sierras
nyp.33433076049216	Piatt, Don	Piatt, Don	1819-1891.	1888	1888	s	1888	    	Chicago;Belford, Clarke & Co.;1888.	1888		Fiction				4197723.0	ilu	5974507	3	3	3			The lone grave of the Shenandoah, and other tales / | $c: by Donn Piatt.		True	The lone grave of the Shenandoah, and other tales
uiuo.ark+=13960=t04x5jz3v	Beale, Anne	Beale, Anne		1889	1889	s	1889	    	London;Hurst and Blackett;1889.	1889						21013298.0	enk	8722892	1	3	3	v.3	3.0	Restitution		True	Restitution
uc2.ark+=13960=t2g739p3c	Fiske, Mary H	Fiske, Mary H		1889	1889	s	1889	    	New York;The New York dramatic mirror;1889.	1889					PS1674.F4G5	565357.0	xx 	6502229	3	3	3			The Giddy Gusher papers		True	The Giddy Gusher papers
nyp.33433075727960	Fothergill, Caroline	Fothergill, Caroline		1889	1889	s	1889	    	New York;Harper;1889.	1889		NotFiction				18860337.0	nyu	8665065	1	1	1			Diana Wentworth, | a novel.		True	Diana Wentworth, a novel
loc.ark+=13960=t6j10qn99	Laufer, Bernhardt. [from old catalog]	Laufer, Bernhardt. [from old catalog]		1889	1889	s	1889	    	Buffalo, N.Y.;s.n.;1889.	1889					PS635.Z9L373		nyu	9601895	1	1	1			The white indian		True	The white indian
uc2.ark+=13960=t3nv9cb9x	Dabney, Virginius	Dabney, Virginius	1835-1894.	1889	1889	 	1889	    	Philadelphia;J. B. Lippincott company;1889.	1889						625416.0	   	7647102	2	2	2			Gold that did not glitter		True	Gold that did not glitter
uc1.b4102976	Optic, Oliver	Optic, Oliver	1822-1897.	1889	1889	s	1889	    	Boston;Lee and Shepard;1889	1889		Fiction				11581702.0	mau	6155298	2	4	4			Within the enemy's lines, | $c: by Oliver Optic [pseud.]		True	Within the enemy's lines
uiuo.ark+=13960=t70v8tn4r	Curtis, Ella J	Curtis, Ella J		1889	1889	s	1889	    	London;Hurst and Blackett, Limited, 13, Great Marlborough Street;1889;(Bolton)	1889						47896838.0	enk	8719919	1	3	3	v.2	2.0	A game of chance		True	A game of chance
uc2.ark+=13960=t5w669r43	Snider, Denton Jaques	Snider, Denton Jaques	1841-1925.	1889	1889	 	1889	    	St. Louis;Sigma;c1889	1889						6574499.0	mou	7649602	2	2	2			The Freeburgers		True	The Freeburgers
mdp.39015066186332	Harte, Bret	Harte, Bret	1836-1902.	1889	1889	m	1889	1907	New York;P.F. Collier & sons;c1889-c1907	1889-1907		NotFiction				7843785.0	nyu	633341	1	1	1	v.19	19.0	The works of Bret Harte.		True	The works of Bret Harte
mdp.39015005354504	Cable, George Washington	Cable, George Washington	1844-1925.	1889	1889	s	1889	    	New York;C. Scribner's sons;1889.	1889		Fiction|NotFiction	Civil War, 1861-1865|Fiction|Fiction|History|History	United States|Louisiana	PZ3.C11St	944136.0	nyu	622596	3	4	3			Strange true stories of Louisiana, | $c: by George W. Cable.		True	Strange true stories of Louisiana
loc.ark+=13960=t47p9gx27	Dolaro, Selina	Dolaro, Selina	1849-1889.	1889	1889	s	1889	    	Philadelphia;J. B. Lippincott company;c1889	1889					PS1545.D29B4 1889		pau	9578863	1	1	1			Bella-Demonia		True	Bella-Demonia
uc2.ark+=13960=t5bc3xz0x				1889	1889	 	1889	1891	Edinburgh;W. Blackwood;1889-91	1889-1891			Short stories, English		PZ1.B568Tal3	5162233.0	stk	7684441	1	1	1	v.04	4.0	"Tales from ""Blackwood."""		True	"Tales from ""Blackwood."""
uc2.ark+=13960=t2b854867	Gunnison, Charles A	Gunnison, Charles A		1889	1889	s	1889	    	San Francisco;Commercial Publishing Company;c1889	1889						14526232.0	cau	9261861	1	1	1			Though given in vain		True	Though given in vain
