docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
mdp.39015019476004	Kolyer, John						1986		1986	1	1		Newport Beach, Calif.|San	Fiction			Recreations of a corpse
uc1.b4439388	Garrett, George P					1929-2008	1983		1983	2	2		Garden City, N.Y.|Doubled	Fiction	Great Britain|Elizabeth|1		The succession : a novel of Elizabeth and James
mdp.39015060804708	Palma, Rubén					1954-	2004		2004	1	1		Willimantic, CT|Curbstone	Fiction			The trail we leave : short stories
mdp.39015063536331	French, Allen					1870-1946.	1902		1902	2	2		New York;Doubleday, Page 	Fiction	Siege, 1775-1776|Fiction|		The colonials; being a narrative of events chiefly connected with the siege and evacuation of the town of Boston in New England
nc01.ark+=13960=t2x35sr01	Baker, Cornelia					1855-	1906		1906	3	3		Indianapolis;The Bobbs-Me				The court jester
uiuo.ark+=13960=t80k2wc85	Kett, Henry					1761-1825.	1809		1809	2	2	v.1	London;Rivington;1809.				Emily
nnc1.1002231824							1813		1813	1	1		Salford;Printed by Cowdro	NotFiction			The authentic and interesting history of Miss Moreton, and the faithful cottager
uc2.ark+=13960=t2891f63t	Kingsley, Florence (Morse), Mrs					1859-1937.	1907		1907	1	1		New York and London;Harpe				The princess and the ploughman
mdp.39015016868351	Saurat, Denis					1890-1958.	1946		1946	1	1		London|Westhouse|1946.	NotFiction	Dreams|Reincarnation		Death and the dreamer / $f: with drawings by Edward Bawden
uc2.ark+=13960=t4fn1393k	Peacocke, Isabel Maud						1915		1915	1	1		Chicago;Rand McNally & Co				My friend Phil
mdp.39015059660863	Menon, E. P						1967		1967	1	1		Bangalore|International S	NotFiction	Voyages around the world|		Foot-prints on friendly roads;
nyp.33433082524152	Barbour, Ralph Henry					1870-1944.	1916		1916	1	1		New York;Grosset & Dunlap	Juvenile audience|NotFict	Children's stories, Ameri		Left guard Gilbert
uc1.b3822888	Yuscarán, Guillermo						1990		1990	1	1		"Tegucigalpa, F.M.|""Nuevo "	Fiction			Points of light : Honduran short stories
uc1.32106008451731	Kaminsky, Stuart M						1988		1988	1	1		New York|Scribner's|c1988	Fiction	Russia (Federation)|Mosco		A cold red sunrise : an Inspector Porfiry Rostnikov mystery
pst.000005340675	Archibald, Edith Jessie (Archibald)					1854-	1930		1930	1	1		Londn|Cassell|1930].	NotFiction			The token : a tale of Cape Breton Island in the days before Canada became a nation
uiuo.ark+=13960=t6sx6t75n	Loudon						1830		1830	4	4	v.1	London;Saunders & Otley;1				First love
uiuo.ark+=13960=t12n5mx4m	Kelly, Isabella						1813		1813	4	4	v.1	London;J. Souter, sold by				Jane de Dunstanville, or, Characters as they are
nyp.33433082529359	Adams, C. (Charlotte)						1861		1861	1	1		New York;D. Appleton & Co	Juvenile audience|Fiction	Children's stories, Engli		Edgar Clifton, or, Right and wrong. A story of school life
mdp.39015003676734	Frame, Janet						1964		1964	1	1		New York|G. Braziller|196	Fiction			Scented gardens for the blind, a novel
hvd.32044108417551	Cumberland, George					1754-1848.	1829		1829	1	1		London;S. Prowett;1829.	NotFiction			Outlines from the antients, exhibiting their principles of composition in figures and bassorilievos [sic], taken chiefly from inedited monuments of Greek and Roman sculpture
uc1.$b605179	Simonov, Konstantin Mikhaĭlovich					1915-1979.	1940		1940	2	2		London|New York|Hutchinso	Fiction	Fiction|Stalingrad, Battl		Days and nights, a novel
nyp.33433082371778	Orr, Lucinda (Lee)						1871		1871	1	1		Baltimore;J. Murphy and c	NotFiction	Manners and customs|fast|		Journal of a young lady of Virginia. 1782
uc1.b4107900	Holcroft, Thomas					1745-1809.	1805		1805	4	3	v.3	London;Longman, Hurst, Re	Fiction			Memoirs of Bryan Perdue; a novel
uc1.32106015584854	Smith, Sarah					1947-	1996		1996	1	1		New York|Ballantine Books	Fiction	France|Murder|Fiction|Fic		The knowledge of water
uc1.b3435563	Anthony, Evelyn						1970		1970	1	1		New York|Coward-McCann|19	Fiction			The assassin
wu.89099752115	Henham, Ernest G. (Ernest George)					b. 1870.	1909		1909	2	2		London;A. Rivers, ltd.;19	Fiction			Granite
uc1.$b164461	Frank, Leonhard					1882-1961.	1932		1932	1	1		Mayfair|Grayson & Grayson	NotFiction			The singers : a novel
uc1.b4091440							1935		1935	1	1		New York|Farrar & Rinehar	NotFiction			The President's mystery story
uc1.b4084772	Seager, Allan					1906-1968.	1964		1964	2	2		New York|McGraw-Hill|1964	Fiction			A frieze of girls : memoirs as fiction
uc1.b4713439	Collins, Wilkie					1824-1889.	1900		1889	1	1	v. 28	New York|P. F. Collier|19	Fiction			The works of Wilkie Collins
uiuo.ark+=13960=t54f2d76n	Reid, Mayne					1818-1883.	1861		1861	3	3	v.1	London;Richard Bentley;18				The wild huntress
uiuo.ark+=13960=t3hx1x46t	Oliphant						1866		1866	2	2	v.2	Edinburgh;W. Blackwood;18		823OL3M1866		Miss Marjoribanks
uc1.32106009578474	Bernhard, Thomas						1991		1991	1	1		New York|Knopf|1991.	Fiction	Fiction|Pianists|Gould, G		The loser
uc1.b287479	Opie, Amelia Alderson					1769-1853.	1812		1812	3	3	v. 3	London;Longman, Hurst, Re				Temper
hvd.hxjg13	abate, Furbo, Francesco					b. 1711.	1820		1820	1	1		London;Printed for Sir Ri	Fiction			Andrew of Padua, the improvisatore : a tale from the Italian of the Abbate Furbo ; and The vindictive father from the Spanish of Leandra of Valladerras
uc1.$b244956	Stern, G. B. (Gladys Bronwyn)					1890-1973.	1927		1927	1	1		London|Chapman and Hall|1	Fiction			Jack a' Manory
uiuo.ark+=13960=t9571t58n	Grattan, Thomas Colley					1792-1864.	1823		1823	1	1	v.1-2	London;G. and W.B. Whitta				High-ways and by-ways;
njp.32101066457704	Harris, Samuel Smith					1841-1888.	1868		1868	1	1		New York;Blelock & Co.;18	Fiction			Sheltern: A novel
pst.000027670989	Colver, Anne					1908-1991.	1965		1965	1	1		New York|Holt, Rinehart a	NotFiction	1818-1882|Lincoln, Mary T		Mr. Lincoln's wife
uc2.ark+=13960=t4pk08k78							1853		1853	1	1		Boston;Jenks, Hickling an				Mapleton, or, More work for the Maine law
mdp.39015013763522	Druon, Maurice					1918-2009.	1959		1959	1	1		London|Hart-Davis|1959.	Short stories			The curtain falls : a modern trilogy
mdp.39015066894745	Pina, Gabrielle						2006		2006	1	1		New York|One World/Ballan	Psychological fiction|Fic	Fiction|Multiple personal		Chasing Sophea : a novel
uiuo.ark+=13960=t0gt62d3b	Hardy, Iza Duffus						1877		1877	3	3	v.2	London;Hurst;1877.				Glencairn
nyp.33433071373652	Mme., Du Hausset					approximately 1720-	1827		1827	1	1		New York;Elam Bliss;1827.	Biography|NotFiction	marquise de|Pompadour, Je		The private memoirs of Madame Du Hausset, lady's maid to Madame de Pompadour
hvd.32044058243072	Countess of, Blessington, Marguerite					1789-1849.	1834		1834	2	2	v.1	London;R. Bently;1834.	Fiction	History|Fiction|1800-1848		Grace Cassidy; or, The repealers. A novel
uc2.ark+=13960=t4zg6j18m	Tompkins, Juliet Wilbor					1871-1956.	1913		1913	2	2		Garden City, N.Y.;Doubled				Ever after
nyp.33433082547013	Optic, Oliver					1822-1897.	1864		1864	1	1		Boston;Lee and Shepard ..	Juvenile audience|Fiction			Dolly and I : a story for little folks
uva.x030758866	Ludlow, James M. (James Meeker)					1841-1932.	1905		1905	2	2		New York, Chicago, etc.;F	Fiction	Later, 13th, 14th, and 15		Sir Raoul [by] James M. Ludlow; a tale of the theft of an empire
njp.32101007065988	Brunton, Mary					1778-1818.	1814		1814	5	4	vol.2	Edinburgh;Printed by G. R	Fiction|NotFiction	Brunton, Mary|1778-1818		Discipline; a novel
uc1.$b250	Hutchinson, Alfred					1924-1972.	1960		1960	3	3		New York|John Day Co.|196	NotFiction	Indigenous peoples|Africa		Road to Ghana
inu.30000105822773	Qian, Gang					1953-	1989		1989	1	1		Beijing|Foreign Languages	NotFiction	Earthquakes|Tangshan (Heb		The great China earthquake
njp.32101064382763	Thomas, W. Moy (William Moy)					1828-1910.	1859		1859	2	2	vol.1	London;S. Low, Son;1859.	Fiction			When the snow falls / by W. Moy Thomas
uc1.b3739863							1983		1981	1	1		Cape Town|Oxford Universi	Fiction	Short stories, South Afri		Between the thunder and the sun : an anthology of short stories
mdp.39015062654598							1922		1922	1	1		Chicago [Ill.;A. Flanagan	Fiction	Silhouettes|In art|Crusoe		Robinson Crusoe silhouettes : the complete story of Robinson Crusoe in silhouettes
hvd.32044086801974							1831		1831	1	1	1	New York;Harper;1831.	NotFiction			Introductory / by the editor -- Bertrand de la Croix / by G. P. R. James -- Haddad-Ben-Ahab / by John Galt -- The gypsy of the Abruzzo, by Tyrone Power -- Eisenbach / by Andrew Picken -- The fatal whisper / by John Galt -- The sleepless woman / by William Jerdan -- Dramatic scenes / by Lord Francis Leveson Gower
uc1.32106008957109	Smeaton, William Henry Oliphant					1856-1914.	1899		1899	1	1		London;Blackie & Son, Ltd	Fiction			A mystery of the Pacific
pst.000005343812	Herbert, Alice						1928		1928	1	1		New York|D. Appleton and 	NotFiction			A pen and ink passion
uiuo.ark+=13960=t5q81xt36	Robertson, Anne J						1869		1869	3	3	v.2	London;T. Cautley Newby;1		823R5453S		Society in a garrison town
uiuo.ark+=13960=t0xp7gv54							1810		1810	1	1	v.2	London;Printed for the au				The adulteress ; or, anecdotes of two noble families
uc2.ark+=13960=t3nv9cb9x	Dabney, Virginius					1835-1894.	1889		1889	2	2		Philadelphia;J. B. Lippin				Gold that did not glitter
uiuo.ark+=13960=t49p3f891	Grant, Alexander Charles						1881		1881	2	2	v.1	Edinburg;William Blackwoo		823G766B		Bush-life in Queensland
mdp.39015012866847							1985		1985	1	1		Knoxville|University of T	Bibliographies|Fiction	Translations from Polish|		Russian and Polish women's fiction
mdp.39015030850492	Bray, Jenny						1969		1969	1	1		Lawas, Sarawak, Malaysia|	Fiction	Kayan (Bornean people)|Fi		Longhouse of fear
uc1.b3331910							1858		1858	1	1		New York;Dick & Fitzgeral	Juvenile audience|Fiction			The book of one thousand tales and amusing adventures : a work for youth
uc2.ark+=13960=t1vd6qf4p	Clark, Charles Heber					1841-1915.	1879		1879	1	1		Philadelphia;P. Garrett;1				Out of the hurly-burly
uc1.32106008857663	Waldrop, Keith						1989		1989	1	1		Barrytown, NY|Station Hil	Fiction			Hegel's family : serious variations
nyp.33433075756100	Sealsfield, Charles					1793-1864.	1852		1852	2	2		Edinburgh and;London;W. B	NotFiction	Southwest, Old|Frontier a		Scenes and adventures in central America
nyp.33433076078595							1833		1833	1	1		Boston;1833.	NotFiction	English literature		The Olio:
uc1.b4105552	Trollope, Anthony					1815-1882.	1867		1867	4	3		London;Chapman & Hall;186	Yellowbacks|Fiction|NotFi			Tales of all countries
mdp.39015037698258	Mantel, Hilary					1952-	1995		1995	1	1		London|Viking|New York|Pe	Fiction			An experiment in love
mdp.39015073446323							1933		1933	2	2		New York|C. Scribner's|19	NotFiction	Short stories, American		Life in the United States; a collection of narratives of contemporary life from first-hand experience or observation
uiuo.ark+=13960=t8w95tz11	Walker, George					1772-1847.	1803		1803	3	3	v.2	London;Printed for G. Wal		823W15D		Don Raphael
uc1.32106017921492	Elgar, Sedan						1998		1998	1	1		Seattle|Brob House Books|	Fiction	Fantasy fiction, American		Larkinstreet's luck : tales of the American faerie : a novel in ten chapters with epilogue and three interlocutory tales
mdp.39015016450259	Brunner, John					1934-1995.	1969		1969	2	2		New York|Ace Pub. Corp.|c	Fiction			Times without number
mdp.39015047616456	Shute, Nevil					1899-1960.	1944		1944	3	3		New York|W. Morrow and Co	Fiction	Fiction|World War, 1939-1		Pastoral
mdp.39076002869084	Michaelian, William						2000		2000	1	1		Russell, N.Y.|MuscleHead 	Fiction			Among the living : and other stories
hvd.hw28p0	Irving, Washington					1783-1859.	1880		1859	1	1	v.7	New York|G. P. Putnam's s	NotFiction			Irving's works
uc2.ark+=13960=t4nk3899g	Balzac, Honoré de						1898		1898	1	1		Philadelphia;George Barri				Z. Marcas ; The other side of contemporaneous history
uc2.ark+=13960=t1rf5n23g	Outhwaite, Robert Leonard					1869-	1901		1901	2	2		New York;Cassell;c1901.				The wisdom of Esau
mdp.39015063961679	Stevenson, Robert Louis					1850-1894.	1900		1894	1	1		New York|Cosmopolitan Mag	Fiction	Description and travel		Kidnapped ... Travels with a donkey in the Cevennes
uc1.$b243771	Isvaran, Manjeri S						1947		1947	1	1		Madras|Shakti Karyalayam|	Fiction			Fancy tales
mdp.39015011404749	Farjeon, Joseph Jefferson					1883-	1926		1926	1	1		New York|L. MacVeagh, The	Fiction			No. 17; [a novel, based upon the play]
pst.000007302602	Busson, Paul					1873-1924.	1927		1924	1	1		London|W. Heinemann, ltd.	NotFiction			The man who was born again : a romance
uva.x030808693	Brittan, Harriette G					1823-1897.	1873		1873	1	1		New York;T. Whittaker;c18	NotFiction	Zenana missions		Shoshie, the Hindoo Zenana teacher
coo.31924002382871	Jones, Lewis					1897-1939.	1939		1939	1	1		London|Lawrence & Wishart	NotFiction	Coal miners|Wales|Coal mi		We live; the story of a Welsh mining valley
uiuo.ark+=13960=t71v65g7n	Reeve, Clara					1729-1807.	1811		1807	4	4	v.3	London;Printed by J. Dean				Fatherless Fanny; or, The memoirs of a little mendicant and her benefactors
mdp.39076006766518	Waugh, Evelyn					1903-1966.	1958		1958	1	1		London|Chapman & Hall|195	Fiction			The loved one : an Anglo-American tragedy
nnc1.cu56443846	Moore, George Washington					b. 1828.	1870		1870	1	1		London;C.H. Clarke;1870	NotFiction	Minstrel shows		Bones: his anecdotes and goaks
nyp.33433076078231	Whitelaw, Alexander						1835		1835	4	4	v. 1	Glasgow;Blackie & Son [et	NotFiction	Literature|Collections		The republic of letters, a selection, in poetry and prose, from the works of the most eminent writers, with many original pieces
mdp.39015000631708	Waugh, Evelyn					1903-1966.	1957		1957	2	2		London|Chapman & Hall|195	UnknownGenre|NotFiction			The ordeal of Gilbert Pinfold; a conversation piece
uc2.ark+=13960=t6n011r00	Lee, Albert					1852-1935.	1918		1918	1	1		New York;F.H. Revell;c191				At his country's call
uc1.b4463192	Kuhns, William						1973		1973	1	1		New York|W. Morrow|1973.	Fiction			The reunion; a novel
osu.32435058055286	Russell, Philip					1951-	1998		1998	2	2		Kansas City, MO|BkMk Pres	Fiction			Body and blood : a novel of linked stories
uiuo.ark+=13960=t02z1mj6z	Grant, Maria M						1874		1874	3	3	v.1	London;Chapman and Hall;1		823G7674L		Lescar, the universalist
mdp.39015067153810	James, Henry					1843-1916.	1908		1908	1	1	v.5	London;Macmillan and co.,	UnknownGenre			The novels and tales of Henry James
njp.32101063971665	D'Annunzio, Gabriele					1863-1938.	1901		1901	8	8		New York;R. H. Russell;19	UnknownGenre|NotFiction			Gioconda
njp.32101067630903	Brougham and Vaux, Henry Brougham					1778-1868.	1819		1819	4	4	v.3	London;Ogle, Duncan, and 	Fiction			Forman. A tale
mdp.39015049639100	Sharma, Yojana						1999		1999	1	1		London|Doubleday|1999.	Fiction	India|Fiction|Property|Ca		The buffalo thief
njp.32101065712935	Jones, Hannah Maria					d. 1854.	1824		1824	1	1		London;J. Jacques & W. Wr	NotFiction			The forged note; or, Julian and Marianne. A moral tale, founded on recent facts
uc1.b4365455	Sommer, Scott						1982		1982	2	2		New York|Random House|c19	Fiction			Last resort : a novel
njp.32101067178937	Trollope, Anthony					1815-1882.	1860		1860	1	1		New York;Harper;1860.	Fiction			Castle Richmond : a novel
njp.32101007891326	Taylor, Jane					1783-1824.	1815		1815	1	1		London;Printed for Taylor	Juvenile audience|Fiction	Pride and vanity|Juvenile		Display : a tale
uc1.32106014494055	Tetu, Randeane, 1949-						1991		1991	1	1		Watsonville, Calif.|Papie	Fiction	Fiction|Imprints		Merle's & Marilyn's mink ranch and other fiction
uc1.$b56602	Gelfan, Lewis David						1950		1950	1	1		Boston|Little, Brown|1950	NotFiction			The embroidered city
uiuo.ark+=13960=t8tb1rt9g	Price, Eleanor C						1885		1885	3	3	v.3	London;Chatto & Windus;18				Gerald
njp.32101067626703	Jr., Alger, Horatio					1832-1899.	1909		1899	1	1		New York;New York Book Co	Fiction			Joe's luck, or, always wide awake
uiuo.ark+=13960=t71v63h97	Pardoe						1839		1839	3	3	v.3	London;H. Colburn;1839.				The romance of the harem
uc2.ark+=13960=t1gh9cw5m	Phillips, Waldorf Henry					d. 1915.	1874		1874	2	2		Philadelphia;Claxton, Rem				The world to blame
mdp.39015068802589	Faqir, Fadia					1956-	2007		2007	1	1		London|Doubleday|2007.	Novel	Honor killings|England|Fi		My name is Salma
uc1.$b87216	Dark, Eleanor					1901-	1941		1941	2	2		New York|The Macmillan Co	Fiction|NotFiction	Fiction|Phillip, Arthur|F		The timeless land
nyp.33433069252397	Green, Nelson Winch						1859		1859	1	1		New York;H. Dayton;Indian	NotFiction	Mormon Church|Smith, Mary		Fifteen years among the Mormons: being the narrative of Mrs. Mary Ettie V. Smith, late of Great Salt Lake City: a sister of one of the Mormon high priests
nyp.33433076074990	Williams, Anna Vernon Dorsey						1890		1890	1	1		New York;J.W. Lovell Comp	Fiction			Betty; a last century love story
uiuo.ark+=13960=t2b85hw0z	Ashe, Thomas					1770-1835.	1811		1811	7	7	v.2	London;Printed and publis	Fiction	Queen, consort of George 		"The spirit of ""The book;"" or, Memoirs of Caroline Princess of Hasburgh"
inu.30000100497357	Pope, Dudley						2002		1986	1	1		Ithaca, N.Y.|McBooks Pres	Sea stories|War stories|F	Trafalgar, Battle of, 180		Ramage at Trafalgar
nnc1.1002249626	Warman, Cy					1855-1914.	1897		1897	2	2		New York;C. Scribner's so	Fiction	American fiction		The express messenger, and other tales of the rail
uc1.b3546952	Butler, Samuel					1835-1902.	1923		1902	1	1	v. 13	London|J. Cape|New York|E	NotFiction			The Shrewsbury edition of the works of Samuel Butler
uc1.$b783908	Lysaght, Sidney Royse					d. 1941.	1925		1925	1	1		New York|The Macmillan co	NotFiction			My tower in Desmond
nyp.33433074815105	Brown, Bob					1886-1959.	1913		1913	1	1		New York;E.J. Clode;c1913	Fiction			What happened to Mary : a novelization from the play and the stories appearing in the Ladies' world
mdp.39015045679860	Rawet, Samuel						1998		1998	1	1		Albuquerque|University of	Fiction	Rawet, Samuel|Translation		The prophet & other stories
mdp.39015024894282	Dhaḷa, Rameśa Candra						1989		1989	1	1		Calcutta, India|Writers W	Fiction			Two kilos of rice & other stories
uiuo.ark+=13960=t9f47xn9c	Banks, G. Linnaeus (George Linnaeus), Mrs					1821-1897.	1884		1884	3	3	v.1	London;F.V. White;1884.				Sybilla and other stories
mdp.39015029232769	Cleary, Jon					1917-2010.	1992		1991	2	2		London|HarperCollins|1992	Fiction|Detective and mys	Fiction|Malone, Scobie (F		Dark summer
mdp.39015016446083	Childs, Marquis W. (Marquis William)					1903-1990.	1967		1967	2	2		New York|Harper & Row|196	Fiction			Taint of innocence
mdp.39015063992641	Misses. Cuthbertson						1822		1822	4	4	v.2	London;Printed for Baldwi	Fiction			Romance of the Pyrenees
uc2.ark+=13960=t2794284g	Nicholas, Anna						1913		1913	2	2		Indianapolis;The Bobbs-Me				The making of Thomas Barton
uc2.ark+=13960=t3hx16445	Stephens, Robert Neilson					1867-1906.	1899		1899	3	3		Boston;L.C. Page and Comp		Great Britain|Fiction|His		A gentleman player;
nyp.33433082173323	Arthur, T. S. (Timothy Shay)					1809-1885.	1851		1851	4	4		Philadelphia;Lippincott, 	Fiction|NotFiction	American fiction		Words for the wise
njp.32101067707255	Blackmore, R. D. (Richard Dooddridge)					1825-1900.	1875		1875	1	1	vol.1-2	Leipzig;Bernhard Tauchnit	NotFiction			Alice Lorraine : a tale of the South Downs
uc2.ark+=13960=t9t14xh4d	Castle, Agnes					d. 1922.	1905		1905	2	2		New York;F. A. Stokes com				The heart of Lady Anne
inu.30000020693762	Howitt, William					1792-1879.	1848		1848	3	3	v.2	London;H. Colburn;1848.	NotFiction	England|Country life		The hall and the hamlet, or, Scenes and characters of country life
hvd.hw28p3	Irving, Washington					1783-1859.	1880		1859	1	1	v.17	New York|G. P. Putnam's s	NotFiction			Irving's works
mdp.39015063522307	King, Rufus					1893-	1945		1945	1	1		Garden City, New York|Pub	Fiction			The deadly dove
nyp.33433074902408	Molloy, J. Fitzgerald (Joseph Fitzgerald)					1858-1908.	1887		1887	3	3	v. 3	London;Ward & Downey;1887	Fiction	Irish fiction		A modern magician. A romance
uc1.32106008763432	Edgeworth, Maria					1767-1849.	1832		1832	1	1	v.15	London;Baldwin and Cradoc	NotFiction			Tales and novels
mdp.39015031693701	Williams-Ellis, Clough, Sir					1883-	1946		1946	2	2		London|The Architectural 	Bibliographies|NotFiction	Architecture		The adventure of building : being something about architecture and planning for intelligent young citizens and their backward elders
mdp.39015066897003	Reynolds, Alastair					1966-	2006		2006	1	1		London|Gollancz|2006.	Fiction	Technology and civilizati		Galactic North
njp.32101068163946							1802		1802	1	1		Cork;Connor;1802.	Fiction			The monk of the grotto; or, Eugenio and Virginia; a tale
njp.32101074760438	Chambers, Robert W. (Robert William)					1865-1933.	1902		1902	1	1		New York;and London;Harpe	Juvenile audience|Fiction	Arts and Crafts		Outdoorland, a story for children
uc2.ark+=13960=t7wm18884	Bourdillon, Francis William						1921		1921	1	1		London;A. Moring;1921.				Gerard & Isabel
wu.89006966048	Spencer, Thomas E. (Thomas Edward)					1845-1910.	1906		1906	1	1		Sydney;N.S.W. Bookstall C	Fiction			The surprising adventures of Mrs. Bridget McSweeney
yale.39002005021796							1823		1823	2	2		London;J. Murray;1823.	NotFiction	Revolution, 1789-1799|His		Royal memoirs on the French revolution: Containing, I. A narrative of the journey of Louis XVI. and his family to Varennes, by Madame Royale, duchess of Angoulême. II. A narrative of a journey to Bruxelles and Coblentz in 1791, by Monsieur, now Louis XVIII. III. Private memoirs of what passed in the Temple, from the imprisonment of the royal family to the death of the Dauphin, by Madame Royale, duchess of Angoulême
