docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
nyp.33433087358515	Hunt, Leigh			u		1784-1859.	1807	1760	1807	1.0	1.0	v. 3	London;J. Hunt and C. Reynell;1807.			Johnson. Marmontel	shortfiction	reprint
nyp.33433074919949		Burney, Frances		f	uk	1752-1840	1820	1778	1820	1.0	1.0	v. 39, part 2 (Evelina)	London;s.n.;1820.		English literature	The British novelists; with an essay, and prefaces, biographical and critical	longfiction	reprint
nyp.33433075736870	Gessner, Salomon			m		1730-1788.	1805	1788	1788	1.0	1.0	v. 2	London;Published by James Cundee;1805.			The works of Solomon Gessner; translated from the German. With notes, critical and explanatory, to which is prefixed, a copious memoir of the life of the author	shortfiction	contemporary
mdp.39015009231708	Day, Thomas			m	uk	1748-1789.	1803	1789	1789	11.0	4.0		London;Printed for B. Crosby and co. [etc.;1803.	Juvenile audience	Juvenile literature|1748-1789|Friendship|Prejudices|Children's stories, English|Conduct of life|Day, Thomas	The history of Sandford and Merton	juvenile	contemporary
pst.000005595853	Coombe, William	Combe, William		m	uk	1742-1823	1817	1790	1817	1.0	1.0	v.3-4	London;Printed for T. Mason and A. K. Newman;1817.			The devil upon two sticks in England : Being a continuation of Le diable boiteux of Le Sage, byy the author of Dr. Syntax's tour in search of the picturesque	longfiction	reprint
pst.000006661854	Coombe, William	Combe, William		m	uk	1742-1823	1817	1790	1817	1.0	1.0	v.5-6	London;Printed for T. Mason and A. K. Newman;1817.			The devil upon two sticks in England : Being a continuation of Le diable boiteux of Le Sage, byy the author of Dr. Syntax's tour in search of the picturesque	longfiction	reprint
nyp.33433075736722	Roscoe, Thomas			m	uk	1791-1871.	1826	1790	1826	2.0	2.0	v. 2	London;H. Colburn;1826.		English fiction|German fiction|Folk literature, German|Translations from German|Translations into English|Legends, German	K. F. Gottschalck;	shortfiction	reprint
nyp.33433066604392	M. Berquin, (Arnaud)	Berquin, Arnaud		m	fr	1747-1791.	1805	1791	1791	3.0	2.0		Philadelphia;Printed and sold by John Bioren;1805?	Juvenile audience	Children's stories, French|Juvenile fiction|Conduct of life	[The looking-glass for the mind, or The juvenile friend	juvenile	contemporary
mdp.39015078569491	Williams, William	Pantycelyn, William Williams	Williams, William	m	uk	1717-1791.	1815	1791	1791	3.0	3.0	v.1	London;J. Murray;1815.		Eagles, John|ed|1783-1855	The journal of Llewellin Penrose, a seaman	longfiction	contemporary
nyp.33433074927561				u			1820	1794	1820	1.0	1.0	v. 46 (Udolpho, Radcliffe)	London;s.n.;1820.		English literature	The British novelists; with an essay, and prefaces, biographical and critical	longfiction	reprint
mdp.39015016424114	Godwin, William			m	uk	1756-1836.	1816	1794	1816	3.0	3.0	v.1	London;Printed for W. Simpkin and R. Marshal;1816.		English fiction	Things as they are, or, The adventures of Caleb Williams	longfiction	contemporary
nyp.33433074927611				f	uk		1820	1794	1820	2.0	2.0	v. 47, part 3 (Mysteries of Udolpho)	London;s.n.;1820.		English literature	Mysteries of Udolpho	longfiction	reprint
mdp.39015004847714	Carlyle, Thomas	Goethe, Johann Wolfgang von		m		1795-1881.	1871	1795	1871	1.0	1.0	v.33	London;Chapman & Hall;1871-1874.			Wilhelm Meister	longfiction	reprint
uva.x030377639	Goethe, Johann Wolfgang von			m	de	1749-1832.	1840	1795	1832	31.3333333333	8.5	v.1	Philadelphia;Lea and Blanchard;1840.	Bibliographies	German	Wilhelm Meister's apprenticeship and travels	longfiction	reprint
nyp.33433074864178	Hays, Mary			m	uk	1759 or 60-1843.	1802	1796	1802	1.0	1.0		New York;Printed for Hugh M. Griffith;1802.			Memoirs of Emma Courtney	longfiction	contemporary
pst.000006711108	Roche, Regina Maria			f	ir	1764-1845.	1810	1796	1810	13.333333333299999	8.3333333333	v.4	London;Newman;1810.			The children of the abbey : a tale	longfiction	contemporary
dul1.ark+=13960=t6c25nm87	Selden, Catharine			f			1806	1797	1806	1.0	1.0		New York;Printed by J. Swaine;1806.			The English nun, or, The sorrows of Edward and Louisa	longfiction	contemporary
uc2.ark+=13960=t6xw4894k	Foster, Hannah (Webster)			f	us	1758-1840	1866	1797	1866	2.0	2.0		Philadelphia;T. B. Peterson & brothers;1866		Whitman, Elizabeth|1752-1788	The coquette, or, The life and letters of Eliza Wharton	longfiction	reprint
hvd.hwkd6m	Le Maistre, John Gustavus	Lemaistre, John Gustavus		m	uk	d. 1840.	1801	1799	1801	1.0	1.0		Cork;Connor;1801.			Frederic Latimer; or, The history of a young man of fashion	longfiction	contemporary
nyp.33433074968219	Disraeli, Isaac	D’Israeli, Isaac		m	uk	1766-1848.	1799	1799	1803	1.0	1.0		New York;Printed and published by D. Longworth;1803.		English fiction	Romances	poetry	contemporary
njp.32101067630754	Brown, Charles Brockden			m	us	1771-1810.	1827	1799	1810	4.0	2.0		Boston;Published by S. G. Goodrich;1827.	Novel		Edgar Huntly : or memoirs of a sleep walker	longfiction	reprint
hvd.hxjg13	abate, Furbo, Francesco			m	it	b. 1711.	1820	1799	1820	1.0	1.0		London;Printed for Sir Richard Phillips and Co. ...;1820.			Andrew of Padua, the improvisatore : a tale from the Italian of the Abbate Furbo ; and The vindictive father from the Spanish of Leandra of Valladerras	longfiction	contemporary
uva.x000099740	Hamilton, Elizabeth			f	uk	1756?-1816.	1800	1800	1800	5.3333333333	4.3333333333	v.2	Bath;Printed by R. Cruttwell for G.G. and J. Robinson, London;1800.			Memoirs of modern philosophers	longfiction	contemporary
nyp.33433074910278	Moore, John			m	uk	1729-1802.	1800	1800	1800	3.0	3.0	v. 2	London;Printed for G. G. and J. Robinson;1800.			Mordaunt. Sketches of life, characters, and manners, in various countries; including the Memoirs of a French lady of quality	longfiction	contemporary
uiuo.ark+=13960=t3cz3x62n	Edgeworth, Maria			f	uk	1767-1849.	1804	1800	1804	9.0	3.0	v.3	London;Printed for J. Johnson, St. Paul's Church-yard, by C. Mercier and Co.;1804.		Juvenile literature|X823ED3PO|Children's stories, English|Conduct of life	Popular tales	juvenile	contemporary
njp.32101037604772	Du Bois, Edward			m	uk	1774-1850.	1800	1800	1800	1.0	1.0		London;Printed for J. Wright;1800.		Godwin, William|1756-1836|St. Leon: a tale of the sixteenth century	St. Godwin: a tale of the sixteenth, seventeenth, and eighteenth century	longfiction	contemporary
nyp.33433074911581	Smith, Charlotte Turner			f	uk	1749-1806.	1800	1800	1800	1.0	1.0	v. 5	London;Printed by and for S. Low;1800-1802.		English fiction	The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle	shortfiction	contemporary
njp.32101068142080	Linley, W. (William)			m	uk	1771-1835.	1800	1800	1800	1.0	1.0	v.2	London;W. Lane;1800.			Forbidden apartments : a tale	longfiction	contemporary
mdp.39015063947199				m			1800	1800	1800	1.0	1.0		Southwark [London;J. Ker;1800?			The prophetic warning; or, The castle of Lindendorff. An original romance	longfiction	contemporary
uc1.32106007220202	Buddhaghosa			u			1921	1800	1921	2.0	2.0	v.29	Cambridge, Mass.;Harvard university press;1921.		Legends, Buddhist|Suttapiṭaka|Tipiṭaka|Dhammapada|Khuddakanikāya|1854-1899|Warren, Henry Clarke	Buddhist legends	shortfiction	reprint
mdp.39015063931862				u			1800	1800	1800	1.0	1.0		London;Printed and sold by Sabine and son;1800?			The history of Zoa, the beautiful Indian, daughter of Henrietta de Bellgrave; and of Rodomond	longfiction	contemporary
hvd.hwp4k1	Walker, George			m	uk	1772-1847.	1833	1800	1833	2.0	1.0	2	Baltimore;W. & J. Neal;1833.			The three Spaniards, a romance	longfiction	reprint
mdp.39015000623663	Kipling, Rudyard			m	uk	1865-1936.	1800	1888	1800	38.0	2.0		New York;Manhattan press;1910?		English fiction	Plain tales from the hills	shortfiction	contemporary
nyp.33433074916481	Bellamy, Thomas			m	uk	1745-1800.	1802	1800	1800	1.0	1.0	v. 1-3	Alexandria [Va.;Printed by Cottom and Stewart;1802.		English fiction	The beggar boy : a novel	longfiction	contemporary
hvd.hn2he5				u			1800	1800	1800	1.0	1.0		London;Printed for Vernor and Hood;1800.			The Governess, or, Evening amusements at a boarding school	longfiction	contemporary
nyp.33433074911557	Smith, Charlotte Turner			f	uk	1749-1806.	1800	1800	1800	1.0	1.0	v. 2	London;Printed by and for S. Low;1800-1802.		English fiction	The story of Henrietta	longfiction	contemporary
nyp.33433075755250	Walker, George			m		1772-1847.	1801	1800	1801	1.0	1.0	v. 1-3	New York;Printed for the booksellers;1801.		English fiction	The three Spaniards, a romance	longfiction	contemporary
hvd.hn2he3	Kendall, Edward Augustus			m	uk	1776?-1842.	1800	1800	1800	1.0	1.0		London;Printed for E. Newbery, the corner of St. Paul's Church-yard, by G. Woodfall, Paternoster-Row;1800.	Juvenile audience	Conduct of life|Children's stories|Juvenile literature	The stories of Senex, or, Little histories of little people	juvenile	contemporary
nyp.33433074911573	Smith, Charlotte Turner			f	uk	1749-1806.	1800	1800	1800	1.0	1.0	v. 4	London;Printed by and for S. Low;1800-1802.		English fiction	The Hungarian	longfiction	contemporary
wu.89001048909	Reade, Charles			m	uk	1814-1884.	1800	1880	1800	1.0	1.0	9	New York|Collier|1902?			The works of Charles Reade	longfiction	contemporary
mdp.39015065769393	Surr, T. S. (Thomas Skinner)	Surr, Thomas sKinner		m	uk	1770-1847.	1801	1801	1801	1.0	1.0	v.2	London;Printed for T. Hurst;1801-02.			Splendid misery. A novel	longfiction	contemporary
hvd.hwjw3g	Edgeworth, Maria			f	uk	1767-1849.	1821	1801	1821	8.0	2.0	v.1	London;R. Hunter and Baldwin, Cradock, and Joy;1821.	Juvenile audience|Anthologies	English fiction|Conduct of life|Children's stories, English|Children's literature|Juvenile literature	Moral tales	juvenile	contemporary
nyp.33433075735021	Pestalozzi, Johann Heinrich			m	de	1746-1827.	1801	1801	1801	1.0	1.0		Philadelphia;J. Groff;1801.		Education	Leonard and Gertrude. A popular story, written originally in German, translated into French, and now attempted in English, with the hope of its being useful to all classes of society	longfiction	contemporary
hvd.hwjw3i	Edgeworth, Maria			f	uk	1767-1849.	1821	1801	1821	8.0	2.0	v.3	London;R. Hunter and Baldwin, Cradock, and Joy;1821.	Juvenile audience|Anthologies	English fiction|Conduct of life|Children's stories, English|Children's literature|Juvenile literature	Moral tales	juvenile	contemporary
mdp.39015027528697	Lucas, Charles			m	uk	1769-1854.	1802	1801	1802	1.0	1.0	v.4	London;Printed at the Minerva press, for W. Lane;1801.			The infernal Quixote. A tale of the day	longfiction	contemporary
hvd.hn2hej	Semple, Elizabeth			f		fl. 1804-1816.	1801	1801	1801	1.0	1.0	v.2	London;Printed for E. Lloyd ...;1801.	Juvenile audience	Conduct of life|Children	Summer rambles, or, Conversations, instructive and entertaining : for the use of children : dedicated (by permission) to Her Royal Highness The Princess Charlotte of Wales	juvenile	contemporary
uiuo.ark+=13960=t63496n5k	Moore, George			m			1801	1801	1801	1.0	1.0	v.1	London;Printed for G.G. and J. Robinson, by R. Noble;1801.			Grasville Abbey	longfiction	contemporary
uiuo.ark+=13960=t7np2rz8s	Helme, Elizabeth			f	uk	d. 1814?	1801	1801	1801	1.0	1.0	v.3	London;Printed for Earle and Hemet;1801.			St. Margaret's cave	longfiction	contemporary
uiuo.ark+=13960=t4qj7s022	Damer, Anne Seymour Conway			f	uk	1748-1828.	1801	1801	1801	1.0	1.0	v.2	London;J. Johnson;1801.			Belmour	longfiction	contemporary
njp.32101068177094	Du Bois, Edward			m	uk	1774-1850.	1803	1801	1803	1.0	1.0	vol.2	London;T.N. Longman and O. Rees;1803.			Old Nick; a satirical story	longfiction	contemporary
njp.32101068167186	Dallas, Robert Charles			m	uk	1754-1824.	1801	1801	1801	1.0	1.0	vol.2	London;Printed by A. Strahan for T. N. Longman and O. Rees;1801.			Percival : or, Nature vindicted : a novel	longfiction	contemporary
uiuo.ark+=13960=t5h99gq2h	Du Bois, Edward			m	uk	1774-1850.	1801	1801	1801	1.0	1.0	v.1	London;Murray and Highley;1801.		823D85O	Old Nick;	longfiction	contemporary
umn.31951002017392d				u	iran		1801	1801	1801	1.0	1.0		London;Reprinted for J. Debrett;1801			The Tooti nameh; or, Tales of a parrot, in the Persian language with an English translation	shortfiction	contemporary
njp.32101068167160	Dallas, Robert Charles			m	uk	1754-1824.	1801	1801	1801	1.0	1.0	vol.4	London;Printed by A. Strahan for T. N. Longman and O. Rees;1801.			Percival : or, Nature vindicted : a novel	longfiction	contemporary
hvd.32044086799087	Opie, Amelia Alderson			f	uk	1769-1853.	1827	1801	1827	1.0	1.0		Boston;S.G. Goodrich;1827.			The father and daughter : a tale	longfiction	reprint
hvd.rsmcsi	Adams, Hannah			u		1755-1831.	1801	1801	1801	1.0	1.0		Boston;Printed by and for Manning & Loring, proprietors, No.2, Cornhill, Boston.;October, 1801.		Religion|Dictionaries	A view of religions, in two parts. Pt.I. Containing an alphabetical compendium of the various religious denominations, which have appeared in the world, from the beginning of the Christian era to the present day. Pt.II. Containing a brief account of the different schemes of religion now embraced among mankind. The whole collected from the best authors, ancient and modern	notfiction	contemporary
dul1.ark+=13960=t4vh67297	Grafigny	Graffigny, Mme de (Françoise d'Issembourg d'Happoncourt)		f	fr	1695-1758	1802	1758	1802	1.0	1.0	v.2	Paris;printed for Durand Bookseller;1802.		Utopias	Letters of a Peruvian princess	longfiction	contemporary
uiuo.ark+=13960=t2z32gn5j	West	West, Jane	West, Mrs.	f	uk	1758-1852	1802	1802	1802	1.0	1.0	v.1	London;Printed by A. Strahan, for T.N. Longman and O. Rees;1802.			The infidel father	longfiction	contemporary
uc2.ark+=13960=t7xk8888r	Strutt, Joseph			m	uk	1749-1802.	1808	1802	1802	3.0	3.0	v.2	Edinburgh;Printed by J. Ballantyne & co. for J. Murray, London; and A. Constable & co., Edinburgh;1808.			Queenhoo-hall	longfiction	contemporary
uiuo.ark+=13960=t6vx10k7w	Melville, Theodore			m	uk		1802	1802	1802	1.0	1.0	v.1	London;Crosby and Letterman;1802.			The white knight, or, The monastery of Morne	longfiction	contemporary
nyp.33433074857875	Miss. Hatfield, S			f			1802	1802	1802	1.0	1.0	v. 1-2	Wilmington [Del.;Bonsal and Niles;1802.		English fiction	She lives in hopes; or, Caroline. A narration founded upon facts	longfiction	contemporary
nyp.33433082353917	Keir, Susanna Harvey			f	uk	1747-1802.	1802	1802	1802	1.0	1.0		Boston;Printed by Munroe & Francis, for S. Hall ... [and 8 others;1802.		Children's stories, Scottish	Interesting memoirs	juvenile	contemporary
uc1.b3549806				u	uk		1802	1802	1802	1.0	1.0		London;T. Hurst;ca. 1802			Monkish mysteries; or, The miraculous escape: containing the history and the villanies of the monk Bertrand; the detection of his impious frauds, and subsequent repentance and retribution	longfiction	contemporary
dul1.ark+=13960=t9f48pv82				u			1802	1802	1802	1.0	1.0	v.1	London|Printed at the Minerva Press, for Lane and Newman|1802-.			The castle of Caithness. A romance of the thirteenth century	longfiction	contemporary
njp.32101068163946				u			1802	1802	1802	1.0	1.0		Cork;Connor;1802.			The monk of the grotto; or, Eugenio and Virginia; a tale	longfiction	contemporary
njp.32101072911082	Arnaud, François-Thomas-Marie de Baculard d'			m	fr	1718-1805.	1803	1803	1803	1.0	1.0	vol. 8	Paris;Laporte;1803.			Nouvelles historiques.--t	notfiction	contemporary
hvd.rslysq	Hays, Mary			u		1759 or 60-1843.	1803	1803	1803	1.0	1.0		London;Printed for Richard Phillips;1803.		Women|Biography	Female biography; or, memoirs of illustrious and celebrated women, of all ages and countries	notfiction	contemporary
uiuo.ark+=13960=t5q81zv8g	Walker, George			m	uk	1772-1847	1803	1803	1803	1.0	1.0	v.1	London;Printed for G. Walker, and T. Hurst, by Exton;1803.		823W15D	Don Raphael	longfiction	contemporary
uc1.b3553822	Corry, John			m	uk	approximately 1770-	1803	1803	1803	2.0	2.0		London;Printed for B. Crosby and Co.;1803		Chapbooks	The history of Henry Thomson, or The reward of filial affection	juvenile	contemporary
uiuo.ark+=13960=t4pk1235x	Walker, George			m	uk	1772-1847.	1803	1803	1803	1.0	1.0	v.3	London;Printed for G. Walker, and T. Hurst, by Exton;1803.		823W15D	Don Raphael	longfiction	contemporary
uiuo.ark+=13960=t6xw4rw1j	Cuthbertson, Catherine			f	uk	1775-1842	1803	1803	1803	3.0	3.0	v.2	London;Printed for G. and J. Robinson;1803.		English fiction	Romance of the Pyrenees	longfiction	contemporary
uiuo.ark+=13960=t3xs6cp6m	Young, Mary Julia			f	uk		1803	1803	1803	1.0	1.0	v.2	London;Printed by D.N. Shury for Crosby and Hughes;1803.			Right and wrong; or, The kinsmen of Naples	longfiction	contemporary
mdp.39015063992492	Misses. Cuthbertson	Cuthbertson, Catherine		f	uk	1775-1842.	1822	1803	1822	1.0	1.0	v.1	London;Printed for Baldwin, Cradock, & Joy [etc.;1822.			Romance of the Pyrenees	longfiction	contemporary
uva.x000468330	Pérez de Hita, Ginés			u		1544?-1619?	1803	1803	1803	1.0	1.0		London;T. Ostell;1803.		History	The civil wars of Granada;	notfiction	contemporary
nyp.33433075769749	Porter, Jane			f	uk	1776-1850.	1817	1803	1817	1.0	1.0	v. 1-2	New York;S. Marks;1817.		1764-1795|Augustus	Thaddeus of Warsaw. Four volumes in two	longfiction	contemporary
uiuo.ark+=13960=t8w95tz11	Walker, George			m	uk	1772-1847.	1803	1803	1803	1.0	1.0	v.2	London;Printed for G. Walker, and T. Hurst, by Exton;1803.		823W15D	Don Raphael	longfiction	contemporary
hvd.hn2ghd	Sanders, Charlotte			f			1803	1803	1803	1.0	1.0		London;Printed for J. Mawman, Poultry, London; and by and for T. Wilson, and R. Spence, High-Ousegate, York;1803.	Juvenile audience		Holidays at home : written for the amusement of young persons	juvenile	contemporary
uiuo.ark+=13960=t8nc6b618	Neri, Mary Anne	Neri, Mary Anne		f	it		1804	1804	1804	1.0	1.0	v.1	London;Printed for T. Cadell and W. Davies by I. Gold;1804.	Novel		The eve of San-Pietro	longfiction	contemporary
dul1.ark+=13960=t89g6ct7k	Edgeworth, Maria			f	uk	1767-1849.	1805	1804	1805	2.0	2.0		London;J. Johnson;1805.			The modern Griselda	longfiction	contemporary
uc2.ark+=13960=t4nk38459	Pitt, William			m	uk	1708-1778	1804	1804	1804	2.0	2.0		London;Printed for T. Payne ... by T. Bensley;1804.		Pitt, William|Camelford, Thomas Pitt|Earl of Chatham|Baron|Correspondence|1708-1778|1737-1793	Letters written by the late Earl of Chatham to his nephew, Thomas Pitt, esq	notfiction	contemporary
nyp.33433074951975	Dallas, Robert Charles			m	uk	1754-1824.	1804	1804	1804	1.0	1.0	v. 4	London;Printed for T. N. Longman;O. Rees;1804.			Aubrey : a novel	longfiction	contemporary
uc2.ark+=13960=t3gx4dk9q	Harley, George Davies			m	uk	-1811	1804	1804	1804	2.0	2.0		Liverpool;J. M'Creery;1804.		Montford, Charles	Circumstances respecting the late Charles Montford, esq	longfiction	contemporary
njp.32101066459445	Gooch, Elizabeth Sarah Villa-Real			f	uk	1757-1807	1804	1804	1804	1.0	1.0	v.3	London;Highley;1804.			Sherwood forest; or, Northern adventures; a novel	longfiction	contemporary
uiuo.ark+=13960=t70v93r77	Opie, Amelia Alderson			f	uk	1769-1853.	1805	1804	1805	1.0	1.0	v.3	London;Longman, Hurst, Rees, & Orme; [etc., etc.;1805.			Adeline Mowbray	longfiction	contemporary
dul1.ark+=13960=t6737pj6n	Berquin	Berquin, Arnaud		m	fr	1747-1791	1804	1804	1804	4.0	3.0		New-York;Printed for S. Campbell, E. Duyckinck [etc.] L. Nichols, Printer;1804.		Van Boskerck, William Webb|Children's stories, French|Juvenile fiction|Conduct of life|Baker, Julia Ann M|Provenance	The looking-glass for the mind; or, Intellectual mirror	juvenile	contemporary
hvd.hn2ghf	Semple, Elizabeth			u			1804	1804	1804	1.0	1.0		London;Printed for J. Harris, successor to E. Newbery;1804.	Juvenile audience		Gertrude, Agnes and Melite, and Amelia Douglas: tales, for the instruction and amusement of young persons	juvenile	contemporary
uiuo.ark+=13960=t2j67qh6b	Bisset, Robert			m	uk	1759-1805.	1804	1804	1804	1.0	1.0	v.2	London;Longman;1804.			Modern literature;	longfiction	contemporary
mdp.39015063944352	Morgan, (Sydney), Lady	Sydney, Morgan		f	ir	1783-1859.	1812	1804	1812	1.0	1.0		London;Printed for J. J. Stockdale;1812.			St. Clair; or, The heiress of Desmond	longfiction	contemporary
hvd.hn2her				u			1804	1804	1804	1.0	1.0		London;printed for J.Harris;1804.			The Tame goldfinch,or The unfortunate neglect	juvenile	contemporary
uiuo.ark+=13960=t76t0xv5n	Bisset, Robert			m	uk	1759-1805.	1804	1804	1804	1.0	1.0	v.3	London;Longman;1804.			Modern literature;	longfiction	contemporary
