docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
wu.89098013311	Brownell, Henrietta M. K			f	us		1885	1885.0	1885	1.0	1.0		New York;The Catholic Publication Society Co.;1885.			God's way: man's way; a story of Bristol	longfiction	contemporary
uc2.ark+=13960=t4bp00d65	Turczynowicz, Laura (Blackwell) de Gozdawa			u			1916	1916.0	1916	2.0	2.0		New York;London;G.P. Putnam's sons;1916		Poland|History|German occupation, 1914-1918|World War, 1914-1918|Personal narratives	When the Prussians came to Poland;	notfiction	contemporary
mdp.39015004116086	Brautigan, Richard			m	us	1935-1984	1971	1971.0	1971	2.0	2.0		New York|Simon and Schuster|1971			The abortion: an historical romance 1966	longfiction	contemporary
uc2.ark+=13960=t7gq6s478	Hawthorne, Julian			m	us	1846-1934.	1880	1880.0	1880	2.0	2.0		London;Longmans, Green;1880.			Yellow-cap, and other fairy-stories for children	juvenile	contemporary
uiuo.ark+=13960=t0ms4c84w	Steward, Isabella Travers			f			1840	1840.0	1840	1.0	1.0	v.1	London;Boone;1840.			The interdict	longfiction	contemporary
hvd.32044090341959	Dickens, Charles			m	uk	1812-1870.	1840	1840.0	1840	4.0	4.0	v.1	London;Chapman and Hall;1840-1841.	Historical fiction	Gordon Riots, 1780|History|Social life and customs|19th century|18th century	Master Humphrey's clock	notfiction	contemporary
mdp.39015000551575	O'Meara, Walter			m	us	1897-1989.	1956	1956.0	1956	1.0	1.0		New York|Holt|1956			Minnesota Gothic, a novel	longfiction	contemporary
uiuo.ark+=13960=t76t0x921				u			1825	1825.0	1825	2.0	2.0	v.1	London;Printed for C. Knight;1825.		Great Britain|History|Charles II, 1660-1685	The Abduction, or, The adventures of Major Sarney	longfiction	contemporary
njp.32101068178696	Herbert, Henry William			u		1807-1858.	1881	1858.0	1858	1.5	1.5	v.2	Philadelphia;T. B. Peterson & brothers;c1881		1856-1925|Pond, Fred. E|(Frederick Eugene)	"Frank Forester's sporting scenes and characters. Embracing ""The Warwick woodlands"", ""My shooting box"", ""The Quondon hounds"", and ""The deerstalkers"""	shortfiction	contemporary
uc1.b4451101	Mayer, Debby			f	us		1982	1982.0	1982	1.0	1.0		New York|Putnam|c1982.			Sisters	longfiction	contemporary
uc1.$b305452	Bremer, Fredrika			f	sw	1801-1865.	1843	1839.0	1843	1.0	1.0	v. 2	London;Longman, Brown, Green, and Longmans;1843.			The home	longfiction	contemporary
uc2.ark+=13960=t52f7k62m	Morris, Gouverneur			m	us	1876-1953.	1921	1911.0	1921	2.0	2.0		New York;Dodd, Mead;1921 [c1911			Yellow men and gold	longfiction	contemporary
nyp.33433074879259				u			1873	1873.0	1873	1.0	1.0		New York;G.W. Carleton & Co.;1873.			Loyal unto death. A novel ... Three volumes in one, complete	longfiction	contemporary
inu.39000001595003	Anderson, Jessica			f	au	1916-2010.	1980	1980.0	1980	1.0	1.0		South Melbourne, Vic.|Macmillan|1980.			The impersonators	longfiction	contemporary
mdp.39015069577073	Cranfill, Thomas Mabry			u			1959	1959.0	1959	2.0	2.0		Austin|University of Texas Press|1959		translations into English|English literature|Mexican literature|Translations from Mexican|Drawing, Mexican	The muse in Mexico : a mid-century miscellany	notfiction	contemporary
mdp.39015014859345	Winwar, Frances			f	us	1900-1985.	1953	1953.0	1953	1.0	1.0		New York|Harper|c1953.		Napoleon|1769-1821|Emperor of the French	The eagle and the rock	longfiction	contemporary
uc1.b3727928	Wylie, Philip			m	us	1902-1971.	1934	1934.0	1934	2.0	2.0		New York|Farrar & Rinehart|1934.			Finnley Wren, his notions and opinions : together with a haphazard history of his career and amours in these moody years, as well as sundry rhymes, fables, diatribes and literary misdemeanors : a novel in a new manner	longfiction	contemporary
uiuo.ark+=13960=t10p1qp5d	West	West, Jane	Mrs. West	f	uk		1827	1827.0	1827	2.0	2.0	v.2	London;Printed for Longman, Rees, Orme, Brown, and Green;1827.			Ringrove;, or Old Fashioned Notions	longfiction	contemporary
uiuo.ark+=13960=t04x5jz3v	Beale, Anne			f	uk		1889	1889.0	1889	1.0	1.0	v.3	London;Hurst and Blackett;1889.			Restitution	longfiction	contemporary
uiuo.ark+=13960=t0ns18n38	Mant, Alicia Catherine			f	uk	1788-1869.	1817	1817.0	1817	1.0	1.0	v.1	London;Printed for Law and Whittaker ... London;1817.			Montague Newburgh; or, The mother and son	longfiction	contemporary
uiuo.ark+=13960=t9m333839	Lindsay	Lindsay, Lady Caroline Blanche Elizabeth		f	uk	1845-1912.	1891	1891.0	1891	2.0	2.0	v.1	London;R. Bentley;1891.			Bertha's earl	longfiction	contemporary
wu.89099787574	Shastid, Thomas Hall			m	us	1866-1947.	1923	1923.0	1923	3.0	3.0		Ann Arbor, Michigan|George Wahr|London|Wheldon and Wesley, Ltd.|1923.		Simon|of Cyrene	Simon of Cyrene, dimachaerus splendens,: or, The story of a man's (and a nation's) soul	longfiction	contemporary
mdp.39015048561743	Blackthorn, John		Blackthorn, John	m	us		2000	2000.0	2000	1.0	1.0		New York|W. Morrow & Co.|c2000.	Political fiction|Love stories	1928-1967|Guevara, Che|History|Revolution, 1959	I, Che Guevara : a novel	longfiction	contemporary
uc1.b4097481	O'Casey, Sean			u		1880-1964.	1939	1939.0	1939	2.0	2.0		New York|Macmillan|1939.			I knock at the door; swift glances back at things that made me	notfiction	contemporary
hvd.32044013683610				u			1824	1824.0	1824	1.0	1.0		Dedham [MA;M and W. H. Mann, printers;1824.		Badger, Sarah|d.1822	Statement of facts, relative to the last will of the late Mrs. Badger of Natick : which was disallowed on the final hearing	notfiction	contemporary
mdp.39015064115846	Intirā Pārttacārati	Parthasarathy, R.	Parthasarathy, Indira	m	in	1930-	2005	2005.0	2005	1.0	1.0		New Delhi|Rupa & Co.|2005.			Comrades of Jesus	longfiction	contemporary
mdp.39015002309618	Ritzer, George			u			1981	1981.0	1981	1.0	1.0		Boston|Allyn and Bacon|c1981.	Bibliographies	Sociology	Toward an integrated sociological paradigm : the search for an exemplar and an image of the subject matter	notfiction	contemporary
nyp.33433074881040	Marshall, L. A, Mrs			f	us		1826	1826.0	1826	2.0	2.0		Philadelphia;Amer. S. School Union;1826.		Conduct of life|English fiction	A sketch of my friend's family, intended to suggest some practical hints on religion and domestic manners	longfiction	contemporary
hvd.32044096989538	Ellet, E. F. (Elizabeth Fries)			u		1818-1877.	1840	1840.0	1840	1.0	1.0	v.9	Boston;Marsh, Capen, Lyon and Webb;1840.		Description and travel	Rambles about the country	notfiction	contemporary
wu.89005393855	McIntyre, John Thomas			m	us	1871-1951.	1919	1918.0	1919	1.0	1.0		New York;A.L. Burt;c1919			Ashton-Kirk, criminologist	longfiction	contemporary
njp.32101073360370	Woodworth, Francis C. (Francis Channing)		Tinker, Theodore	m	us	1812-1859.	1854	1854.0	1854	1.0	1.0		New York;Clark, Austin & Smith;1854.	Juvenile audience		The balloon, and other stories ... : for children	juvenile	contemporary
mdp.39015063542172	Collins, Wilkie			m	uk	1824-1889.	1884	1884.0	1884	3.0	3.0	v.3	London;Chatto & Windus;1884.		823C69I	I say no	longfiction	contemporary
mdp.39015033010151	Carr, John Dickson			m	us	1906-1977.	1944	1944.0	1944	1.0	1.0		New York|London|Harper & brothers|1944			Till death do us part, a Dr. Fell mystery story	longfiction	contemporary
uc1.b3473182	Royce, Kenneth			m	uk	1920-1997.	1967	1967.0	1967	1.0	1.0		London|Cassell|1967.			Bones in the sand	longfiction	contemporary
mdp.39015057083993	Taylor, Meadows	Taylor, Philip Meadows		m	uk	1808-1876.	1863	1863.0	1863	7.0	5.0	v.1	Edinburgh;W. Blackwood;1863.		1526-1765|Maratha (Indic people)|History	Tara : a Mahratta tale	longfiction	contemporary
mdp.39015020686518	Lamming, George			m	ba	1927-	1958	1958.0	1958	2.0	2.0		London|M. Joseph|1958			Of age and innocence	longfiction	contemporary
uiuo.ark+=13960=t5t72p82m	Besant, Walter, Sir			m	us	1836-1901.	1876	1876.0	1876	5.0	5.0	v.3	London;Tinsley Brothers;1876.			The golden butterfly	longfiction	contemporary
uc2.ark+=13960=t01z43536	Costello, Louisa Stuart			f		1799-1870.	1848	1848.0	1848	1.0	1.0	v.2	London;R. Bentley;1848.			Clara Fane, or, The contracts of a life	longfiction	contemporary
uiuo.ark+=13960=t08w42t7q	Venn, Susannah C			u	uk		1884	1884.0	1884	1.0	1.0	v.2	London;R. Bentley;1884.			The Dailys of Sodden Fen	longfiction	contemporary
mdp.39015026437684	Rasmussen, Vilhelm			u		1869-1939.	1920	1920.0	1920	2.0	2.0	v.3	London [etc.;Gyldendal;1920		Kindergarten|Child psychology	The kindergarten child, thought, imagination and feeling; will and morale	notfiction	contemporary
uc2.ark+=13960=t0ht2hx56	Sidgwick, Alfred, Mrs	Sidgwick, Cecily		f	uk	1854-1934.	1917	1917.0	1917	1.0	1.0		New York;W.J. Watt & Company;c1917			Salt of the earth	longfiction	contemporary
uc1.32106017829828	Vollmann, William T			m	us	1965-1959	1987	1987.0	1987	2.0	2.0		New York|Atheneum|1987.			You bright and risen angels : a cartoon	longfiction	contemporary
inu.30000122924032	Kamata, Suzanne			f	us	1965-	2007	2007.0	2007	1.0	1.0		Wellfleet, Mass.|Leapfrog Press|St. Paul, Minn.|Distributed in the United States by Consortium Book Sales and Distribution|2008, c2007.		Marital conflict|Custody of children|Women artists|Americans|Interracial marriage|Japan|Culture conflict	Losing Kei : a novel	longfiction	contemporary
uiuo.ark+=13960=t3514q38x	Holstein, Anthony Frederick			m	uk		1810	1810.0	1810	1.0	1.0	v.4	London;Printed at the Minerva Press, for A.K. Newman;1810.			The miseries of an heiress	longfiction	contemporary
osu.32435059299925	Wyman, Levi Parker			m		1873-	1923	1923.0	1923	1.0	1.0		New York|A.L. Burt|c1923			The Golden boys along the river Allagash	longfiction	contemporary
uc2.ark+=13960=t3610x82j				u			1836	1836.0	1836	1.0	1.0	v.3	London;R. Bentley;1836.			Adventures of Bilberry Thurland	longfiction	contemporary
mdp.39015014552411	Davis, Christopher			m	us	1928-	1975	1975.0	1975	2.0	2.0		New York|Harper & Row|1975			The Sun in mid-career	longfiction	contemporary
mdp.39015063957503	Fletcher, J. S. (Joseph Smith)			m	uk	1863-1935.	1924	1913.0	1924	1.0	1.0		London|Hodder and Stoughton limited|1924			The secret of the Barbican and other stories	shortfiction	contemporary
uc2.ark+=13960=t2p55ds9s	Peck, Ellen		Pine, Cuyler	f			1875	1875.0	1875	2.0	2.0		New York;Carleton;1875.			Ecce femina; or, The woman Zoe	longfiction	contemporary
loc.ark+=13960=t22b9ds5h	Harman, Michael Garber			m	us		1909	1909.0	1909	2.0	2.0		Richmond, Va.;Southern publishing company;1909.		United States|Walking|Description and travel|Walking. [from old catalog]	The Arizona limited	notfiction	contemporary
nyp.33433075762652	Trollope, Frances Milton			f	uk	1779-1863.	1832	1832.0	1832	2.5	2.5	v. 2	London;Whittaker, Treacher;1832.			The refugee in America: a novel	longfiction	contemporary
inu.32000009261134	Conrad, Joseph			m	uk	1857-1924.	1925	1899.0	1924	1.0	1.0	v.21	Garden City, N.Y.|Doubleday, Page & Co.|1925.			Lord Jim	longfiction	reprint
nyp.33433074922729	Smith, Elizabeth			u		1776-1806.	1809	1806.0	1806	2.0	2.0	v. 2	Bath;Printed by R. Cruttwell;1809.		Miscellanea|English literature	Fragments, in prose and verse:	notfiction	contemporary
uc2.ark+=13960=t4rj4988x	Corcoran, Brewer			m	us	1977-	1918	1918.0	1918	1.0	1.0		Boston;Page;1918.			The Boy Scouts of Kendallville	longfiction	contemporary
nyp.33433043248826	Camp, Walter		Colton, Matthew M.	m	us	1859-1925.	1913	1913.0	1913	1.0	1.0		New York;Hurst & Company;c1913			Frank Armstrong, captain of the nine	longfiction	contemporary
nyp.33433074837471	Beatty, John			m	us	1828-1914.	1883	1883.0	1883	2.0	2.0		Philadelphia;J.B. Lippincott & Co.;1883.			The Belle o'Becket's lane. An American novel	longfiction	contemporary
mdp.39015002652405	Bradbury, Malcolm			m	uk	1932-2000.	1976	1976.0	1976	3.0	3.0		London|Secker & Warburg|1976.			Who do you think you are? : Stories and parodies	shortfiction	contemporary
mdp.39015047453652	Stamadianos, Jorge			m	cl	1961-	1999	1999.0	1999	1.0	1.0		Pittsburgh, PA|Latin American Literary Review Press|1999.		Buenos Aires|Adultery|Women|Rich people|Greeks|Americans|Fortune hunters|Argentina	Beer cans in the Rio de la Plata	longfiction	contemporary
pst.000008276803	Torre-Bueno, J. R. de la (José Rollin)			u		1871-1948	1939	1939.0	1939	1.0	1.0	pt.1 no.1	Lancaster, Pa.|1939].		Hemiptera|North America	A synopsis of the Hemiptera-Heteroptera of America north of Mexico	notfiction	contemporary
mdp.39015002601626				u			1969	1969.0	1969	1.0	1.0		Boston|Houghton Mifflin|1969.		Social conditions|African Americans	The Image is you	notfiction	contemporary
uc2.ark+=13960=t2697641q	Merezhkovsky, Dmitry Sergeyevich			m	ru	1865-1941.	1901	1895.0	1901	2.0	2.0		Westminster;A. Constable;1901.		331-363|Julian|Emperor of Rome	The death of the gods	longfiction	contemporary
uc1.32106016894641	Ikezawa, Natsuki			m	jp	1945-	2001	2000.0	2001	1.0	1.0		Tokyo|New York|Kodansha International|2001	Novel|Suspense fiction	Drug traffic|Southeast Asia|Political corruption	A burden of flowers	longfiction	contemporary
uva.x000664921	bp., Fitzgerald, Oscar Penn			m	us	1829-1911.	1895	1895.0	1895	1.0	1.0		Nashville, Tenn.;Publishing house of the M.E. Church, South;1895.		Social life and customs|Description and travel	California sketches. New and old	longfiction	contemporary
mdp.39015005382133	Bemelmans, Ludwig			u		1898-1962.	1955	1955.0	1955	4.0	4.0		New York|Viking Press|1955.			The world of Bemelmans; an omnibus	notfiction	contemporary
mdp.39076002598642	Means, Florence Crannell			f	us	1891-1980.	1953	1953.0	1953	1.0	1.0		Boston|Houghton Miffllin Co.|1953.	Juvenile audience	Young women|Juvenile fiction	Alicia	longfiction	contemporary
uc1.32106006277773	Irving, Washington			u		1783-1859.	1848	1848.0	1848	1.0	1.0	v.9	New York;Putnam;c1848-1866.			The works of Washington Irving in twelve volumes	notfiction	contemporary
loc.ark+=13960=t9q24h56b	Thurston, E. Temple (Ernest Temple)			m	uk	1879-1933.	1910	1910.0	1910	2.0	2.0		New York;Dodd, Mead and company;1910.			The patchwork papers	shortfiction	contemporary
njp.32101013998008	Ritchie, Anne Thackeray			f	uk	1837-1919.	1863	1863.0	1863	4.0	4.0		New York;J.G. Gregory;1863.			The story of Elizabeth; a tale	longfiction	contemporary
mdp.39015058691026	Bryant, William Cullen			m	us	1794-1878,	1832	1832.0	1832	1.3333333333	1.3333333333	copy 2	New York;J. & J. Harper;1832.			Tales of Glauber-Spa	shortfiction	contemporary
inu.30000112141985	Simms, William Gilmore			m	us	1806-1870.	1841	1841.0	1841	8.0	3.0		London;John Cunningham;1841.		Revolution, 1775-1783|History|American fiction|History	The kinsmen: or The Black Riders of Congaree. A tale	longfiction	contemporary
uc1.$b182927	Reed, Andrew			m	uk	1787-1862.	1820	1820.0	1820	1.0	1.0	v. 2	London;Francis Westley;1820.			No fiction	longfiction	contemporary
uiuo.ark+=13960=t8cg02x3m	Eden, Eleanor			f	uk		1867	1867.0	1867	1.0	1.0	v.1	London;R. Bentley;1867.			Dumbleton Common	longfiction	contemporary
pst.000056601855	Roosevelt, Elliott			m	us	1910-1990	2001	1990.0	1990	1.0	1.0		Thorndike, Me.|Center Point Pub.|2001.	Mystery fiction|Historical fiction	Large type books|Roosevelt, Franklin D|(Franklin Delano)|1882-1945	"New deal for death : a ""Blackjack"" Endicott novel"	longfiction	contemporary
pst.000006466640	James, Marion, of Australia			u			1943	1943.0	1943	1.0	1.0		Westmead, Sydney, N.S.W.|Printed at St. Vincent's Boys Home|1943.		Poetry	"Yabba-yabba (an aboriginal word meaning ""talks"") : stories and verses of Australia : birds, bush, blackfellows"	notfiction	contemporary
nyp.33433082342175	Campbell, Calder			m	uk	1798-1857.	1847	1847.0	1847	1.0	1.0	v. 3	London;1847.			Rough Recollections of Rambles Abroàd and at Home	notfiction	contemporary
hvd.hn6lvs	Barbauld, (Anna Letitia), Mrs			f	uk	1743-1825.	1832	1825.0	1825	1.0	1.0		New York;P. Hill;1832.			Lessons for children. With engravings and four original tales	juvenile	contemporary
uc1.$b317729	France, Anatole			m	fr	1844-1924.	1923	1893.0	1923	2.0	2.0		New York|Boni and Liveright, inc.|1923			The Queen Pedauque	longfiction	reprint
uc2.ark+=13960=t0qr4qv09				u			1907	1300.0	1907	2.0	2.0		London;New York;etc.] Norroena society;1907.			The story of Burnt Njal, the great Icelandic tribunt, jurist, and counsellor	shortfiction	reprint
mdp.39015063077930	Allman, James			u			1903	1903.0	1903	2.0	2.0		Chicago;C. H. Kerr & company;1906.			God's children; a modern allegory	notfiction	contemporary
uc1.$b787098	Marshall, Bruce			m	uk	1899-1987.	1953	1953.0	1953	1.0	1.0		London|Constable|1953			The fair bride, a novel	longfiction	contemporary
uc1.$b301191	Lowis, C. C. (Cecil Champain)			m	uk	1866-	1928	1928.0	1928	1.0	1.0		Garden City, N.Y.|Doubleday, Doran & company, inc.|1928.			The distric bungalow	longfiction	contemporary
mdp.39015031235396	Lathrop, Rose Hawthorne			u		1851-1926.	1897	1897.0	1897	4.0	4.0		Boston;New York;Houghton, Mifflin and company;1897.	Biography	1804-1864|Hawthorne, Nathaniel	Memories of Hawthorne	notfiction	contemporary
coo.31924014518355	Wright, Austin Tappan			m	us	1883-1931.	1942	1931.0	1931	3.0	2.0		New York|Toronto|Farrar & Rinehart, inc.|c1942			Islandia	longfiction	contemporary
uc1.$b243146	Herbert, Xavier			m	au	1901-1984.	1961	1961.0	1961	1.0	1.0		Sydney|Angus and Robertson|1961.			Soldiers' women	longfiction	contemporary
mdp.39015000623663	Kipling, Rudyard			m	uk	1865-1936.	1800	1888.0	1800	38.0	2.0		New York;Manhattan press;1910?		English fiction	Plain tales from the hills	shortfiction	contemporary
inu.30000114172426	Farris, John			m	us	1936-	1976	1976.0	1976	1.0	1.0		Chicago|Playboy Press|c1976.			The fury :	longfiction	contemporary
mdp.49015001400168	Sommerfelt, Aimée	Sommerfelt, Aimée		f	no	1892-1975.	1972	1950.0	1963	1.0	1.0		s.l.|Scholastic Book Services|1972, c1963			Miriam	longfiction	contemporary
uc1.31822033251729	Forrest, Michael D			m			1922	1922.0	1922	1.0	1.0		Kensington, Sydney;Sacred Heart Monastery;1922		Catholic Church|Papua New Guinea|Missions	Father Justin : a story of Papua	longfiction	contemporary
osu.32435060262698	Newman, Isidora			f	us	1878-1955.	1926	1926.0	1926	1.0	1.0		Racine, Wis.|Whitman Pub. Co.|c1926.			The legend of the orange blossom : and other fairy flowers	shortfiction	contemporary
mdp.39015038101666	Naher, Gaby			f	au	1967-	1996	1995.0	1996	1.0	1.0		London|New York, N.Y.|Hamish Hamilton|1996.			The underwharf	longfiction	contemporary
inu.30000120995638	Jeal, Tim			m	uk	1945-	1976	1976.0	1976	1.0	1.0		London|H. Hamilton|1976.			Until the colours fade	longfiction	contemporary
mdp.39015005672269	Bowen, Stirling			m			1930	1930.0	1930	2.0	2.0		New York|E. P. Dutton & co., inc.|c1930	Pamphlets	Criminals|New York, United States|Inglis, Agnes|1870-1952|Anarchism|E. P. Dutton|Crime	Wishbone	longfiction	contemporary
uc1.$b117324	Mallette, Gertrude Ethel			f		1887-	1941	1941.0	1941	1.0	1.0		Garden City, N. Y.|Doubleday, Doran & co., inc.|1941.			Into the wind	longfiction	contemporary
mdp.39015063964053	Watson, H. B. Marriott (Henry Brereton Marriott)			m	uk	1863-1921.	1913	1913.0	1913	1.0	1.0		London;Mills & Boon;1913			Ifs & ans	longfiction	contemporary
mdp.39015080844932	Flynn, Robert			m	us	1932-	2009	2009.0	2009	1.0	1.0		Fort Worth, Tex.|TCU Press|c2009.	Western stories	Playwriting|Heroes|College teachers|Political campaigns	Echoes of glory	longfiction	contemporary
uc1.$b250186	Marryat, Frederick			m	uk	1792-1848.	1834	1834.0	1834	12.0	5.0	v. 3	London;Saunders and Otley;1834.	Bibliographies		Jacob Faithful	longfiction	contemporary
inu.39000005757583	Niemi, Adrian Arthur			u			1978	1978.0	1978	1.0	1.0		New York|Vantage Press|c1978.			The quest of the Sampo	longfiction	contemporary
pst.000017853996	Roberts, Kenneth Lewis			m	us	1885-1957.	1931	1931.0	1931	4.0	4.0		Garden City, NY|Doubleday, Doran & Co.|1945, c1931.	Bibliographies	War of 1812|Dartmoor Prison|1775-1865|History|History	The lively lady : a chronicle of Arundel, of privateering, and of the circular prison on Dartmoor	longfiction	contemporary
uc2.ark+=13960=t3416t85d	McElgun, John			m			1873	1873.0	1873	2.0	2.0		New York;J.A. McGee;1873.		American fiction	Annie Reilly, or, The fortunes of an Irish girl in New York	longfiction	contemporary
nyp.33433074835400	Bellamy, Elizabeth W. (Elizabeth Whitfield)		Thorpe, Kamba	f	us	1837-1900.	1876	1876.0	1876	1.0	1.0		New York;D. Appleton;1876.			The little Joanna, a novel	longfiction	contemporary
nyp.33433084128879	Bates, Arlo			m	us	1850-1918.	1890	1890.0	1890	2.0	2.0		Boston;Roberts;c1890			Albrecht	longfiction	contemporary
uc1.$b56309	Babson, Naomi Lane			f		1895-	1939	1939.0	1939	1.0	1.0		New York|Reynal & Hitchcock|c1939			All the tomorrows; a novel	longfiction	contemporary
uc2.ark+=13960=t3bz6218s	Replogle, Charles			u			1904	1904.0	1904	2.0	2.0		London;Headley Brothers;1904.		Indians of North America|Alaska|Society of Friends|Missions	Among the Indians of Alaska	notfiction	contemporary
uc1.$b249750	Field, Eugene			m	us	1850-1895.	1896	1895.0	1895	9.0	9.0		New York;Scribner;1896.	Mixed	Field, Eugene|American fiction|1850-1895	Second book of tales	shortfiction	contemporary
uc2.ark+=13960=t3ws8pd3r	Hook, Theodore Edward			m	uk	1788-1841.	1828	1828.0	1828	1.0	1.0	v.3	London;Henry Colburn ...;1828.			Sayings and doings, or, Sketches from life	shortfiction	contemporary
loc.ark+=13960=t47p9gx27	Dolaro, Selina			f	uk	1849-1889.	1889	1889.0	1889	1.0	1.0		Philadelphia;J. B. Lippincott company;c1889			Bella-Demonia	longfiction	contemporary
uc2.ark+=13960=fk6639kj41	Glasgow, Ellen Anderson Gholson			f	us	1873-1945.	1900	1897.0	1900	4.0	3.0		New York and London;Harper;1900.			The descendant	longfiction	contemporary
mdp.39015005021582	[Ives, Percy]			m			1906	1906.0	1906	1.0	1.0		Boston, Mass.;Percy Ives Publishing Co.;c1906.			The seamy side; a story of the true condition of things theatrical	longfiction	contemporary
mdp.39015006955945	Johnston, Mary			f	us	1870-1936.	1920	1920.0	1920	3.0	3.0		New York;London;Harper & brothers;c1920			Sweet rocket	longfiction	contemporary
umn.31951p005426620	Rodenberg, Julius			m	de	1831-1914.	1881	1881.0	1881	1.0	1.0	v.2	London;Sampson Low, Marston, Searle, & Rivington;1881.			The Grandidiers : a tale of Berlin life	longfiction	contemporary
uc1.$b301192	Luard, William Blaine			m		1897-	1935	1935.0	1935	1.0	1.0		New York|Longmans, Green|1935.			Conquering seas	longfiction	contemporary
mdp.39015040659941	Phillips, Louis			m	us	1942-	1996	1996.0	1996	1.0	1.0		Livingtston, AL|Livingston Press|c1996.		Baseball stories, American|Literary collections|Baseball|Humor	Hot corner : baseball stories & writing & humor	notfiction	contemporary
nyp.33433074855168	Galt, John			m	uk	1779-1839.	1824	1824.0	1824	3.0	3.0	v. 1	Edinburgh;Oliver & Boyd;London;G. B. Whittaker;1824.			Rothelan : a romance of the English histories	longfiction	contemporary
uiuo.ark+=13960=t2z32g882	Ritchie, Leitch			m	uk	1800-1865.	1836	1836.0	1836	1.0	1.0	v.3	London;John Macrone;1836.			The magician	longfiction	contemporary
mdp.39015066677785	Lauer, Pierre			m	fr	1931-	1972	1972.0	1972	1.0	1.0		New York|Morrow|1972.			The suns of Badarane	longfiction	contemporary
uc1.32106001996534	Lehmann, Rosamond			f	uk	1901-1990.	1927	1927.0	1927	5.0	5.0		New York|Reynal and Hitchcock|1927.			Dusty answer	longfiction	contemporary
uiuo.ark+=13960=t7sn0tn1b	Oliphant	Oliphant, Margaret		f	uk	1828-1897.	1862	1862.0	1862	1.0	1.0	v.3	London;Hurst and Blackett;1862.			The last of the Mortimers	longfiction	contemporary
uc2.ark+=13960=t4jm24q6s	Djurklou, Nils Gabriel			m	sw	1829-1904.	1901	1901.0	1901	1.0	1.0		London;W. Heinemann;1901.			Fairy tales from the Swedish of G. Djurklo;	juvenile	contemporary
uiuo.ark+=13960=t3xs68f29	Moriarty, H. M			f	uk	d. 1827	1812	1812.0	1812	1.0	1.0	v.2	London;Printed for and sold by the authoress, at Messrs. Seaton and Smith's;1812.			Crim. con	longfiction	contemporary
uiuo.ark+=13960=t4sj1vq72	Gore	Gore, Catherine Grace Frances		f	uk	1798-1861.	1830	1830.0	1830	1.0	1.0	v.3	London;H. Colburn and R. Bentley;1830.			The manners of the day	longfiction	contemporary
osu.32435012603239	Walpole, Hugh, Sir			m	uk	1884-1941.	1935	1914.0	1935	1.0	1.0		Garden City, NY|Doubleday, Doran, & Co.|1935,c1914.			The Duchess of Wrexe	longfiction	contemporary
uc1.$b248179	Soane, George			m	uk	1790-1860.	1817	1817.0	1817	2.0	2.0		London;Printed and published by and for T. Rodwell;1817.			The falls of Clyde	longfiction	contemporary
uc1.$b287373	Chambers, Robert W. (Robert William)			m	us	1865-1933.	1897	1897.0	1897	1.0	1.0		New York;D. Appleton and company;1897.			The mystery of choice	shortfiction	contemporary
mdp.39015005607828	Lewis, Sinclair			m	us	1885-1951.	1949	1949.0	1949	1.0	1.0		New York|Random House|1949			The God-seeker	longfiction	contemporary
uiuo.ark+=13960=t1bk20h2g	Robinson, F. W. (Frederick William)			m	uk	1830-1901.	1862	1862.0	1862	2.0	2.0	v.3	London;Hurst and Blackett;1862.			Owen: a waif	longfiction	contemporary
inu.32000009559560	Burgess, Yvonne			f	sa		1975	1975.0	1975	1.0	1.0		Johannesburg|Donker|1975.			The strike : a novel	longfiction	contemporary
uiuo.ark+=13960=t4dn4t070	Warner	Warner, Ellen Rebecca		f			1808	1808.0	1808	1.0	1.0	v.2	Bath;Printed by Richard Cruttwell ... Bath, and sold by Wilkie and Robinson ... London;1808.			Herbert-Lodge	longfiction	contemporary
uc1.b3607831	Cox, Sidney			u		1889-1952.	1926	1926.0	1926	4.0	4.0		New York|London|Harper & Brothers|1926.		American prose literature|English prose literature|Literature|Collections	Prose preferences	notfiction	contemporary
mdp.39015053774322	Martin, David			m		1915-1997.	1966	1966.0	1966	2.0	2.0		New York|Crown Publishers|1966			The littlest neutral	longfiction	contemporary
mdp.39015005593879	Hefley, James C	Hefley, James C|Hefley, Marti		m	us	1932-2004.	1974	1974.0	1974	1.0	1.0		Wheaton, Ill.|Tyndale House|1974		Persecution|Missions|Vietnam	No time for tombstones; life and death in the Vietnamese jungle	longfiction	contemporary
njp.32101066122126	Grant, James Gregor			m	uk	d. 1875	1838	1838.0	1838	1.0	1.0	v.2	London;Saunders & Otley;1838.			Rufus, or, The red king : a romance	longfiction	contemporary
umn.319510008901568	Cavanna, Betty			f	us	1909-2001.	1948	1948.0	1948	1.0	1.0		Philadelphia|Westminster Press|c1948.		Airplanes|Piloting|Juvenile fiction	A girl can dream	juvenile	contemporary
uiuo.ark+=13960=t96692w8z	Opie, Amelia Alderson			f	uk	1769-1853.	1806	1806.0	1806	2.0	2.0	v.3	London;Printed for Longman, Hurst, Rees, and Orme;1806.			The soldier's return.  The brother and sister.  The revenge	shortfiction	contemporary
