docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
uc2.ark+=13960=t8mc8ss07				u			1854	1854.0	1854	2.0	2.0		Boston;E. W. Hinks;1854.		VI|United States|Alexander|Anti-Catholicism|Sources|Pope|1431-1503	One link in the chain of apostolic succession	notfiction	contemporary
nyp.33433074852835	Birmingham, George A	Hannay, James Owen	Birmingham, George A	m	ir	1865-1950.	1905	1905.0	1905	4.0	4.0		London;E. Arnold;1905.			The seething pot	longfiction	contemporary
uc2.ark+=13960=t74t6gp9m	Cushing, Paul			m	uk	1854-1919	1840	1840.0	1840	1.0	1.0	v.2	Edinburgh;W. Blackwood;1840.			The bull i' th' thorn	longfiction	contemporary
mdp.39015028435223				u			1992	1992.0	1992	1.0	1.0		New York, N.Y.|Peguin|1992.		United States|Women authors|Catholics|Literary collections|Girls|Catholic women|Catholic authors|American literature|20th century	Catholic girls	shortfiction	contemporary
uiuo.ark+=13960=t9j393d7p	Crumpe			u	uk		1829	1829.0	1829	1.0	1.0	v.1	London;H. Colburn;1829.		Ireland|History|1558-1603	Geraldine of Desmond, or, Ireland in the reign of Elizabeth	longfiction	contemporary
uiuo.ark+=13960=t1ng57g58	Anonymous			u			1868	1868.0	1868	1.0	1.0	v.3	London;Tinsley Bros.;1868.			Out of the meshes	longfiction	contemporary
uiuo.ark+=13960=t7zk5z02q	Brown, Thomas			m			1819	1819.0	1819	1.0	1.0	v.3	London;Printed for Sherwood, Neely, and Jones;1819.			London, or, A month at Steven's	longfiction	contemporary
mdp.39015012190651	Maupassant, Guy de			m	fr	1850-1893.	1917	1884.0	1893	1.0	1.0	v.12	New York;Brunswick Subscription Co.;1917			The complete works of Guy de Maupassant. Translations and critical and interpretative essays	drama	reprint
pst.000004786689	Chase, James Hadley		Marshall, Ranond	m	uk	1906-1985	1950	1950.0	1950	1.0	1.0		London|Published for the Crime Book Society by jarrolds|1950].			Malory	longfiction	contemporary
uc2.ark+=13960=t4bp02s9c	James, G. P. R. (George Payne Rainsford)			m	uk	1799-1860.	1844	1835.0	1844	1.0	1.0	v.14	London;Smith, Elder and Co.;1844-49.			[The works	longfiction	contemporary
uc2.ark+=13960=t7xk8n82d	Lever, Charles James			m	ir	1806-1872.	1880	1856.0	1872	1.0	1.0	v.12	London, New York;G. Routledge and Sons;188-?			Charles Lever's novels	longfiction	contemporary
mdp.39015061866318	Chaffee, Allen			m			1930	1930.0	1930	1.0	1.0		Springfield, Mass.|McLoughlin|1930?	Novel|Juvenile audience		Lost! : Two boys battle the elements	juvenile	contemporary
inu.39000003642282	Harris, Christie			f	ca	1907-2002	1975	1975.0	1975	1.0	1.0		Toronto|McClelland and Stewart|c1975.		Folklore|Indians of North America|Northwest, Pacific	Sky man on the totem pole?	juvenile	contemporary
mdp.39015059119886	Nissen, Thisbe			f	us	1972-	2004	2004.0	2004	1.0	1.0		New York|Alfred A. Knopf|Distributed by Random House|2004.	Domestic fiction|Novel|Psychological fiction	Single mothers|Accident victims|Islands|Community life|Custody of children|Summer resorts	Osprey Island	longfiction	contemporary
pst.000005455102	Fairchild, Garet	Rogers, Will H.	Fairchild, Garet	m	us		1956	1956.0	1956	1.0	1.0		New York|Exposition Press|1956].			Prisoners in the Riff : a novel	longfiction	contemporary
mdp.39015049744967	Cather, Willa			f	us	1873-1947.	1927	1915.0	1927	6.0	4.0		Boston|New York|Hougton Mifflin company|1927	Bibliographies	Opera|Young women|Women singers|Children of clergy|Social life and customs|Swedish Americans	The song of the lark	longfiction	contemporary
uiuo.ark+=13960=t3bz6v35r	Scott, Walter, Sir			m	uk	1771-1832.	1818	1817.0	1818	18.0	4.0	v.2	Edinburgh;Printed by James Ballantyne and Co. for Archibald Constable and Co.;London;Longman, Hurst, Rees, Orme, and Brown;1818.		1671-1734|Rob Roy	Rob Roy	longfiction	contemporary
uiuo.ark+=13960=t0qr5fj5r	Savile, Charles Stuart			m	uk	1816-1870	1842	1842.0	1842	1.0	1.0	v.2	London;R. Bentley;1842.			Karah Kaplan; or, The Koordish chief	longfiction	contemporary
mdp.39015018520398	Moggach, Deborah			f	uk	b. 1948	1990	1990.0	1990	1.0	1.0		London|Heinemann|1990.			Stolen	longfiction	contemporary
mdp.39015001610354	Cheever, John			m	us	1912-1982	1977	1977.0	1977	3.0	3.0		New York|Knopf|1977.		Large type books	Falconer	longfiction	contemporary
mdp.39015060075960	Rosencof, Mauricio			m	uy	b. 1933	2004	2000.0	2004	1.0	1.0		Albuquerque|University of New Mexico Press|2004.		Uruguay|Jews|Authors, Uruguayan|Political prisoners|Biography|20th century	The letters that never came	longfiction	contemporary
uc1.b3741192	Wambakha, O			u			1978	1978.0	1978	1.0	1.0		Nairobi|Kenya Literature Bureau|1978.			The closed road to Wapi	longfiction	contemporary
uc1.32106018712015	Dean, Louise			f	uk	b. 1970	2005	2005.0	2005	2.0	2.0		London|Scribner|2005		Maze Prison (Lisburn, Northern Ireland)|Politics and government|1969-1994	This human season	longfiction	contemporary
mdp.39015066783013	Block, Elizabeth (Elizabeth Ruth)	Block, Elizabeth Ruth		f	us		2005	2005.0	2005	1.0	1.0		New York|Spuyten Duyvil|c2005.	Psychological fiction|Experimental fiction	Motion picture authorship|Motion picture industry|Identity (Psychology)|Screenwriters	A gesture through time	longfiction	contemporary
mdp.39015065707187	Ripley, Sidney Dillon			m	us	1913-2001.	1942	1942.0	1942	2.0	2.0		New York|Harper|1942. --		Denison-Crockett expedition to the South Pacific 1937-1938|Collection and preservation|Birds	Trail of2001. the money bird : 30,000 miles of adventure with a naturalist	notfiction	contemporary
uc1.b3626218	Paulding, James Kirke			m	us	1778-1860.	1835	1831.0	1835	2.0	2.0	v. 2	New York;Harper & brothers;1835.		History|History	Koningsmarke; or, Old times in the new world	longfiction	contemporary
uc2.ark+=13960=t51g0v51c	Daudet, Alphonse			m	fr	1840-1897.	1898	1891.0	1897	1.0	1.0	v.08	New York;Society of English and French Literature;1898-1900			The novels, romances, and memoirs of Alphonse Daudet	longfiction	contemporary
mdp.39015048891959	Stewart, Fred Mustard			m	us	1932-2007.	1978	1978.0	1978	1.0	1.0		New York|Viking Press|1978			A rage against heaven	longfiction	contemporary
uiuo.ark+=13960=t04x5pc89	Mrs. S?			u			1811	1811.0	1811	1.0	1.0	v.1	London;printed for C. Chapple;1811.			Gotha, or Memoirs of the Wurtzburg family, founded on facts	longfiction	contemporary
mdp.39015064003018	Bray, (Anna Eliza), Mrs	Bray, Anna Eliza		f	uk	1790-1883.	1815	1815.0	1815	2.0	1.0	v.8	London;Longman, Brown, Green, and Longmans;1815.			Trials of the heart	longfiction	contemporary
uc2.ark+=13960=t0sq8zn5q	Howard, M. W. (Milford Wriarson)	Howard, Milford Wriarson		m	us	1862-1937.	1921	1921.0	1921	2.0	2.0		Los Angeles, Cal.;Published by J.F. Rowny Press;1921.			Peggy Ware	longfiction	contemporary
uiuo.ark+=13960=t67375c09	Gore	Gore, Catherine Grace Frances		f	uk	1798-1861	1857	1857.0	1857	2.0	2.0	v.3	London;Hurst and Blankett;1857.			The two aristocracies	longfiction	contemporary
inu.30000052999335	Ben Odeh, Hikmat			m			1995	1995.0	1995	2.0	2.0		Irbid|H. Ben Odeh|c1995.		Palestine|Jordan|Fairy tales	Classic Fairy Tales from ancient Palestine and Jordan	shortfiction	contemporary
inu.39000000277678	Apolo, Edia			f			1982	1982.0	1982	1.0	1.0		Apapa, Lagos, Nigeria|Heritage Books|1982.			Lagos na waa i swear	shortfiction	contemporary
nnc1.0036685208	duc de, Lévis, Pierre-Marc-Gaston			m	fr	1764-1830.	1829	1829.0	1829	1.0	1.0	v.1	New-York;Sold by G. & C. and H. Carvill [and 12 others;1829.			The Carbonaro : Piedmontese tale	longfiction	contemporary
uc2.ark+=13960=t7dr2sh01	Bennett, Arnold			m	uk	1867-1931.	1912	1912.0	1912	4.0	2.0		New York;George H. Doran Company;c1912			The matador of the Five Towns	shortfiction	contemporary
mdp.39015018053242	Ashley, Robert Paul			u		1915-	1953	1650.0	1953	2.0	2.0		New York|Rinehart|1953		Early modern, 1500-1700|English fiction	Elizabethan fiction	shortfiction	reprint
pst.000021382758				u			1954	1954.0	1954	1.0	1.0	win. v.16	New York|Reader's Digest Association|1954.		Condensed books	Reader's digest condensed books : winter 1954 selections, vol. 16	shortfiction	contemporary
mdp.39015048712163	Dawson, Fielding			m	us	1930-2002.	1985	1985.0	1985	1.0	1.0		Santa Barbara|Black Sparrow Press|1985.			Virginia Dare : stories, 1976-1981	shortfiction	contemporary
mdp.39015063918133	Fletcher, J. S. (Joseph Smith)	Fletcher, Joseph Smith		m	uk	1863-1935.	1935	1935.0	1935	1.0	1.0		New York|A. A. Knopf|1935.			The eleventh hour; being the second of the further adventures of Ronald Camberwell	longfiction	contemporary
mdp.39015055883816	Gornick, Lisa			f	us	1956-	2002	2002.0	2002	1.0	1.0		Chapel Hill, N.C.|Algonquin Books of Chapel Hill|2002.		Psychotherapist and patient|Fathers and sons|Married people|Psychiatrists|Prisoners|Drug abuse	A private sorcery : a novel	longfiction	contemporary
uiuo.ark+=13960=t5j96f67z	Cathcart			f	uk		1833	1833.0	1833	1.0	1.0	v.1	London;Longman;1833.			Adelaide;	longfiction	contemporary
mdp.39015065769393	Surr, T. S. (Thomas Skinner)	Surr, Thomas sKinner		m	uk	1770-1847.	1801	1801.0	1801	1.0	1.0	v.2	London;Printed for T. Hurst;1801-02.			Splendid misery. A novel	longfiction	contemporary
uc2.ark+=13960=t9862cj28	Ferguson, Esther Baldwin			f	us	b. 1842	1910	1910.0	1910	1.0	1.0	c.2	San Francisco;Gilmartin Company;c1910.		Equality|Social conditions|Women|20th century	The lump of gold	longfiction	contemporary
uc2.ark+=13960=t31261n0t	Daudet, Alphonse			m	fr	1840-1897.	1898	1892.0	1897	1.0	1.0	v.04	New York;Society of English and French Literature;1898-1900			The novels, romances, and memoirs of Alphonse Daudet	longfiction	contemporary
umn.31951002102922y	Goddard, Constance Felicity			f	uk		1945	1945.0	1945	1.0	1.0		London|J. Cape|1945.			Come wind, come weather	longfiction	contemporary
njp.32101068163615				u			1820	1820.0	1820	1.0	1.0	vol.2	London;T. Egerton;1820.			Good-humour; or, My uncle, the general	longfiction	contemporary
mdp.39015010397001	Murasaki Shikibu	Shikibu, Murasaki		f	jp	978-1016	1976	1537.0	1976	1.0	1.0	v.1	New York|Alfred A, Knopf|c1976.			The tale of Genji	longfiction	reprint
uc2.ark+=13960=t1sf2qf1f	Hayes, Clair W. (Clair Wallace)	Hayes, Clair Wallace		f	us	b. 1887.	1917	1917.0	1917	2.0	2.0		New York;A.L. Burt Co.;c1917.		France|Verdun, Battle of, Verdun, France, 1916|Campaigns|World War, 1914-1918|Juvenile fiction	The boy allies at Verdun, or, Saving France from the enemy	longfiction	contemporary
nyp.33433074929476	Braddon, M. E. (Mary Elizabeth)	Braddon, Mary Elizabeth		f	uk	1835-1915.	1873	1873.0	1873	6.5	4.5	v. 2	Leipzig;B. Tauchnitz;1873.			Strangers and pilgrims; a novel	longfiction	contemporary
wu.89098877509	Kinzie, John H., Mrs	Kinzie, Juliette Augusta Magill		f	us	1806-1870.	1856	1856.0	1856	6.0	5.0		New York;Derby & Jackson;Cincinnati;H.W. Derby & co.;1856.		Indians of North America|Northwest, Old|Description and travel|Frontier and pioneer life|Wisconsin|1775-1865|1806-1870|History|Kinzie, John H|Mrs	"Wau-bun, the ""early day"" in the North-west"	notfiction	contemporary
uc1.32106011486914		Ryder, Frank Glessner		m		b. 1916	1988	1988.0	1988	1.0	1.0		New York|Continuum|1988.		Short stories, German|English fiction|Short stories, English|18th century|German fiction|Translations into English|19th century	German romantic stories	shortfiction	contemporary
uva.x001850551	Strother, Emily Vielé			f	us	1866-1959	1915	1915.0	1915	1.0	1.0		New York;E. P. Dutton & company;c1915			Eve Dorre : the story of her precarious youth	longfiction	contemporary
nyp.33433076059850	Putnam, Nina (Wilcox), Mrs			f	us	1888-1962.	1912	1912.0	1912	1.0	1.0		Garden City, N.Y.;Doubleday, Page;1912.			In search of Arcady	longfiction	contemporary
mdp.39015035016099	Garner, James Finn			m	us	b. 1960	1995	1995.0	1995	1.0	1.0		New York|Macmillan|c1995.		Large type books|Political correctness|Holidays|Humorous stories, American	Politically correct holiday stories : for an enlightened yuletide season	shortfiction	contemporary
uiuo.ark+=13960=t2x354s13	Ouida	Ramé, Mary-Louise	Ouida	f	uk	1839-1908.	1878	1878.0	1878	1.0	1.0	v.1	London;Chatto & Windus;1878.			Friendship	longfiction	contemporary
uc1.b3336986	Crawford, F. Marion (Francis Marion)	Crawford, Francis Marion		m	us	1854-1909.	1882	1890.0	1882	1.0	1.0	v. 17	New York;Collier;c1882-c1904			The complete works of F. Marion Crawford	longfiction	contemporary
nyp.33433076079304	Huntington, J. V. (Jedediah Vincent)	Huntington, Jedediah Vincent		m	us	1815-1862.	1853	1853.0	1853	1.0	1.0	v. 1	New York;Redfield;1853.			Alban : or the history of a young Puritan	longfiction	contemporary
mdp.39015035319808	Ėrenburg, Ilʹi͡a	Erenburg, Ilya Grigoryevich		m	ru	1891-1967.	1949	1948.0	1949	1.0	1.0		New York|Gaer Associates|1949			The storm;	longfiction	contemporary
uc1.$b104884	Richardson, Evelyn May Fox			f	ca	1902-1976	1953	1953.0	1953	1.0	1.0		Philadelphia|Macrae Smith Co.|c1953.			Desired haven	longfiction	contemporary
nyp.33433076086028				u	us		1863	1863.0	1863	1.0	1.0		New York;Dick & Fitzgerald;c1863		English fiction	Tom Ripon; or, The highwayman and housebreaker	longfiction	contemporary
uc1.$b28759	Wood, S. R			u			1894	1894.0	1894	2.0	2.0		Ferndale, Calif.;Matthews & Wooldridge, publishers;1894.			Immanuel	juvenile	contemporary
mdp.39015002203357	Fitzgerald, F. Scott (Francis Scott)	Fitzgerald, Francis Scott		m	us	1896-1940.	1926	1926.0	1926	1.0	1.0		New York|Scribner's sons|1926.			All the sad young men	shortfiction	contemporary
nyp.33433067303812	Mills, John			m	uk	-approximately 1885.	1844	1844.0	1844	1.0	1.0	v. 3	London;Saunders and Otley;1844.			The English fireside : a tale of the past	longfiction	contemporary
mdp.39015024079116	Wibberley, Leonard	Wibberley, Leonard Patrick O'Connor		m	uk	1915-1983.	1959	1959.0	1959	1.0	1.0		New York|Putnam|c1959.			The quest of Excalibur	longfiction	contemporary
nyp.33433074870647	Higgins, D. W. David Williams)	Higgins, David William		m	ca	1834-1917	1904	1904.0	1904	2.0	2.0		Toronto;W. Briggs;1904.			The mystic spring : and other tales of western life	shortfiction	contemporary
uc2.ark+=13960=t6j100k2b	Bouilly, Jean Nicolas			m	fr	1763-1842.	1813	1813.0	1813	1.0	1.0		London;Colburn;1813.		Young women	A father's advice to his daughter; or, Instructive narratives from real life	notfiction	contemporary
uc2.ark+=13960=t1hh6mf0f	Jewett, Mrs. Susan W ]			f	us		1856	1856.0	1856	3.0	3.0		Cincinnati;Truman and Spofford;1856.			The old corner cupboard;	longfiction	contemporary
njp.32101068162740	Adams, F. Colburn (Francis Colburn)	Adams, Francis Colburn		m	us		1855	1855.0	1855	1.0	1.0	vol.1	London;Sampson Low;1855.			Our world, or, The democrat's rule	longfiction	contemporary
mdp.39015019429110	Texier, Catherine			f	fr	b. 1947	1990	1990.0	1990	1.0	1.0		New York|Viking|1990.			Panic blood	longfiction	contemporary
uc2.ark+=13960=t46q29319	Wilson, John Mackay			m	uk	1804-1835.	1857	1835.0	1835	5.0	2.0	v.3	Manchester;Ainsworth; (etc., etc.);(1857-58)		Borders of Scotland|Scottish Borders (Scotland)	Wilson's tales of the borders, and of Scotland;	longfiction	contemporary
mdp.39015078783464	Griffiths, Elly	Griffiths, Elly	de Rosa, Domenica	f	uk	b. 1963	2009	2009.0	2009	1.0	1.0		London|Quercus|2009.	Novel|Detective and mystery stories	Women archaeologists|Serial murderers|Missing children	The crossing places	longfiction	contemporary
uiuo.ark+=13960=t3st83j7v	Lewis, M. G. (Matthew Gregory)	Lewis, Matthew Gregory		m	uk	1775-1818.	1808	1808.0	1808	2.0	2.0	v.2	London;Printed by D.N. Shury, for Longman, Hurst, Rees, and Orme;1808.			Romantic tales	longfiction	contemporary
inu.30000081189692				u			2001	2001.0	2001	1.0	1.0		Lagos|Synergy Educational in conjunction with Mace Books|c2001.		Short stories, Nigerian (English)	The reward and other stories : selected from the third edition of the All-Nigerian Primary School Pupils Story Writing Competition	shortfiction	contemporary
mdp.39015062686400	Sterling, John			m	uk	1805-1844	1832	1832.0	1832	2.0	2.0	v.2	London;E. Wilson;1832.			Fitzgeorge : a novel	longfiction	contemporary
uc1.$b116512	Wannan, Bill			m	au	1915-2003	1962	1962.0	1962	1.0	1.0		Melbourne|Lansdowne Press|1962		Australian literature|Australian wit and humor|Humor|20th century	Modern Australian humour	shortfiction	contemporary
njp.32101072911082	Arnaud, François-Thomas-Marie de Baculard d'			m	fr	1718-1805.	1803	1803.0	1803	1.0	1.0	vol. 8	Paris;Laporte;1803.			Nouvelles historiques.--t	notfiction	contemporary
mdp.39015063963261	Verschoyle, Catherine Mildred			f	uk	1874-1951	1927	1927.0	1927	1.0	1.0		London|New York [etc.|Longmans, Green and co.|1927.			Oldham; a novel	longfiction	contemporary
nyp.33433082346044	Langford, George			m	us	1876-	1921	1921.0	1921	1.0	1.0		New York;Boni and Liveright;c1921.			Kutnar, son of Pic	juvenile	contemporary
pst.000005412082	Howard, Frederick James			m	uk	1904-	1930	1928.0	1930	1.0	1.0		London|New York [etc.|Longmans, Green and co. ltd.|1930.			The emigrant	longfiction	contemporary
mdp.39015010950544	Sherwood, (Mary Martha), 1775-1851, Mrs			f	uk	1775-1851.	1827	1820.0	1827	2.0	2.0		Wellington;Salop;Printed by and for F. Houlston and son;1827.			The governess; or, The little female academy	juvenile	contemporary
uc1.$b254220				u			1815	1815.0	1815	2.0	2.0	v. 3	London;Printed for Longman, Hurst, Rees, Orme, and Brown;1815.			Varieties of life;	longfiction	contemporary
njp.32101079836282	Stebbins, Callie B			f			1908	1908.0	1908	1.0	1.0		Lamoni, Iowa;Herald Publishing House;1908.			The silver thimble ; and, The happiest Christmas / by Callie B. Stebbins	juvenile	contemporary
njp.32101067627867	Arthur, T. S. (Timothy Shay)	Arthur, Timothy Shay		m	us	1809-1885.	1843	1843.0	1843	3.0	3.0		Philadelphia;Henry F. Anners;1843			Lovers and husbands: a story of married life	longfiction	contemporary
hvd.rslysq	Hays, Mary			u		1759 or 60-1843.	1803	1803.0	1803	1.0	1.0		London;Printed for Richard Phillips;1803.		Women|Biography	Female biography; or, memoirs of illustrious and celebrated women, of all ages and countries	notfiction	contemporary
inu.32000000646036	Sue, Eugène			m	fr	1804-1857.	1844	1844.0	1844	1.0	1.0	v.3-4	London;Chapman and Hall;1844-1845.			The wandering Jew	longfiction	contemporary
mdp.39015063268497	Mesler, Corey			u			2005	2005.0	2005	1.0	1.0		Livingston, AL|Livingston Press, University of West Alabama|c2005.			We are billion-year-old carbon : a tribal-love-rock-novel set in the sixties on an outpost planet called Memphis	longfiction	contemporary
inu.32000002882670	Oliphant, Mrs. (Margaret)	Oliphant, Margaret		f	uk	1828-1897.	1880	1880.0	1880	3.0	3.0		Chicago;Belford, Clarke & Co.;c188-.			The Ladies Lindores	longfiction	contemporary
uc1.$b242644	Manning, Rosemary			f	uk	1911-1988	1960	1960.0	1960	1.0	1.0		London|J. Cape|1960.			Look, stranger	longfiction	contemporary
mdp.39015016424148	Helme, Elizabeth			f	uk	d. 1816.	1805	1805.0	1805	1.0	1.0	v.2	Brentford;Printed by and for P. Norbury;1805.			The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend	longfiction	contemporary
