docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob
hvd.hxij8t	marchese di. Salvi, Carlo	marchese di. Salvi, Carlo		1808	1808	s	1808	    	Troy, N.Y.;Published by Wright, Goodenow, and Stockwell, at the Rensselaer Bookstore -- for themselves ; for Goodenow and Co., Boston ; and for Thomas and Tappan, Portsmouth, N.H.;1808.	1808		NotFiction	1789-1815|Description and travel|Politics and government	Europe	D919.S18	11247980.0	nyu	8643654	2	2.0	2.0			Travels in the year 1806, | from Italy to England, through the Tyrol, Styria, Bohemia, Gallicia, Poland, and Livonia, containing the particulars of the liberation of Mrs. Spencer Smith, from the hands of the French police ... | $c: Effected and written by the Marquis de Salvo.		True	Travels in the year 1806, from Italy to England, through the Tyrol, Styria, Bohemia, Gallicia, Poland, and Livonia, containing the particulars of the liberation of Mrs. Spencer Smith, from the hands of the French police	0.9449481428359492	0.2014723948339789
mdp.39015010783804	Porter, Anna Maria	Porter, Anna Maria	1780-1832.	1809	1809	s	1809	    	London;Printed for Longman, Hurst, Rees, and Orme;1809.	1809		Fiction|NotFiction	1554-1578|Sebastião|Sebastião|Fiction|King of Portugal			14032243.0	enk	169195	2	5.0	3.0	v.1	1.0	Don Sebastian; or, The House of Braganza | an historical romance ... | $c: by Miss Anna Maria Porter.		True	Don Sebastian; or, The House of Braganza an historical romance	0.2262364706086776	0.02085765431975771
mdp.39015010783788	Porter, Anna Maria	Porter, Anna Maria	1780-1832.	1809	1809	s	1809	    	London;Printed for Longman, Hurst, Rees, and Orme;1809.	1809		Fiction|NotFiction	1554-1578|Sebastião|Sebastião|Fiction|King of Portugal			14032243.0	enk	169195	2	5.0	3.0	v.3	3.0	Don Sebastian; or, The House of Braganza | an historical romance ... | $c: by Miss Anna Maria Porter.		True	Don Sebastian; or, The House of Braganza an historical romance	0.0	0.0
njp.32101068971447	Kett, Henry	Kett, Henry	1761-1825.	1809	1809	s	1809	    	London;Rivington;1809.	1809	2d ed.	NotFiction	Conduct of life			2109293.0	enk	7689708	2	2.0	2.0	vol.2	2.0	Emily, | a moral tale, including letters from a father to his daughter, upon the most important subjects. | $c: By Henry Kett.		True	Emily, a moral tale, including letters from a father to his daughter, upon the most important subjects	0.6877788146285583	0.3599351059081037
uc2.ark+=13960=t4jm2gv57	Corp, Harriet	Corp, Harriet		1809	1809	s	1809	    	London;Printed for Williams and Smith;1809.	1809		Fiction	English fiction			9901114.0	enk	7707661	1	2.0	2.0			A sequel to The antidote to the miseries of human life		True	A sequel to The antidote to the miseries of human life	0.4141788293442266	0.16451522636769295
uc1.b3327125	Sir, pseud. Rover, George	pseud. Rover, George, Sir		1809	1809	s	1809	    	London;Printed for Edmund Lloyd;1809.	1809		NotFiction				13346665.0	enk	7923053	2	2.0	2.0			Coelebs suited; or the opinions and part of the life of Caleb Coelebs, Esq., a distant relation of the late Charles Coelebs, Esq., deceased.		True	Coelebs suited; or the opinions and part of the life of Caleb Coelebs, Esq., a distant relation of the late Charles Coelebs, Esq., deceased	0.73894229525175	0.007930160685614649
nyp.33433074922729	Smith, Elizabeth	Smith, Elizabeth	1776-1806.	1809	1806	s	1809	    	Bath;Printed by R. Cruttwell;1809.	1809		NotFiction	Miscellanea|English literature			37327879.0	enk	8670736	1	2.0	2.0	v. 2	2.0	Fragments, in prose and verse: | $c: by Miss Elizabeth Smith, lately deceased. With some account of her life and character, by H.M. Bowdler.		True	Fragments, in prose and verse:	1.0	0.0
nyp.33433075812846	Regnault-Warin, J.-J. (Jean-Joseph)	Regnault-Warin, J.-J. (Jean-Joseph)	1771-1844.	1809	1809	s	1809	    	Boston, Hastings, Etheridge and Bliss;1809.	1809		War stories|Fiction|Historical fiction|NotFiction	French fiction|History|Revolution, 1789-1799|Fiction	France	PQ2386.R3C53	3683824.0	mau	8672091	1	2.0	2.0	v. 1	1.0	The Magdalen church-yard, | $c: from the French of J. J. Regnault Warin ... tr. by Samuel Mackay ...		True	The Magdalen church-yard	0.38783783482184997	0.2362006667189731
nyp.33433075812838	Regnault-Warin, J.-J. (Jean-Joseph)	Regnault-Warin, J.-J. (Jean-Joseph)	1771-1844.	1809	1809	s	1809	    	Boston, Hastings, Etheridge and Bliss;1809.	1809		War stories|Fiction|Historical fiction|NotFiction	French fiction|History|Revolution, 1789-1799|Fiction	France	PQ2386.R3C53	3683824.0	mau	8672091	1	2.0	2.0	v. 2	2.0	The Magdalen church-yard, | $c: from the French of J. J. Regnault Warin ... tr. by Samuel Mackay ...		True	The Magdalen church-yard	0.3830710843745975	0.18516765288804649
hvd.hxgeza	Byron, Medora Gordon	Byron, Medora Gordon		1809	1809	s	1809	    	London;Printed at the Minerva-Press for A.K. Newman;1809.	1809	3rd ed.	Fiction				14225038.0	enk	9707559	1	2.0	2.0	v.1	1.0	Celia in search of a husband / | $c: by a modern antique.		True	Celia in search of a husband	0.0	0.0
hvd.hxgeyk	Byron, Medora Gordon	Byron, Medora Gordon		1809	1809	s	1809	    	London;Printed at the Minerva-Press for A.K. Newman;1809.	1809	3rd ed.	Fiction				14225038.0	enk	9707559	1	2.0	2.0	v.2	2.0	Celia in search of a husband / | $c: by a modern antique.		True	Celia in search of a husband	0.06467504455136422	0.12998822874063432
hvd.hn2gig	Sandham, Elizabeth	Sandham, Elizabeth		1809	1809	s	1809	    	London;Printed for J. Harris;1809.	1809		Juvenile audience|Fiction|UnknownGenre				20818400.0	enk	9714101	1	2.0	2.0			The adventures of poor puss / | $c: by Miss Sandham.		True	The adventures of poor puss	0.08057651389610669	0.96684191056592
umn.31951001996052b	Cooper, James Fenimore	Cooper, James Fenimore	1789-1851.	1809	1809	q	1809	1985	Boston|s.n.|18--?	"<estimate=""18--?]"">"		Fiction|NotFiction	American fiction			785868972.0	mau	12224046	1	17.0	2.0			The two admirals : | a tale / | $c: by J. F. Cooper ; with an introduction by Susan Fenimore Cooper.		True	The two admirals : a tale	0.16542396552699512	0.0007764743620598513
uc1.b4109060	Carter, Elizabeth	Carter, Elizabeth	1717-1806.	1817	1806	s	1817	    	London;Printed for F.C. and J. Rivington;1817;(R.& R. Gilbert)	1817		NotFiction	Montagu, Elizabeth Robinson|Carter, Elizabeth|1717-1806|1720-1800|Correspondence			296870.0	enk	6157272	2	2.0	2.0	v.1	1.0	Letters from Mrs. Elizabeth Carter, to Mrs. Montagu, between the years 1755 and 1800 : | chiefly upon literary and moral subjects; published from the originals in the possession of the Rev. Montagu Pennington.		True	Letters from Mrs. Elizabeth Carter, to Mrs. Montagu, between the years 1755 and 1800 : chiefly upon literary and moral subjects; published from the originals in the possession of the Rev. Montagu Pennington	0.9468247975013664	0.9490408651942159
njp.32101072858051	Smith, Charlotte	Smith, Charlotte Turner	1749-1806.	1820	1806	s	1820	    	London;Rivington;1820	1820		Bibliographies|Fiction	Women landowners|Social classes|Inheritance and succession|Fiction|Women domestics|Manors		P21.B77	4157531.0	enk	9009489	1	4.0	2.0	v.36	36.0	The old manor house / | $c: By Charlotte Smith.		True	The old manor house	0.06252976492357458	0.040347338494772164
njp.32101072858069	Smith, Charlotte	Smith, Charlotte Turner	1749-1806.	1820	1806	s	1820	    	London;Rivington;1820	1820		Bibliographies|Fiction	Women landowners|Social classes|Inheritance and succession|Fiction|Women domestics|Manors		P21.B77	4157531.0	enk	9009489	1	4.0	2.0	v.37	37.0	The old manor house / | $c: By Charlotte Smith.		True	The old manor house	0.12070746474570015	0.11822551173426048
dul1.ark+=13960=t2b861307	Reeve, Clara	Reeve, Clara	1729-1807.	1821	1807	s	1821	    	London;G. Virtue;1821	1821		NotFiction				123106968.0	enk	10945308	1	2.0	2.0			Fatherless Fanny, or, A young lady's first entrance into life		True	Fatherless Fanny, or, A young lady's first entrance into life	0.11329431468144575	0.07932821844171951
uc1.b3114047	Park, Mungo	Park, Mungo	1771-1806.	1842	1806	s	1842	    	Edinburgh;Chambers;1842.	1842		NotFiction				18140304.0	stk	7936548	2	2.0	2.0			The life and travels. | Also, an account of the progress of African discovery.		False	The life and travels. Also, an account of the progress of African discovery	0.9567546918731538	0.5132360323294719
mdp.39015023957098	Mīr Amman Dihlavī	Mīr Amman Dihlavī	active 1801-1806.	1890	1806	s	1890	    	London [etc.;W. H. Allen & co.;1890.	1890		NotFiction				4455060.0	enk	1329159	2	2.0	2.0			The stories of the Bágh o bahár. | Being an abstract made from the original text. | $c: By Edith F. Parry, B.A.		False	The stories of the Bágh o bahár. Being an abstract made from the original text	0.659257935580751	0.17087386972035784
uc1.b3546611	Cowper, William	Cowper, William	1731-1800.	1931	1800	s	1931	    	London|Oxford University Press|1931.	1931		Fiction			PR3380.A5O8	2293300.0	enk	668848	2	2.0	2.0			New poems, | $c: by William Cowper.		False	New poems	0.9502416204861852	0.9785631355365842
mdp.39015010418625	Bage, Robert	Bage, Robert	1728-1801.	1951	1801	s	1951	    	London|Turnstile Press|1951	1951		Fiction|NotFiction				421773.0	enk	356332	1	3.0	2.0			Hermsprong; or Man as he is not. | $c: Edited by Vaughan Wilkins.		False	Hermsprong; or Man as he is not	0.20088406845750192	0.2425300045893405
uc1.32106008140425	Novalis	Novalis	1772-1801.	1964	1801	s	1964	    	New York|Ungar|1964. --	1964		Fiction			PT2291.H3x	558182.0	nyu	1030339	2	2.0	2.0			Henry von Ofterdingen : | a novel / | $c: Novalis ; translated from the German by Palmer Hilty.		False	Henry von Ofterdingen : a novel	0.1001677721539523	0.3193099471073609
mdp.39076006602267	Mackenzie, Henry	Mackenzie, Henry	1745-1831.	1808	1808	s	1808	    	Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.	1808	I. Man of feeling. Man of the world.--II. Man of the world (cont.)--III. Julia de Roubigné.--IV. Papers from The Mirror.--V. Papers from The Mirror (cont.) Papers from The Lounger.--VI. Papers from The Lounger (cont.)--VII. Papers from The Lounger (cont.) Life of Dr. Blacklock. Life of Lord Abercromby. Life of William Tytler. Review of the principal proceedings of the Parliament of 1784.--VIII. Poems. Dramatic pieces: The prince of Tunis. The Spanish father. False shame, or The white hypocrit.	Bibliographies|Fiction|NotFiction	Lord|1711-1792|1745-1795|Tytler, William|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791		PR3543.M2 1808	603184.0	stk	630145	4	9.0	7.0	v.3	3.0	The works of Henry Mackenzie, esq. ...	Julia de Roubigné	True	Julia de Roubigné	0.0	0.0
uc1.$b250206	Morgan	Morgan		1809	1809	s	1809	    	London;Longman, Hurst, Rees and Orme;1809.	1809						13320201.0	enk	241917	2	1.75	1.75	v. 1	1.0	Woman		True	Woman	0.03902899296106315	0.0038638823674853853
uc1.$b250207	Morgan	Morgan		1809	1809	s	1809	    	London;Longman, Hurst, Rees and Orme;1809.	1809						13320201.0	enk	241917	1	1.75	1.75	v. 2	2.0	Woman		True	Woman	0.09024505356441513	0.042983023018013024
uc1.$b250208	Morgan	Morgan		1809	1809	s	1809	    	London;Longman, Hurst, Rees and Orme;1809.	1809						13320201.0	enk	241917	2	1.75	1.75	v. 3	3.0	Woman		True	Woman	0.052628106070688914	0.0021082704867446717
uc2.ark+=13960=t0zp40383	Morgan	Morgan		1809	1809	s	1809	    	London;Longman, Hurst, Rees and Orme;1809.	1809						13320201.0	enk	241917	2	1.75	1.75	v.4	4.0	Woman		True	Woman	0.16317086059157446	0.003481321798882877
hvd.hwe3la	Opie, Amelia Alderson	Opie, Amelia Alderson	1769-1853.	1809	1809	s	1809	    	London;Printed for Longman, Hurst, Rees, and Orme;1809.	1809	3d. ed.	Fiction				11179816.0	enk	9708808	1	1.75	1.75	v.1	1.0	Simple tales / | $c: by Mrs. Opie.		True	Simple tales	0.06924514800014503	0.024422950795542152
hvd.hwe3lb	Opie, Amelia Alderson	Opie, Amelia Alderson	1769-1853.	1809	1809	s	1809	    	London;Printed for Longman, Hurst, Rees, and Orme;1809.	1809	3d. ed.	Fiction				11179816.0	enk	9708808	2	1.75	1.75	v.2	2.0	Simple tales / | $c: by Mrs. Opie.		True	Simple tales	0.14152335778884484	0.07769774111076838
uiuo.ark+=13960=t76t1998v	Scott, Walter	Scott, Walter, Sir	1771-1832.	1816	1816	s	1816	    	Edinburgh;W. Blackwood;London;J. Murray;1816.	1816		Fiction|NotFiction	Scottish authors|Scotland|Jacobites|English fiction|Fiction|Covenanters			2461097.0	stk	2104611	1	16.0	16.0	v.1	1.0	Tales of my landlord		True	Tales of my landlord	0.06941056035655704	0.002533142786090185
uiuo.ark+=13960=t19k4zt0k	Scott, Walter	Scott, Walter, Sir	1771-1832.	1816	1816	s	1816	    	Edinburgh;W. Blackwood;London;J. Murray;1816.	1816		Fiction|NotFiction	Scottish authors|Scotland|Jacobites|English fiction|Fiction|Covenanters			2461097.0	stk	2104611	1	16.0	16.0	v.2	2.0	Tales of my landlord		True	Tales of my landlord	0.07564933388615402	0.001996953216672716
uiuo.ark+=13960=t2v41c088	Scott, Walter	Scott, Walter, Sir	1771-1832.	1816	1816	s	1816	    	Edinburgh;W. Blackwood;London;J. Murray;1816.	1816		Fiction|NotFiction	Scottish authors|Scotland|Jacobites|English fiction|Fiction|Covenanters			2461097.0	stk	2104611	1	16.0	16.0	v.3	3.0	Tales of my landlord		True	Tales of my landlord	0.12274254510991835	0.01021423442964017
uiuo.ark+=13960=t8z89vv9r	Scott, Walter	Scott, Walter, Sir	1771-1832.	1816	1816	s	1816	    	Edinburgh;W. Blackwood;London;J. Murray;1816.	1816		Fiction|NotFiction	Scottish authors|Scotland|Jacobites|English fiction|Fiction|Covenanters			2461097.0	stk	2104611	1	16.0	16.0	v.4	4.0	Tales of my landlord		True	Tales of my landlord	0.0	0.0
uc2.ark+=13960=t4nk3kh11	Moore, George	Moore, George	fl. 1797-1811.	1906	1811	 	1906	    	London;William Heinemann;1906.	1906		Autobiography|NotFiction|Fiction|UnknownGenre				717540.0	   	7701771	1	12.0	12.0			Memoirs of my dead life		False	Memoirs of my dead life	0.4512009434579693	0.0009007827914116493
pst.000006711061	Roche, Regina Maria	Roche, Regina Maria	1764?-1845.	1810	1810	s	1810	    	London;Newman;1810.	1810	6th ed.	Fiction|UnknownGenre|NotFiction				1398658.0	xx 	7517065	1	13.333333333333336	8.333333333333332	v.1	1.0	The children of the abbey : | a tale.		True	The children of the abbey : a tale	0.07919313645306683	0.35840721453933394
pst.000006711085	Roche, Regina Maria	Roche, Regina Maria	1764?-1845.	1810	1810	s	1810	    	London;Newman;1810.	1810	6th ed.	Fiction|UnknownGenre|NotFiction				1398658.0	xx 	7517065	1	13.333333333333336	8.333333333333332	v.2	2.0	The children of the abbey : | a tale.		True	The children of the abbey : a tale	0.0	0.0
pst.000006711092	Roche, Regina Maria	Roche, Regina Maria	1764?-1845.	1810	1810	s	1810	    	London;Newman;1810.	1810	6th ed.	Fiction|UnknownGenre|NotFiction				1398658.0	xx 	7517065	1	13.333333333333336	8.333333333333332	v.3	3.0	The children of the abbey : | a tale.		True	The children of the abbey : a tale	0.06235073734501245	0.04611034915336961
pst.000006711108	Roche, Regina Maria	Roche, Regina Maria	1764?-1845.	1810	1810	s	1810	    	London;Newman;1810.	1810	6th ed.	Fiction|UnknownGenre|NotFiction				1398658.0	xx 	7517065	1	13.333333333333336	8.333333333333332	v.4	4.0	The children of the abbey : | a tale.		True	The children of the abbey : a tale	0.0	0.0
uva.x001770566	Moore, George	Moore, George	fl. 1797-1811.	1898	1811	s	1898	    	Leipzig;B. Tauchnitz;1898.	1898	Copyright ed.	Fiction|UnknownGenre|NotFiction	English fiction			6628901.0	gw 	7690904	2	12.0	11.0	V.1	1.0	Evelyn Innes / | $c: by George Moore.		False	Evelyn Innes	0.10209772029991064	0.012079983533353546
