docid	allwords	stanfordwords
mdp.39015065769393	40926	767
uc2.ark+=13960=t9862cj28	64948	2151
uc2.ark+=13960=t31261n0t	158681	8068
umn.31951002102922y	67326	4193
njp.32101068163615	69197	1793
mdp.39015010397001	252847	9883
uc2.ark+=13960=t1sf2qf1f	64751	3719
nyp.33433074929476	108041	4459
wu.89098877509	133630	5316
uc2.ark+=13960=t40r9t540	226868	7283
nyp.33433087358515	103100	2307
uc1.32106011486914	132216	8035
uc1.32106001693115	97808	7373
uva.x001850551	57905	3101
nyp.33433076059850	86811	4668
nyp.33433074920962	9424	560
mdp.39015035016099	22062	1008
uiuo.ark+=13960=t2x354s13	89256	3264
uc1.b3037092	800449	22991
uc1.b3336986	162091	7780
nyp.33433076079304	98472	3729
mdp.39015035319808	244010	11572
nyp.33433000572291	75693	3095
uc1.$b111806	111682	6853
uc1.$b104884	129458	9074
nyp.33433076086028	70383	3117
mdp.39015058084958	128983	10290
mdp.39015056909438	81496	4754
uc1.$b28759	29274	1387
mdp.39015002203357	79017	5291
nyp.33433067303812	47073	1637
mdp.39015024079116	50784	2556
nyp.33433074870647	119951	5771
uc2.ark+=13960=t6j100k2b	87290	1996
uc2.ark+=13960=t1hh6mf0f	120715	3901
njp.32101068162740	137818	6335
mdp.39015019429110	108188	10770
uc2.ark+=13960=t46q29319	116674	4742
mdp.39015078783464	92326	5962
uiuo.ark+=13960=t3st83j7v	67953	2439
inu.30000081189692	21767	1216
mdp.39015062686400	57047	1096
uc1.$b116512	120236	7678
hvd.hwadvd	118615	3724
njp.32101072911082	87939	217
mdp.39015063963261	81829	4949
nyp.33433082346044	54772	3491
pst.000005412082	120062	7179
uc1.$b115288	151787	7644
uva.x030802569	6568	487
mdp.39015010950544	69088	2021
uc1.$b254220	46991	1229
njp.32101079836282	11453	594
njp.32101067627867	48054	1792
hvd.rslysq	129043	2313
inu.32000000646036	184594	211
mdp.39015063268497	60149	3386
inu.32000002882670	260090	11290
uc1.$b242644	116614	5312
mdp.39015016424148	43121	865
uc1.b4360963	146268	9885
uiuo.ark+=13960=t7hq4g562	35464	1056
uc1.b4105203	55815	2745
mdp.39015047872398	94236	5017
mdp.39015057087648	81940	5319
hvd.hnnzl8	589596	25539
uiuo.ark+=13960=t7qn6pk7b	68757	1706
uiuo.ark+=13960=t10p1rt7k	52608	1032
uc1.b4463842	72506	4109
nnc1.1002272601	77011	2931
uc2.ark+=13960=t2d796f7k	34546	1429
hvd.32044004973814	116786	5565
uc1.$b358650	353553	10317
uc1.31158001441749	70231	1930
uc2.ark+=13960=t1rf5nw94	58186	1690
uiuo.ark+=13960=t9h427g45	75828	5967
njp.32101068142791	18309	830
nyp.33433082285945	61578	3454
osu.32435055406557	65037	4759
osu.32435004561866	127673	5224
inu.39000001424931	49289	2802
uc1.$b521788	55684	3078
nyp.33433074871793	85258	3062
nyp.33433006216364	163655	9726
osu.32435069549608	181829	9663
mdp.49015002138023	119143	5289
nyp.33433074930110	137794	5744
pst.000005739998	108881	5926
nyp.33433074824370	81825	3304
uc1.b3711256	107406	6864
mdp.39015030709128	157903	8944
uc1.b3548053	191159	10745
nyp.33433082361951	100269	5595
mdp.39015031311270	82454	3995
uc1.$b86997	196812	10914
mdp.39015059376718	109087	6686
mdp.39015022638202	115	0
uiuo.ark+=13960=t73v05w2z	75617	2595
nyp.33433075786222	80603	5376
yale.39002009846560	27533	1191
inu.30000010414385	10267	654
mdp.39015005003499	87188	5559
uiuo.ark+=13960=t3qv3sr65	57640	940
uc1.b4392661	162002	6616
uc1.$b56745	124914	5566
uc1.$b404102	124606	8742
mdp.39015040571328	114581	6932
mdp.39015077145541	112240	8765
mdp.39015018519523	26043	2252
uc1.$b287480	22870	468
mdp.39015028390121	126802	3613
uiuo.ark+=13960=t2b85x205	42224	1091
uc1.$b323021	89351	7673
uiuo.ark+=13960=t6rx9x944	70474	3206
nyp.33433066655733	252006	9414
mdp.39015059423064	36761	1577
uc1.b4104109	181753	5848
mdp.39015014538360	26631	1213
uiuo.ark+=13960=t58d0m350	71505	1995
uiuo.ark+=13960=t46q2jv9x	47785	2074
mdp.39015025280705	193615	14876
uiuo.ark+=13960=t54f2dt68	100978	4578
uiuo.ark+=13960=t5k93g516	88703	2149
uc1.b3295282	68276	5518
hvd.hxkelx	72423	1536
inu.30000107396149	20443	1203
mdp.39015059404007	294782	12957
uc2.ark+=13960=t4pk09h5t	206316	11747
uiuo.ark+=13960=t56d67620	101076	1279
njp.32101068176690	57498	1549
hvd.hwjw3g	67723	2022
mdp.39015028917642	54785	2278
uc2.ark+=13960=t37082q9d	49993	2278
hvd.hwiwh6	189922	5662
uc1.b4439362	2034	126
uiuo.ark+=13960=t5q81zv8g	65199	2067
mdp.39015016414438	151218	6244
uiuo.ark+=13960=t2z32gn5j	53158	971
uiuo.ark+=13960=t8df7873r	70724	2371
nyp.33433082297213	24678	990
nyp.33433074859947	24470	805
njp.32101066381979	113777	4418
uiuo.ark+=13960=t80k2nk22	99374	2732
uc1.b4104441	164791	6570
uva.x030788126	63141	2580
mdp.39015027551335	62915	4351
uiuo.ark+=13960=t1bk20n9n	68695	1489
dul1.ark+=13960=t3126tf0n	86000	3181
nyp.33433074870720	61033	4552
mdp.39015014398153	201103	8321
osu.32435066780131	65647	4294
nnc1.1002220156	200131	8774
nyp.33433069339749	97933	121
mdp.39015050558405	99025	4536
uc1.31158005355168	69334	3675
uiuo.ark+=13960=t08w42q2z	57392	1875
mdp.39015051353996	43320	2138
nyp.33433081938411	68345	2741
coo.31924013535061	87889	2788
nyp.33433076029788	76291	2662
mdp.39015063544467	137084	8978
uc1.$b137477	62782	5529
njp.32101067632651	139714	3942
mdp.39015073749023	127579	3288
mdp.39015055478666	105687	7993
mdp.39015004847714	139413	4435
njp.32101066597434	64564	3235
uc1.32106001624003	112782	6222
nyp.33433076022254	179388	7825
nyp.33433074814975	6890	364
njp.32101038171995	18789	388
uc1.b2832376	164280	9937
mdp.39015057013693	49998	2900
uc1.$b56572	290535	20580
njp.32101075727980	95836	1592
uiuo.ark+=13960=t1vd7jt2z	55758	1030
loc.ark+=13960=t3jw97s1n	30660	1037
mdp.39015072819769	100889	4104
mdp.39015063933249	102358	6334
wu.89098017973	77764	3967
uc2.ark+=13960=t12n5208t	102809	4176
nyp.33433074865290	28683	651
njp.32101068163326	142124	4630
hvd.32044080933450	98762	2386
mdp.39015000550791	112474	4749
nyp.33433074927751	81392	1860
uiuo.ark+=13960=t2b85z60c	54486	1500
wu.89087921466	67296	2660
nyp.33433082284526	77983	3203
nyp.33433074855184	70184	2475
uc2.ark+=13960=t2g739p3c	77831	4956
uiuo.ark+=13960=t63495d32	76388	2919
mdp.39015040642939	71150	4081
mdp.39015051324393	63720	5020
njp.32101067640787	65678	1727
hvd.32044009812777	29847	1516
nyp.33433069247322	23826	795
uc1.$b63766	164946	12699
inu.30000107494209	81461	4855
mdp.39015005422327	368775	19902
uc2.ark+=13960=t3707zj06	159417	5257
njp.32101067630648	62147	2004
uc1.$b470336	83133	5427
uc2.ark+=13960=t47p90s15	62356	1366
uiuo.ark+=13960=t8bg39w1x	46736	1165
inu.30000077060451	24324	939
uva.x000099740	75960	1606
pst.000020798543	124713	8139
uc2.ark+=13960=t1ng4gw8m	104534	6219
loc.ark+=13960=t0js9z72s	144145	8225
nyp.33433076045248	120852	6489
uiuo.ark+=13960=t66403x8w	57318	1416
uc2.ark+=13960=t02z13c32	184004	8604
mdp.49015002157585	85960	4320
uiuo.ark+=13960=t83j40690	71999	2965
inu.30000110594508	80958	5883
nyp.33433081852992	119103	7412
pst.000018705881	89484	3948
mdp.39015019723181	66790	4179
uc1.32106000446028	99088	7342
mdp.39015030727955	117729	6467
njp.32101064721549	128649	6568
mdp.39015060059204	116023	5036
mdp.39015008571294	118488	4288
mdp.39015011514570	288119	20159
mdp.39015063946209	132419	7536
nyp.33433069241317	134071	4474
nyp.33433074879515	129758	6569
inu.30000055877900	154313	6287
mdp.39015000544919	108242	8934
uc2.ark+=13960=t87h1f980	42895	1734
uc1.b4463806	62565	5048
uc2.ark+=13960=t9z030p6z	77874	3537
dul1.ark+=13960=t3zs3df24	107501	4424
loc.ark+=13960=t2z329j73	47113	2997
uiuo.ark+=13960=t45q5ks5b	63315	1298
mdp.39015001980435	60308	3691
mdp.39015050326985	112218	6333
uiuo.ark+=13960=t2891v87m	74942	3704
uc2.ark+=13960=t78s4p26q	134144	5962
mdp.39015065858527	63963	3832
wu.89098024177	91314	4289
uc2.ark+=13960=t3dz04t5t	109575	4442
mdp.39015080888038	70057	4631
uc1.b3321364	168431	4570
mdp.39015039714467	101212	4311
uc1.b3322471	74651	2019
uc1.b2796042	49401	1434
uc2.ark+=13960=t6vx0f650	71934	5185
mdp.39015017697734	49483	1995
uc2.ark+=13960=t9r20td03	45218	2226
mdp.39015050727299	102680	7727
njp.32101064791153	70534	2580
mdp.39015000630163	51355	1864
njp.32101068163789	34762	755
mdp.39015004311570	96310	8057
mdp.39015001034399	110195	4586
mdp.39015038148683	88088	6479
nyp.33433067294755	99576	2043
mdp.39015019374266	63727	3775
uc1.b3322034	44109	1969
mdp.39015061160530	146964	10633
hvd.rsmd2m	165568	3536
mdp.39015063963816	107298	3842
osu.32435017977026	100720	7284
uc1.$b266926	48619	1984
uc1.b4104064	29899	2241
uc1.$b87049	92423	6686
mdp.49015000298159	129613	7593
uiuo.ark+=13960=t6c25g95p	68863	2648
uc2.ark+=13960=t5j964t2w	56342	1823
wu.89099302457	128423	10090
mdp.39015005729267	44531	2368
hvd.hnspmy	74047	2179
nyp.33433074969340	54886	2950
nyp.33433075765705	77655	3919
mdp.39015054108751	252605	15003
nyp.33433082290986	30197	1664
mdp.39015065444757	94508	2284
mdp.39015060667444	116026	6487
uc2.ark+=13960=t3bz61h8n	151160	6824
uc1.b4102375	150665	7485
uc1.b3336971	97811	5144
pst.000012691623	63124	6132
uc2.ark+=13960=t7hq3sp07	78429	4697
mdp.39015055805496	70161	3897
uc1.32106006704339	128050	11729
nyp.33433074924436	74971	2330
mdp.39015020921808	192924	14839
uiuo.ark+=13960=t36119k7x	65097	2718
mdp.39015019864969	102894	7225
uc1.$b63774	105893	7525
uiug.30112104348153	18229	487
nyp.33433075772669	139180	7382
uc1.b3553822	7347	145
uc1.$b182926	70985	1484
uc1.b4381884	62083	4101
nnc1.0315131394	42818	1512
uiuo.ark+=13960=t4gm8vk7t	81351	4570
nyp.33433074921069	33706	2115
mdp.39015063938685	224758	5492
uc1.$b101592	138100	12813
nyp.33433076018294	103801	3798
hvd.hwe3lv	122833	3639
mdp.39015012363308	59933	1962
pst.000047317420	102760	5518
uiuo.ark+=13960=t29898z05	4462	147
nyp.33433076022676	70154	2316
nyp.33433074951975	73199	1777
uc2.ark+=13960=t7zk57871	98730	3660
pst.000029585403	106269	7173
mdp.39015038419779	18259	1310
uc1.$b249229	74061	3633
nyp.33433074880901	123339	6132
uc2.ark+=13960=t81j9b246	169876	4686
mdp.39015059423916	86831	5087
uc2.ark+=13960=t19k4bc1s	63459	1202
uva.x030743258	73625	4199
uiuo.ark+=13960=t4fn1v66s	59626	2340
pst.000007746598	107358	8080
mdp.39015010768078	23569	1919
hvd.hxj2ez	845763	27415
nyp.33433074910278	75303	1131
nyp.33433075766737	74069	3527
uc2.ark+=13960=t56d5rj0b	123957	7615
mdp.39015016986682	47885	2543
mdp.39015051149659	69041	6349
nyp.33433076078256	235738	9849
mdp.39015050483042	163229	10490
uc1.$b101980	64734	7310
uc2.ark+=13960=t48p5x45j	92052	7313
nnc1.1000448850	57158	2274
uiuo.ark+=13960=t0bv8450f	59127	2029
nyp.33433075735021	90358	3007
uiuo.ark+=13960=t0ms43c1g	66584	1554
inu.30000035052244	84299	5066
uiuo.ark+=13960=t00z7pq4q	46077	1795
uiuo.ark+=13960=t49p3jr9j	56341	2063
uc1.b4951772	135826	5966
njp.32101068171212	76349	2751
uc1.b4355423	146813	7524
uc2.ark+=13960=t2k64ct5x	54061	1944
mdp.39015003345900	84958	5276
uc1.b4361989	67699	3973
uc1.$b146870	88222	4828
uc1.b3507752	696507	20087
mdp.39015030039468	136279	8137
uiuo.ark+=13960=t3cz3x62n	82852	2646
pst.000031955812	104232	5057
nyp.33433076021645	147071	9622
mdp.39015000627490	62042	4598
nyp.33433074895958	144631	7085
uc2.ark+=13960=t7br8pf4g	129224	10622
hvd.32044086801834	63057	2472
njp.32101013133515	46481	812
uiuo.ark+=13960=t4cn7rv19	30390	808
mdp.39015063025087	115811	4429
uc1.b3325678	51253	1360
mdp.39015018605686	66231	4429
mdp.39015049544409	116908	11229
inu.30000064046976	35265	1615
mdp.39015039922623	60857	3743
mdp.39015057659503	92118	6515
uc1.32106015834119	164079	7329
inu.39000003617599	54394	2695
nyp.33433074926241	64895	1272
mdp.39015066186332	77603	4003
nyp.33433081989703	71883	3048
pst.000009221963	180760	7388
njp.32101068169752	49054	1316
uiuo.ark+=13960=t1pg28m9k	40051	2613
loc.ark+=13960=t4wh36v99	32996	1735
mdp.39015024863584	15281	1066
mdp.39015030111077	95238	5607
uva.x002122780	93696	5808
uc1.b3324267	56555	2306
uiuo.ark+=13960=t12n5sm4n	70405	3209
mdp.39015025186779	36766	1925
mdp.39015073480777	167642	7372
umn.31951000888300t	6478	438
mdp.39015063837564	48264	2576
mdp.39015046394428	88044	8402
njp.32101067173003	129540	3592
mdp.39015020740687	360038	24937
uiuo.ark+=13960=t13n2j187	51693	1986
mdp.39015064116265	101560	4806
nyp.33433074810908	119093	4940
uc1.31158000564988	67680	4607
mdp.39015057226311	483754	16204
uc1.$b496835	142265	9161
uc2.ark+=13960=t79s1sv30	58616	3136
uc1.b4384819	67877	4207
uc1.b4041084	109653	5353
uc1.32106007793463	104163	4048
uc2.ark+=13960=t4zg6h95b	41022	1694
uc1.b3325125	78139	3665
nyp.33433074864665	52431	2826
wu.89062201041	164796	12442
uc1.32106010481312	118655	10976
uc2.ark+=13960=t6g15w87r	76201	3126
mdp.39015065555511	122505	5941
nyp.33433076055486	767932	27446
uc1.32106005205981	88559	5469
njp.32101033289859	144510	4803
nnc1.1002356538	39977	1138
mdp.39015016424155	44723	883
nyp.33433074955448	49333	1489
uc1.$b85964	150427	7390
uc1.b4361894	78025	4587
mdp.39015009200117	52839	3170
nyp.33433074864178	74742	1293
mdp.39015059433006	104974	4747
nyp.33433067286959	89235	5311
uc1.$b105597	136613	8180
nyp.33433076065501	219585	8494
uc1.32106009933943	103015	6538
njp.32101065863092	31789	964
uc2.ark+=13960=t8w952218	63687	4463
njp.32101064626425	141425	4484
njp.32101066458215	260663	10845
pst.000045746857	102031	4502
njp.32101064794389	170857	6606
uc1.$b105875	141562	12033
inu.30000110580952	156913	9836
nyp.33433075765176	56055	2167
uc2.ark+=13960=t28911x0t	97732	4674
mdp.39015050141590	32187	2113
mdp.39015049973947	67946	5202
uc1.b3466135	66118	4222
inu.32000014442067	64125	3175
uiuo.ark+=13960=t3tt55j0g	130211	4656
hvd.32044086798857	85022	2545
uc1.$b681909	79029	4459
uc1.$b104405	93883	6473
mdp.39015063945508	151155	7726
uc1.b4439355	95835	8071
uc1.31822027130145	113345	5941
njp.32101037604772	37705	1124
wu.89077140804	28398	1135
mdp.39015042010309	60802	5183
uc1.b3170103	104553	5415
uc2.ark+=13960=t2s46nz30	180409	4487
uc1.32106018997434	115363	8031
mdp.39015066063937	155815	8149
mdp.39015059389943	148988	8721
uc2.ark+=13960=t4gm8939w	108885	5358
uc1.32106011619290	53604	3788
nc01.ark+=13960=t0bv8m80k	57448	4126
pst.000006711108	80638	1973
uiuo.ark+=13960=t86h5706q	90425	2642
uc2.ark+=13960=t11n8091g	89986	6182
hvd.32044004799219	222738	6498
nyp.33433076066939	46107	1153
mdp.39015037756031	80259	5274
wu.89098017916	209359	7465
uc2.ark+=13960=t5w669q8k	50515	2793
uiuo.ark+=13960=t6154xz35	46256	1106
uiuo.ark+=13960=t9280xx79	54318	2774
uc1.32106009609949	68018	4787
uiuo.ark+=13960=t9p27d018	49579	2406
nyp.33433082300280	96461	5963
uc1.b4353938	194155	13184
mdp.39015011559971	71631	4035
mdp.39015003930669	172121	9933
mdp.39015003676460	71007	3350
nyp.33433034410963	174628	8095
uiuo.ark+=13960=t9571sn90	32873	1594
njp.32101063600819	59637	1538
mdp.39015021714012	79625	4106
njp.32101066109917	72136	5070
nyp.33433076062334	192146	6618
nyp.33433081997516	263349	7369
mdp.39015063915493	63500	3379
nyp.33433075873715	115607	2817
uc2.ark+=13960=t53f4p02b	174645	8166
hvd.hwjw3i	72582	2540
dul1.ark+=13960=t6c25nm87	41802	882
nyp.33433082296157	29566	852
uc2.ark+=13960=t2r49ht5b	95285	3661
njp.32101065603001	57502	1917
uc2.ark+=13960=t3vt1hq0n	69391	2885
uc1.$b809241	148598	7222
uiuo.ark+=13960=t9z03qj2x	59976	2166
mdp.39015016732102	140149	7242
uc1.b3460299	17441	1093
njp.32101066591742	36124	1038
uc1.b4588945	66622	4959
mdp.39015039792554	58193	2204
uc2.ark+=13960=t5k933b88	77787	2923
uiuo.ark+=13960=t6sx6jk7s	38393	1136
wu.89098879935	39292	3223
mdp.39015022067816	90179	5457
wu.89098860778	187755	7443
mdp.39015056287512	132524	8580
nyp.33433075752224	57571	3224
wu.89098868185	86427	4966
inu.39000001112445	45824	3053
uc1.$b252040	117799	7211
nyp.33433075728604	92956	4848
inu.30000112128651	96432	4518
mdp.39015030948247	62911	3168
nyp.33433082531827	50366	2086
nyp.33433075861728	110801	4671
uc2.ark+=13960=t5bc3xz0x	121359	5210
nyp.33433067293880	215772	6363
uc1.$b534058	150444	6586
njp.32101062081037	64744	2923
inu.30000004013144	75264	4279
hvd.hnp4pz	241230	5703
uva.x030581128	91038	3986
mdp.39015010757964	93337	7647
mdp.39015063914355	93533	3941
njp.32101064710914	55203	1705
uc1.$b662894	76525	5267
uiuo.ark+=13960=t77s8c83f	56040	2828
mdp.39015032933502	50858	2423
inu.30000026037832	97843	4382
hvd.hn3n5m	210728	7076
uc1.$b318498	70059	5323
mdp.39015008687637	84170	4841
uiuo.ark+=13960=t6xw5180p	62412	4022
mdp.39015010684937	42537	3203
nyp.33433074859764	159724	8581
nyp.33433074867163	188654	7621
uiuo.ark+=13960=t3xs6cn46	216054	8446
uiuo.ark+=13960=t10p1n63b	55459	2476
mdp.39015002725656	173662	11568
uc1.$b312438	95535	4908
mdp.39015063925013	66277	1529
uiuo.ark+=13960=t16m3rx1z	65997	1701
mdp.39015063573060	74935	2537
nyp.33433074911581	60092	972
mdp.39015055900172	74049	5588
nyp.33433084129984	92683	4337
hvd.hn5dj1	1622	49
uc1.$b106417	133996	6994
uc2.ark+=13960=t6nz8711v	115774	5906
coo.31924013204718	66336	2829
nyp.33433074921101	197261	9098
njp.32101063604563	14926	419
mdp.39076002787351	53847	3484
uc1.b4363708	86644	5797
mdp.39015063947256	99797	4142
mdp.39015031309894	82090	4030
dul1.ark+=13960=t7rn3x266	58346	2031
nyp.33433074888862	97478	1986
mdp.39015063092467	33819	1889
uc2.ark+=13960=t78s4m942	123595	5613
njp.32101067630218	59510	2161
mdp.49015000587163	195139	12437
uiuo.ark+=13960=t3nv9vv41	85298	4406
mdp.39015005871846	114467	7198
uc1.b4218035	54663	2483
loc.ark+=13960=t3rv0tr58	58757	1290
uc1.$b119856	38869	2176
mdp.39015058691281	114531	4881
nyp.33433074880802	185804	6856
nyp.33433075861413	56928	2367
uc2.ark+=13960=t4dn41w6n	90264	3842
umn.31951002079614b	81530	5628
mdp.39015015472114	34643	2586
mdp.39015000219561	142719	6572
mdp.39015019851974	109767	7361
uc1.b3148398	75759	3479
uiuo.ark+=13960=t6c25fv7d	70926	2513
wu.89090070707	8731	532
njp.32101065704312	91150	4915
uiuo.ark+=13960=t1jh3ts50	75718	2611
nnc1.1002281244	189400	7342
uc1.$b254058	165659	9423
uc1.b3796907	166175	8851
mdp.39076005013839	223351	6678
uc1.b3767284	70483	3415
uiuo.ark+=13960=t3qv4352q	61248	1229
uc2.ark+=13960=t1ng4jr18	22520	1777
nyp.33433074889829	140516	3301
uc1.$b259847	46911	2320
mdp.39015017460372	158916	10026
mdp.39015013130003	43022	2533
njp.32101073253682	142946	5916
uc1.b4020431	67346	3190
nyp.33433075736870	78283	2864
mdp.39015029900688	130946	10104
uc2.ark+=13960=t7fq9vb7m	374267	13255
nyp.33433067292569	238781	8837
njp.32101066755057	72401	1489
uc1.$b111291	37950	3050
mdp.39015053114891	159809	11874
nyp.33433074927561	113235	3695
uiuo.ark+=13960=t7qn6s33c	49758	1494
nyp.33433076021819	84556	4549
uiuo.ark+=13960=t39z9w75s	43374	1235
mdp.39015013470565	59330	3299
nyp.33433014569457	79542	2664
uc2.ark+=13960=t7cr5nx2j	12153	861
uc1.b4098261	38031	2371
coo.31924013926278		
mdp.39015049742607	50737	3146
mdp.39015019187809	41628	3122
mdp.39015016452453	104639	7506
mdp.49015001330217	247892	15296
nnc1.0315059251	13591	504
mdp.39015050155806	100826	7917
uc2.ark+=13960=t7qn60w4n	143728	6332
uiuo.ark+=13960=t5w66vw4h	71130	2144
mdp.39015080879938	103581	6467
njp.32101079836654	59705	2326
nyp.33433074871561	46728	2805
uc1.$b162834	74745	5858
nyp.33433074835434	68216	2898
nyp.33433066579420	79411	145
uc1.b3751296	85650	4687
uc1.b3688166	139791	11329
uiuo.ark+=13960=t0cv5377g	62553	2530
uc2.ark+=13960=t7fq9rm4h	26160	1235
uc1.$b244080	81190	6521
nyp.33433082547609	141512	6653
mdp.39015016450325	80540	5037
mdp.39015003740944	636865	37312
nnc1.1002318440	131251	6175
uc1.b4439664	56026	3911
njp.32101067706976	364838	18912
nyp.33433082296223	91444	3375
hvd.32044024346314	6409	192
mdp.39015063955564	45340	1402
uc1.b4089070	90597	5809
nyp.33433075814842	61389	1117
mdp.39015028549890	92729	6077
mdp.39015054016459	500135	39357
mdp.39015014331725	37026	929
uc1.$b87044	127891	5415
uva.x030736355	44342	1620
nnc1.1002155460	87949	5355
nyp.33433074851936	78148	4943
njp.32101067647816	75105	3409
uiuo.ark+=13960=t0ht34n1h	48211	1108
uc1.$b87086	132611	10065
nnc1.1002356589	37510	1062
uva.x030750899	173094	9071
mdp.39015029529800	39114	2948
mdp.39015062381705	126282	2031
hvd.hwadc1	105793	3307
uc1.b3327249	292228	15551
uc1.32106018627064	61458	4673
uc1.b3835558	91379	8415
uc1.$b101743	159743	8791
pst.000005476473	62251	3904
nyp.33433074961859	45992	1586
uiuo.ark+=13960=t25b0gf8t	34169	1589
uc1.b3454992	119949	8646
nyp.33433076065683	68196	2145
osu.32435066781501	74119	3530
uiuo.ark+=13960=t8qc0hz1j	71683	3923
uc2.ark+=13960=t6833p87b	71241	5869
inu.30000114306446	157162	8603
mdp.39015034034556	79614	7208
mdp.39015000540933	79959	7835
uc1.b4973186	84741	4818
pst.000046236876	3143	194
njp.32101068175213	171115	7604
coo.31924105504561		
nyp.33433075968358	66309	2436
uc1.$b115461	62430	4792
mdp.39015019607376	66751	4121
nnc1.0035531827	144533	5721
inu.30000116117148	184321	8509
uiuo.ark+=13960=t07w70x4m	65291	2803
inu.30000111224493	66031	3298
osu.32435000204768	90875	3880
uc1.b3321865	51372	1266
mdp.39015063935962	156341	8016
mdp.39015063945680	111843	5197
nyp.33433082528005	7014	602
mdp.39015047114585	83412	5416
uiuo.ark+=13960=t06w9mh7k	74671	2333
mdp.39076001126809	81739	3879
nyp.33433067379978	85545	1955
mdp.39015059976020	128535	10297
